,Cloud,Pressure,Rel-hum,Dew-point,Wind_cos,Wind_sin,Wind_sp,P_lag_1,P_lag_2,P_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.9546660650257834,8.309994586319974,0.6271396580123365,0.26421926991294487,1.9153553890233255,7.440924807318225,0.6381784117366739,0.2102292233228078,1.7714650655796165,6.776697096270821,0.6745452830722308,0.3508109997602922
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0977396254309517,2.389644569134104,0.9380655849652093,0.7883636581367017,1.0624790532666883,2.220242423937113,0.9274983278319929,0.7541111419065849,1.0388044389707798,2.1763540959189527,0.9384105281052756,0.7915112451352282
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0977396254309517,2.389644569134104,0.9380655849652093,0.7883636581367017,1.0624790532666883,2.220242423937113,0.9274983278319929,0.7541111419065849,1.0388044389707798,2.1763540959189527,0.9384105281052756,0.7915112451352282
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0977396254309517,2.389644569134104,0.9380655849652093,0.7883636581367017,1.0624790532666883,2.220242423937113,0.9274983278319929,0.7541111419065849,1.0388044389707798,2.1763540959189527,0.9384105281052756,0.7915112451352282
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0977396254309517,2.389644569134104,0.9380655849652093,0.7883636581367017,1.0624790532666883,2.220242423937113,0.9274983278319929,0.7541111419065849,1.0388044389707798,2.1763540959189527,0.9384105281052756,0.7915112451352282
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0977396254309517,2.389644569134104,0.9380655849652093,0.7883636581367017,1.0624790532666883,2.220242423937113,0.9274983278319929,0.7541111419065849,1.0388044389707798,2.1763540959189527,0.9384105281052756,0.7915112451352282
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0977396254309517,2.389644569134104,0.9380655849652093,0.7883636581367017,1.0624790532666883,2.220242423937113,0.9274983278319929,0.7541111419065849,1.0388044389707798,2.1763540959189527,0.9384105281052756,0.7915112451352282
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0977396254309517,2.389644569134104,0.9380655849652093,0.7883636581367017,1.0624790532666883,2.220242423937113,0.9274983278319929,0.7541111419065849,1.0388044389707798,2.1763540959189527,0.9384105281052756,0.7915112451352282
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0977396254309517,2.389644569134104,0.9380655849652093,0.7883636581367017,1.0624790532666883,2.220242423937113,0.9274983278319929,0.7541111419065849,1.0388044389707798,2.1763540959189527,0.9384105281052756,0.7915112451352282
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0977396254309517,2.389644569134104,0.9380655849652093,0.7883636581367017,1.0624790532666883,2.220242423937113,0.9274983278319929,0.7541111419065849,1.0388044389707798,2.1763540959189527,0.9384105281052756,0.7915112451352282
