,layers,neurons,batch_size,P_lag_1,P_lag_2,P_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
94,3.0,45.0,22.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9909510901594321,2.019241628851588,0.9491760998043508,0.8211794643419092,0.956047847494349,1.8483747316146648,0.9412402805236937,0.7970643540419553,0.9535092105222567,1.862971709139811,0.9489463166002586,0.8215324184997332
95,2.0,40.0,16.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9891837137927226,2.0080117588779216,0.9495716094985176,0.8221597508983526,0.9550389117887561,1.8531006908594128,0.9412259987362086,0.7966536905271219,0.9589883460226047,1.8670449915574954,0.9479249151984704,0.8211422092129872
96,2.0,43.0,109.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9938912991885156,2.023278383464852,0.949091811720854,0.8208229330858737,0.9561717432944834,1.8500280265157205,0.941233059461337,0.7970647725393796,0.9591948910495125,1.866510607259183,0.9491089112043053,0.8211934017634932
97,2.0,49.0,35.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.989554165283348,2.010034389965125,0.949270651934319,0.8219866499499446,0.953792748421752,1.8508070660358302,0.9410718282967723,0.7971392019308092,0.9590956051587334,1.8602746105265502,0.9474234715632156,0.8217907931514872
98,3.0,50.0,62.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9822881784590431,1.9711654011696194,0.9508258162255588,0.8254012240923616,0.9525542717073971,1.828219626949442,0.9430323484526282,0.7991925740848451,0.9554553939796846,1.8516491732303249,0.948349247081012,0.8226170863936697
99,2.0,33.0,62.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9855590324771795,1.9768862854338476,0.9504513482050481,0.8248959460268452,0.9536185978628735,1.8264802744208652,0.9430430941218351,0.7997242430384919,0.9595913563688181,1.859290131605398,0.9473747507519025,0.8218851035327098
100,3.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.907608061912676,7.961664038100794,0.6576782590140037,0.294896236716288,1.8769852521945398,7.334838162029462,0.6542890183605649,0.22690502149643382,1.7293881896873955,6.507200821915778,0.6918913194019927,0.3766280038895091
101,3.0,46.0,104.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0912217813880232,2.360169238111993,0.9386031263501835,0.7909724658585309,1.0569557925819226,2.1950494956996933,0.9273801061333338,0.7571142563735982,1.067013252901007,2.238957257657769,0.9337065517233436,0.7855140338974068
102,3.0,16.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0916172843267167,2.35874147686849,0.9386980089973453,0.791099483820364,1.0583553054785524,2.1954107986373033,0.927444423722525,0.7571707716066302,1.0617996668005505,2.2149257721979554,0.9358345760849982,0.7878161843105508
103,2.0,13.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.088951729355263,2.3613997682640635,0.9390379039875267,0.7908622468491691,1.058232346275432,2.2025360210385756,0.9275151464343361,0.7564780337222702,1.0597973766361497,2.212997004363252,0.9374620850443385,0.7880009549804683
104,3.0,9.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0899471730241475,2.3579259965638952,0.9391859322183962,0.7911722187655403,1.0590527065668274,2.202746414924909,0.9276973727683031,0.7564123734000272,1.0653678188591174,2.221038434043822,0.9362053690126668,0.787230608066527
105,3.0,30.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.086093335892973,2.3583035535042294,0.9393885471863762,0.7911395241449408,1.0541305645105932,2.195861237298368,0.9280860573768708,0.7571157374522248,1.054918133402363,2.205650395662276,0.9368699591744342,0.7887047399497512
106,3.0,18.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.088569317667492,2.3620302322631854,0.9394826164109904,0.7908104211327891,1.0578367524281505,2.2028097118094134,0.9280463313304514,0.7563993610977882,1.0624692305838406,2.218820774510674,0.9365800316004763,0.7874430537690195
107,3.0,32.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0893270234285422,2.3577678622252622,0.9390060273859322,0.7911890499817318,1.0563649445749983,2.191736117795114,0.9279505136828288,0.7575405936706006,1.0650855897535147,2.214357063642906,0.935103244809579,0.7878706650307358
108,3.0,46.0,103.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.090399290083995,2.3593866336303058,0.9389637095426875,0.7910370987535783,1.0580347382685602,2.197745106213642,0.927723219546112,0.7568051823607753,1.0679975445976508,2.2427598103574784,0.9334214159817826,0.7851497597753067
109,3.0,43.0,102.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091452911607248,2.3620694191215503,0.9384027087804492,0.7908034215743518,1.0577294130190968,2.1991385616242756,0.9269214551912653,0.7568567483748542,1.052285877931297,2.216145775465241,0.9363680631474477,0.7876993113427722
110,2.0,34.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0900303900814268,2.3582447737114665,0.9388619341768082,0.7911476795011039,1.0572077638980752,2.1963960540922076,0.9274478899917525,0.7569733234493035,1.063764592209662,2.210712132171338,0.9370948643663106,0.7882198394713746
111,5.0,38.0,173.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.087698119246755,2.3564422485219962,0.9390772443571949,0.7913054347696415,1.0580029103846744,2.1991913756326915,0.9277125244615307,0.7569808609486501,1.052428923778451,2.2172472114805437,0.9363986257053193,0.7875937967926241
112,4.0,33.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0878057801756973,2.3568150248558277,0.9392196250182373,0.7912724936959401,1.055931012582199,2.1969934724208806,0.9280730199568121,0.7570549832074789,1.0633158713701578,2.2247732534539235,0.9360532741338463,0.7868728226078477
113,3.0,38.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0902922547783687,2.360193642976776,0.9391884895072402,0.7909652601380062,1.0586912425359107,2.2003945034281616,0.9278829733714715,0.7567451467561885,1.0622885763682857,2.199650822121508,0.9364896300673778,0.7892794826442328
114,4.0,33.0,137.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0896623767777467,2.3608204086546642,0.9395200592365005,0.7909114432982034,1.057468747334945,2.1970270088580035,0.9283982409827538,0.7569279102094901,1.0673851822153657,2.21820534290685,0.9368774488103522,0.7875020104291633
115,4.0,25.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0888996312904777,2.3599401616576747,0.9388581630319439,0.7909983300417731,1.0580198160078629,2.199733879552949,0.9272561275916189,0.7567705741132789,1.0580889574432097,2.2157973849932278,0.9372381298002305,0.7877326861947105
116,2.0,22.0,108.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.089417251267205,2.3567418929466672,0.9390094998519543,0.7912775379745638,1.0585177178998477,2.1988500904882806,0.9275777941300909,0.7568566416435516,1.0574302788564243,2.2120055609907534,0.9366067121723092,0.7880959325370336
117,2.0,14.0,145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0892879867941123,2.3578044471971036,0.9388252950973099,0.7911840261058731,1.0582823764199587,2.197148604400614,0.9273724745385397,0.7570557120213185,1.062484386301313,2.2181797599071804,0.9363147188855053,0.7875044612103835
118,3.0,30.0,113.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.088933274605757,2.361960718625352,0.9386471789550856,0.7908136816272402,1.0579205769056501,2.1982193751016297,0.9269895462926596,0.7569713064090273,1.0576279097522878,2.208230280512552,0.9372934307320009,0.7884575940550932
119,5.0,18.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0909666829713807,2.360919828293265,0.9389227163002843,0.7909050222991056,1.0584621653170034,2.193341543459044,0.9274918672760173,0.7572931369451861,1.0614335454280726,2.2209182785771286,0.9356042271553062,0.7872421186307721
120,3.0,31.0,128.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0869060039802383,2.3608245027143626,0.9392054087074542,0.7909142646253421,1.0569690830493157,2.20205349468877,0.9277740772929375,0.7565812617980052,1.05727379605459,2.2141941906368294,0.9373035614503844,0.7878862678181231
121,3.0,36.0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0912576399983793,2.3578888730293426,0.9392046639393217,0.7911742592215065,1.0584781517675976,2.1957843077760018,0.9278564405184392,0.7571267033014403,1.063848473183979,2.2255667999469226,0.9361492390102543,0.7867968030297088
122,3.0,42.0,108.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0910660338218154,2.359706926834316,0.938802760299511,0.7910163266314427,1.0577703892350878,2.1946658709068263,0.9274812242340265,0.7573190772515404,1.0545386479707588,2.205556560839222,0.9373119444449515,0.7887137290685065
123,2.0,49.0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.088599050202308,2.3610599637458725,0.9393874437704628,0.7908943894883598,1.0562094746536435,2.20129821937018,0.9280300967219752,0.7566178891264208,1.0599544350744492,2.2166634961803506,0.9364898863787693,0.7876497151178457
124,3.0,37.0,122.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0903728407924573,2.3587416120261864,0.9393940969291077,0.7910962482767299,1.0580466299854512,2.1979741848184693,0.9280197645288459,0.7569184023345487,1.060116298740141,2.212839394233354,0.9365997152920497,0.7880160535987483
125,3.0,41.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0886521592335023,2.3623340932926578,0.9397260737540287,0.7907841637925831,1.0575900046360789,2.2005045868355357,0.928448470515361,0.7565861984551934,1.0628410336792253,2.2276580219433564,0.9354072091823966,0.786596469696544
126,2.0,34.0,74.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0902899754119826,2.3579921742773537,0.9387820650796566,0.7911697804404894,1.0578672660575221,2.1969321774733728,0.9273510717097877,0.7569285129872712,1.0625063323058217,2.2119594991687292,0.9366183612556349,0.7881003451332828
127,2.0,43.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0871240234747388,2.359354510084357,0.9390488197806364,0.7910445745247057,1.0562015779912377,2.2001873797015663,0.9273948546426292,0.7566006297370567,1.0661413072922579,2.2191365256409568,0.9365467908384917,0.7874128056765224
128,3.0,12.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0868014200780536,2.3575459951471487,0.9394472411393315,0.7912058477778301,1.0574190896349478,2.202564890240362,0.9280480423563742,0.7565608145208048,1.0532487837125095,2.2120944302302665,0.9371406089883749,0.788087419107566
129,2.0,44.0,110.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0893959334801004,2.359045133732378,0.9391432148248144,0.7910742682308232,1.0589232316750592,2.2002135459850427,0.9274612679669989,0.7566748580241242,1.0542127603173308,2.208114579509663,0.937904674589988,0.7884686778939198
130,3.0,35.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0902712369008931,2.3624644153183887,0.9396993766204804,0.7907741676292694,1.0579139624226888,2.1976643503586177,0.928506135676486,0.7566396599318933,1.047016585619475,2.206648565930615,0.9372548519147392,0.7886091179750094
131,2.0,43.0,105.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0892287417451596,2.3581887868118043,0.9386922839907248,0.7911511752581674,1.058942942017814,2.1996450605763473,0.9270796956448208,0.7567376096818516,1.060501412417148,2.214588834474845,0.9363434210582621,0.7878484620205476
132,2.0,46.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0910543638509138,2.3582722881483362,0.9393657096011121,0.791145478906385,1.0580330368023763,2.19799464936297,0.9279541286370553,0.7569378418103164,1.0597698207215533,2.2341757907843056,0.9362481249152197,0.7859720853131874
133,3.0,14.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0908466973663724,2.3584054941221035,0.9387462400047715,0.7911311236710519,1.058174285704037,2.1944945178147064,0.9275083497405496,0.7573180640440497,1.0565075469424334,2.2122618390099595,0.9377957313963768,0.7880713818055034
134,3.0,32.0,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.088691782148774,2.3593037225769233,0.9387528387034174,0.7910524586868661,1.0569732280387127,2.1978591695657306,0.9273040776115945,0.7569749099857879,1.0585993619012415,2.218833193367325,0.9360932717684257,0.7874418640766047
135,4.0,33.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0878057801756973,2.3568150248558277,0.9392196250182373,0.7912724936959401,1.055931012582199,2.1969934724208806,0.9280730199568121,0.7570549832074789,1.0633158713701578,2.2247732534539235,0.9360532741338463,0.7868728226078477
136,2.0,14.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0899383523132784,2.3574180353076044,0.9390795823695411,0.791221793450247,1.0588592467947235,2.1988405323675684,0.9277056169594453,0.7568812555695535,1.0622679169888356,2.216928261062072,0.936251972753378,0.7876243513681573
137,1.0,16.0,111.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0912191535178573,2.361499633063893,0.9387857168032111,0.7908501163836876,1.0580555318059583,2.193257297232401,0.9275276596293374,0.7574677155178706,1.064084805235105,2.2227803971339783,0.9364497655545034,0.7870637327789218
138,2.0,46.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0906986407491854,2.3588965458491455,0.9390232502587776,0.791085351774331,1.0588062926528612,2.197643930045631,0.9274705795807044,0.7569027887018607,1.0559268823534975,2.210923295527997,0.9373665563350262,0.7881996106008129
139,2.0,21.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0904169353484363,2.359884222451974,0.9391488389081599,0.7910030943397247,1.0576487358454507,2.1949008672035255,0.928053946005129,0.7572235683181716,1.0826979074084253,2.2468301331076255,0.9340846235314909,0.7847598340165952
140,1.0,16.0,118.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0905457102079679,2.3615397302781407,0.9388368542098303,0.7908456236399761,1.0575800146510035,2.1939544399933597,0.9276747846262441,0.7573927033227699,1.0666202079022422,2.228815750196181,0.9362585920245101,0.7864855625043936
141,2.0,39.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0898210174975431,2.3602575451971726,0.9393750058715389,0.790960235609119,1.0586933273486854,2.200698952321137,0.9279024495700916,0.7567013951161621,1.0569771285094778,2.2081624393382167,0.9371423563230716,0.7884640930535752
142,1.0,16.0,125.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0908373162318046,2.3613203823098248,0.9388369467691355,0.790865703097346,1.0578406297972194,2.1937465941006273,0.9276651861245682,0.7574149544896402,1.069774408429488,2.236180134419487,0.9360408725069445,0.7857800746888117
143,2.0,46.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.090709748725096,2.3586970277178567,0.9390075519701399,0.7911025271109211,1.0592101318574714,2.1986262811026522,0.9274952824192493,0.7568753872560355,1.0579129158269738,2.2205864314092763,0.9368876629242257,0.7872739086795333
144,2.0,18.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0906828437692986,2.3581416444171293,0.9393268415516803,0.791153511921374,1.0610046093839962,2.2024371825358653,0.927840815512988,0.75635013930584,1.0629621215180785,2.206456288483935,0.9369198802613395,0.7886275376271801
145,1.0,16.0,117.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0905694198664262,2.3610418551098262,0.9388587236827881,0.7908934466188025,1.0575185437876966,2.193211792568146,0.9276889008792351,0.7574516677868167,1.0663990705609256,2.2283149408167326,0.9362778786292068,0.7865335386697344
146,1.0,16.0,74.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.090531066653654,2.3606635261181257,0.9388580819595895,0.7909251732166587,1.057735798973755,2.19332568099865,0.9276585127364381,0.7574826131005465,1.0673932108226356,2.2212312218860815,0.9363400367321224,0.7872121395198594
147,3.0,11.0,126.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0906333311330962,2.355987518276831,0.9390862777120372,0.7913453217409596,1.0613349284917917,2.202566233103793,0.9275136207460906,0.7564796545069914,1.0566268771288874,2.2101117564122545,0.9369144701342699,0.7882773538228752
148,1.0,16.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0896477233342394,2.360506862036127,0.9389367606593995,0.7909408866466123,1.0568661800960553,2.193302475287847,0.9277301586218789,0.7574835929622048,1.0673158793400714,2.2207954860518977,0.9363593141779577,0.7872538818179942
149,2.0,18.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0894741769490706,2.3583304649608907,0.9392318230228524,0.7911372763739664,1.059123155929932,2.2013956373297052,0.9277949458200361,0.7564349325198699,1.0646553801360532,2.209816909922965,0.9377464870474708,0.7883055993080853
150,1.0,16.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09178464539809,2.3588195060250623,0.9390073142937558,0.7910902861619776,1.0596588228605957,2.1960083353767663,0.9276367012095899,0.7571568756195544,1.0673723904361407,2.230056734842252,0.936188160277751,0.786366679578058
151,1.0,25.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0895552030468847,2.3611803785058005,0.9395331048494082,0.7908843553654946,1.0593903485074554,2.204922189278612,0.9283932840285392,0.7559444274053191,1.0521256403025274,2.202499017284516,0.9385274937731151,0.7890066333573171
152,2.0,11.0,176.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0894401347557225,2.358839777043066,0.9391873347206134,0.7910887234174684,1.0591530422319329,2.200058990189663,0.9277337381847544,0.7567036502457364,1.0618671449916632,2.224190836843416,0.9364652789686171,0.7869286165221583
153,3.0,42.0,170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0891594144140782,2.360123892395667,0.9388828332693208,0.7909789273260536,1.0562901409775876,2.196267330811214,0.927555131965153,0.7572239993070686,1.0601418176467556,2.219460415493363,0.9365643762053649,0.7873817779167621
154,3.0,35.0,80.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0864503575941598,2.3584359157818566,0.9395136724170992,0.7911299298797476,1.0575654935363672,2.204923950813646,0.928131937477015,0.7561382621335629,1.0601397578501053,2.219637248844574,0.9361330627750618,0.78736483776659
155,1.0,16.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0903944975353304,2.3604552040997757,0.9389568135702482,0.7909461931840648,1.0574758710801972,2.193667256442257,0.927722468370716,0.7574537004856005,1.0662211696214257,2.218467694446424,0.9364124540342179,0.7874768778710354
156,2.0,37.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0916976981755724,2.35899507023759,0.9392466148086402,0.7910683530733769,1.0602340236507197,2.2015536404862743,0.9277466856430931,0.756520606639532,1.0600604330802281,2.1999194656696495,0.9385339683324676,0.7892537473289366
157,3.0,41.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0881536025945002,2.364804946372259,0.9395739253754016,0.790542502384008,1.0585512168590783,2.2045455224792696,0.9282873411640495,0.7561581931808817,1.0661977811081527,2.222357653807312,0.935616609754337,0.7871042304304617
158,2.0,50.0,69.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0882193640302131,2.3613307146856686,0.9397589104162193,0.7908701962416516,1.0586625655207997,2.203343787352414,0.9283502489488562,0.7563703719650184,1.0545860685775834,2.2039606294447847,0.9381274618631908,0.7888666149200779
159,2.0,43.0,146.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0890851893516198,2.357747210252069,0.9387523165755122,0.7911900272195962,1.0584212873576904,2.1993278730333614,0.9272065335179562,0.7567937000211387,1.0584526856425982,2.2080555956205514,0.936499112444656,0.788474328388764
160,2.0,38.0,109.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0891572509530474,2.3586847177125865,0.9389396988425142,0.7911068819170479,1.0587329483843941,2.1996758521817106,0.9275899676228598,0.7567996823840983,1.0559545926755327,2.2072924662553146,0.9377037950555797,0.7885474340894665
161,2.0,30.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091294508817344,2.3598276109683822,0.9389505351051408,0.7910087012622742,1.058533915092751,2.200719758816611,0.927506874320364,0.7566957431780215,1.0566029791922464,2.2093596098485744,0.9358409504251552,0.7883494074013032
162,2.0,47.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0904392724507386,2.364547280934494,0.9384244249728699,0.790582887837403,1.0585004193519476,2.1978526344814675,0.9270675672306756,0.756962901066303,1.0507925872612958,2.2086593083567245,0.937245522005918,0.7884164943640082
163,2.0,49.0,102.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.087970150832124,2.3614955480832753,0.9394510613548075,0.7908552209645618,1.0562012534571479,2.2025342332459905,0.9280571679171973,0.7565170316627453,1.062395016905502,2.2260976923409,0.9361156961973673,0.7867459449940633
164,2.0,25.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.089651985770953,2.3594112941976437,0.9388598464477729,0.7910427803304458,1.0564947402263594,2.194968355249285,0.9278465215777183,0.7572070867177472,1.0680557850353305,2.2149076325950783,0.9357270718657301,0.787817922034768
165,2.0,9.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0915332436738512,2.360323269188156,0.9393972957729455,0.7909646127239429,1.059110394620362,2.2024170330691963,0.928040371727685,0.7564238126351356,1.0646090834329665,2.225233970804318,0.9360451094356795,0.7868286871489587
166,3.0,35.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0881064981502135,2.3582932172509006,0.9396222533303562,0.791141766333976,1.0590158145496558,2.205282089808782,0.9282356125358218,0.7560046129147098,1.0594576276532983,2.219109902238909,0.9361339290929555,0.7874153561254377
167,3.0,27.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0901349068005854,2.358312428138376,0.9388939961512579,0.7911356822013383,1.0591158944791914,2.1965226750092635,0.9274367879657126,0.757137281416073,1.0605945480592474,2.2170514187387096,0.9359983751306378,0.7876125532004316
168,2.0,34.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0883268799823032,2.3580689381685396,0.9392670471236071,0.791162542981899,1.0587069002874316,2.204213476730086,0.9277252590837753,0.7562065194327089,1.0613087779660955,2.2142553000331873,0.9366857624584715,0.7878804137055129
169,2.0,43.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08923767137745,2.3580840955056406,0.9387773377959123,0.7911584697121004,1.0578025723912783,2.199576520714184,0.9271691725262714,0.756737407812615,1.056692983593034,2.214341473175337,0.935891425402572,0.7878721585547801
170,2.0,38.0,176.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.008782373957171,2.073513539938976,0.9474429820676474,0.8163456629566712,0.9731487260978865,1.900204592769871,0.9389581714834941,0.7909643997381748,0.9681105506645264,1.9103640642995376,0.9465425729980658,0.8169923608244273
171,4.0,25.0,125.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0085366216547018,2.070496801132938,0.9474959432986345,0.8166191666689403,0.9702159261274993,1.8966752755024734,0.9391193679125167,0.7915442650962121,0.9706620329438208,1.9079738691316437,0.9474800251685349,0.8172213349676388
172,3.0,22.0,41.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0092039274168862,2.0777641046767035,0.9476859547975087,0.8159683417787462,0.9730795289507368,1.9063438089215146,0.9392081291104764,0.7906082708664941,0.9784848972478049,1.914487077297103,0.9465643250776967,0.816597387484489
173,2.0,46.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.008257941712758,2.075825230465223,0.9476053908575763,0.8161510401021134,0.9710739617575779,1.899496975363166,0.939202439727125,0.7912043896163811,0.9688514049309809,1.9129892149890877,0.9469316455783195,0.8167408785864849
174,3.0,36.0,94.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.009854076413089,2.078350600131926,0.9478566237761594,0.8159334352750665,0.974004508900453,1.9029820461588343,0.9396052594871309,0.7906507617910122,0.9760859767377946,1.9143633259173056,0.9463282201027772,0.8166092425273495
175,3.0,44.0,179.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0082605049712334,2.0731810370735135,0.9478225089336683,0.8163775081520717,0.9726711877336731,1.901838915387273,0.9393854607559591,0.7907412896406363,0.9720897932112439,1.91609498438666,0.9458000045363694,0.816443354394162
176,2.0,41.0,95.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0084176205598605,2.0735507317241955,0.947513844343919,0.8163491710554209,0.9716104992341607,1.8998684845583613,0.9393186893880379,0.7911241667261366,0.9684786009642692,1.9027594358411202,0.9467840996413154,0.8177208633789876
177,2.0,38.0,75.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0074730164346086,2.0735279206447537,0.9477895097024258,0.8163390435775598,0.9724096726158759,1.901777696585108,0.9393089868849113,0.7909218909515725,0.9719593822558019,1.9128380038635928,0.9468883529395697,0.8167553641976891
