,layers,neurons,batch_size,P_lag_1,P_lag_2,P_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
10,4.0,41.0,144.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0875520707127897,2.3596715941374615,0.9388682477534187,0.7910193659489365,1.0566009744297036,2.1983891028422624,0.9273749844068045,0.7569726061173869,1.0702171931348972,2.2335106443291273,0.9353195067673877,0.7860358045197737
11,2.0,34.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0879013071416506,2.358345634464809,0.9393587032312636,0.7911398910275678,1.0577631808994645,2.203672236646537,0.927936857823018,0.7562490002147381,1.0611615847319857,2.215185759745935,0.9366118240138566,0.7877912782163355
12,3.0,36.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0896536866404731,2.3590022114487277,0.939134880913501,0.791076148194344,1.056518558132519,2.19360697690877,0.9278786370261238,0.7573277664025905,1.063512250738896,2.2236781180119127,0.9362314352511305,0.7869777335803504
13,4.0,37.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0874054843458578,2.3650011873514716,0.9384585011809451,0.7905522322408076,1.0552997602081295,2.1995409907310135,0.9274842322835074,0.7567854505940341,1.0551992828072922,2.2097897400764475,0.9350942731845462,0.7883082021048824
14,3.0,46.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0911803771855386,2.360929358442248,0.9386323391058642,0.7908940974996213,1.0565413635072436,2.1932722609089104,0.9275281165510147,0.757328897498816,1.0738639382905018,2.2301160628741252,0.9340413360764491,0.7863609961152809
15,4.0,19.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0888703070478023,2.3612599149557854,0.939079671794688,0.7908767477401715,1.056707639424046,2.1943936401914312,0.9279121249015994,0.7574508124740413,1.0551785417109756,2.221972977613232,0.9375820685768286,0.7871410813550793
16,2.0,13.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0892273558345655,2.3607452692762534,0.9393275186238355,0.7909209500212087,1.0581468446062594,2.201642667582698,0.928039630934296,0.7565280655265088,1.0573090393426403,2.202938761035345,0.937362604805572,0.7889645071117573
17,4.0,42.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0917223814417365,2.3612671723431022,0.938416346941864,0.7908741953640833,1.0556777944926024,2.192783050202105,0.9273132235472689,0.7574947050118159,1.0533305434209035,2.2071372294334206,0.9382718352436359,0.7885623053513473
18,3.0,38.0,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0882322080256812,2.3573796294381224,0.9395274127922408,0.7912237144600592,1.0582427206597464,2.203526689232026,0.9281457217594884,0.7563311318134665,1.0557002468466206,2.2104801831006284,0.9361602411219718,0.7882420595563484
19,2.0,8.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.087489959775064,2.359717362087226,0.9394041305890899,0.7910189369091601,1.05691957541997,2.2049054443258496,0.9281177491725743,0.7562279191395127,1.064366038118897,2.2284458848105273,0.936392579567527,0.786520994594175
20,2.0,46.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.090734839793275,2.3591704567803657,0.9389662388025435,0.7910610356169225,1.0588190723167576,2.1975880571780824,0.927416028016275,0.756911199389599,1.0560268076114894,2.2111564670727293,0.9373797560722386,0.7881772734061798
21,3.0,46.0,102.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0897756435276118,2.3587015576310373,0.9387334373044756,0.7911029065598469,1.0571043819078039,2.195742868378651,0.9274295648021739,0.7571177409069694,1.0681057305330903,2.2415791468858646,0.9335259685905037,0.785262864098529
22,3.0,42.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0880256315448258,2.3596286732735914,0.9390638426652362,0.7910161293093305,1.0576830111680047,2.2032333455222033,0.9274871094244381,0.7564955869752784,1.0638987346938091,2.221907196530033,0.9366798641652181,0.7871473830024792
23,3.0,31.0,126.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0871515563618028,2.360528109454684,0.9392038973960719,0.7909431100651351,1.056888233320073,2.200587022577795,0.9277901318505828,0.7567303822244571,1.0577136593263925,2.2150514263402448,0.9370944259538592,0.7878041469882608
24,2.0,44.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.089499489729942,2.3627809094592056,0.9392096344772626,0.7907471906915098,1.057610941307967,2.203966576468556,0.9278067227663662,0.756195348194824,1.0615086476366957,2.206225424605194,0.9375296095927009,0.7886496537537389
25,3.0,41.0,84.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0887013024629606,2.3617919029337577,0.9396642955097844,0.7908315072096421,1.0578837143503241,2.2013645736093452,0.9283557212354092,0.7565254833747466,1.063462112811615,2.223449864742461,0.9357617542270179,0.7869995996176975
26,3.0,45.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.087734680025482,2.3628133668597924,0.9394200736316332,0.7907406834611168,1.0559607016564703,2.196936055170764,0.9280393391862889,0.7568634230827205,1.0553078080330593,2.2098693264450593,0.9370035704965398,0.7883005779489938
27,4.0,43.0,138.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.089342361087262,2.3580443193726306,0.9390578094307718,0.7911578022500274,1.0573634265321687,2.1965148713035623,0.9276765212936475,0.7570589262433436,1.0659207081171589,2.2208433731031403,0.9349581256892106,0.7872492943697906
28,3.0,36.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0896536866404731,2.3590022114487277,0.939134880913501,0.791076148194344,1.056518558132519,2.19360697690877,0.9278786370261238,0.7573277664025905,1.063512250738896,2.2236781180119127,0.9362314352511305,0.7869777335803504
29,3.0,45.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.087734680025482,2.3628133668597924,0.9394200736316332,0.7907406834611168,1.0559607016564703,2.196936055170764,0.9280393391862889,0.7568634230827205,1.0553078080330593,2.2098693264450593,0.9370035704965398,0.7883005779489938
30,4.0,42.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0883024113970765,2.360429492190057,0.9389128428643059,0.7909481558610871,1.0568423637369655,2.2023437847430722,0.9276638682859473,0.7565487407812151,1.0537011391760347,2.2192551720973346,0.9373876677895847,0.7874014396713279
31,2.0,25.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0885149454639638,2.3597500545639734,0.9390427877442307,0.7910120329306167,1.0579212137160272,2.1979176971097547,0.9279767944660534,0.7569078967927902,1.068455667112802,2.2153966436800814,0.9357244834372462,0.7877710761136844
32,2.0,43.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0871220951210543,2.3586031127136544,0.9390926360110716,0.791112674562202,1.0563675548872373,2.2001708058517155,0.9274676227427656,0.756583261311248,1.0577256869243026,2.215285406672563,0.9358020203559693,0.7877817323139947
33,4.0,41.0,138.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0866955708477462,2.3610575055368606,0.9389581427907525,0.7908979608251242,1.0564309171500184,2.2003288690749208,0.9273635763985092,0.7566830087998253,1.0728162825114191,2.2374262172012322,0.9349807627044875,0.7856607033750573
34,3.0,43.0,120.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0898807635032592,2.361653126360478,0.9383399933159657,0.7908384999795346,1.0573759190070136,2.199964369749395,0.9267262975943532,0.7567804663058142,1.0726640671090633,2.2282333712946283,0.9349359668159446,0.7865413528062899
35,3.0,42.0,195.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0902439198351073,2.3587716239211165,0.9388795245887648,0.791093265462106,1.0584378948963233,2.1983354087527154,0.9274786050504567,0.7570418209195728,1.0602109442318228,2.21650311008067,0.9365314544326294,0.7876650796664192
36,2.0,25.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0885149454639638,2.3597500545639734,0.9390427877442307,0.7910120329306167,1.0579212137160272,2.1979176971097547,0.9279767944660534,0.7569078967927902,1.068455667112802,2.2153966436800814,0.9357244834372462,0.7877710761136844
37,2.0,25.0,78.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0884180765196543,2.361710432725301,0.9395061910774649,0.7908390365162843,1.057778110768024,2.2020847163358193,0.9283977529968072,0.7563812416808994,1.0568569842259175,2.214502664462385,0.9360739256253606,0.7878567168714645
38,2.0,14.0,155.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.089600711532298,2.3578765296408455,0.9387858700695886,0.7911787890839439,1.0586888168727233,2.1974536256899135,0.9272971357377082,0.7570158607933875,1.062999059922882,2.217951633012771,0.9362446775948357,0.7875263151413481
39,2.0,30.0,101.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0898751587975966,2.359365299983456,0.9387049238338806,0.7910461900776535,1.0569666686345849,2.198962633963481,0.9273325486949388,0.7569651019250307,1.0618273718604194,2.211280067010984,0.9363470428653426,0.7881654328710038
40,1.0,16.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.089547585042601,2.3602604470949538,0.9389624219506454,0.7909632124117417,1.0574953356471337,2.19504963898925,0.9277175430928546,0.7573287656891955,1.070660742104378,2.232150559938698,0.9358603864421939,0.7861660968750497
41,2.0,25.0,188.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0911016017555497,2.3580583024791,0.939022152593032,0.7911622167832503,1.0585103422072986,2.1995052566213023,0.9276513465754128,0.7567406354622921,1.0575376177353972,2.214413172599175,0.9362559772999202,0.787865289946575
42,2.0,13.0,135.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091062446905365,2.3618570372645413,0.9391138800583114,0.790823033432055,1.0591663858211002,2.2002396490230085,0.9276752291246044,0.756517419458332,1.0554649683124175,2.2073650419493216,0.9370113092853463,0.7885404815369819
43,3.0,46.0,142.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0887921597281798,2.3592240302325047,0.9388472247543098,0.7910588116342647,1.0577575965935155,2.1992140515653467,0.9274088861800489,0.7567626118588567,1.0687602503206255,2.241497976456625,0.9337503088326291,0.7852706400030822
44,1.0,19.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0900460805117291,2.359098678358305,0.9394519838191708,0.7910705135031544,1.059337092418873,2.2012640654391493,0.9280680710785157,0.7563702215624754,1.0536120409083554,2.20599698333796,0.9366583236002962,0.788671537800758
45,2.0,15.0,178.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0898676010671258,2.3596101661173057,0.9389331825547356,0.7910224992856494,1.0587160897519787,2.2008556112078645,0.9275222133435397,0.7566033153553833,1.055494160010698,2.207769790137311,0.9371656854395599,0.7885017077703849
46,3.0,48.0,153.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0890701438456922,2.360508642613655,0.9395033997574912,0.7909373896694141,1.0582050528629507,2.203226947983968,0.9280532158802328,0.7560389416344515,1.0562097172073914,2.2080737905098298,0.9375424076773307,0.7884725853682613
47,1.0,16.0,65.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0893494124246672,2.3600607600365597,0.9389165636287382,0.7909782571927766,1.0569055242819476,2.1951607396071715,0.9276609223893154,0.7573175583023528,1.071369752990467,2.2336272982421876,0.9357708897044527,0.7860246293947655
48,2.0,34.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0883268799823032,2.3580689381685396,0.9392670471236071,0.791162542981899,1.0587069002874316,2.204213476730086,0.9277252590837753,0.7562065194327089,1.0613087779660955,2.2142553000331873,0.9366857624584715,0.7878804137055129
49,1.0,10.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0916497459900063,2.3605238065565177,0.9387878961721126,0.7909302228591362,1.0595716407258475,2.196349709685,0.9275729191880893,0.7570368233475093,1.0650971908746973,2.214541694583284,0.9362402884127834,0.7878529778929023
50,4.0,31.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.089836226532827,2.3595795715156576,0.9393066703183066,0.7910318491053188,1.0574988792058868,2.196574012157296,0.9281988245613912,0.7572246985643438,1.0707933096135869,2.218022682381767,0.9369434393215054,0.7875195088066144
51,1.0,16.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0896206674926547,2.3606403720406792,0.9389462856872988,0.7909293078018667,1.05750672765899,2.194911671097266,0.9276809513753335,0.7573420000823886,1.0725588860542505,2.23657641474449,0.9357309863077714,0.7857421121202699
52,2.0,49.0,105.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0880759844496324,2.3612292180859873,0.9395047491601887,0.7908780168389273,1.056701891840944,2.202743014483934,0.928103545867242,0.7564877823888817,1.0630308879196042,2.2298198390713817,0.9358424806943935,0.7863893735433434
53,3.0,24.0,121.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0902914457219863,2.3585066527548197,0.9391008843573216,0.7911206658137648,1.0593328305118395,2.198841850012032,0.9276901388442068,0.7566992323891495,1.0557117087104746,2.2061824796321594,0.9370308055591949,0.7886537677644012
54,4.0,37.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0867410053670032,2.3662304875780813,0.9386539296924199,0.7904379556643593,1.0560321080476247,2.2020811988909137,0.9271207997685147,0.7566222238540725,1.0787684315180701,2.2298911017372145,0.9337713234143401,0.7863825467753575
55,4.0,38.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09099058160102,2.3653819031782786,0.9385682758711302,0.7904935885659896,1.058882656428725,2.20291799577757,0.9275684534261676,0.7562862778136762,1.076407671284341,2.2382848524599788,0.9353255315393597,0.785578448471632
56,5.0,31.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0887062409684054,2.3607485972527362,0.9395523879533287,0.7909153814998093,1.0570318295063692,2.2004019755865896,0.9283577958647475,0.7565128893683437,1.0649392973932932,2.220214246997994,0.9361398627684223,0.787309562925611
57,4.0,41.0,138.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0866955708477462,2.3610575055368606,0.9389581427907525,0.7908979608251242,1.0564309171500184,2.2003288690749208,0.9273635763985092,0.7566830087998253,1.0728162825114191,2.2374262172012322,0.9349807627044875,0.7856607033750573
58,3.0,30.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0873963529952975,2.3594306326595857,0.939087901536914,0.7910398289586174,1.055286638949498,2.1946901495122058,0.9277905042805454,0.7571653106513723,1.0621578235089262,2.215071894877417,0.9366403931152001,0.7878021861585242
59,3.0,43.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0899381699243023,2.360189027955142,0.9384296143436102,0.7909618188793706,1.0571631421580505,2.1945531786767436,0.9268809555822084,0.7572761663452692,1.075864344836857,2.230347245846451,0.9350997909198582,0.7863388494204318
60,3.0,30.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0881364757846845,2.3602367308780963,0.9386643852713537,0.7909680991285127,1.0554464849317546,2.1953099404899055,0.9273445123446545,0.7571342062393354,1.0591926960932738,2.216941485644557,0.9365106079962389,0.7876230844894169
61,2.0,47.0,157.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0896186389817875,2.3609008500020594,0.9387717659918777,0.7909033182474874,1.058251737512104,2.199341809269566,0.9272367621006374,0.7567901782422254,1.065385058810991,2.2281580947133364,0.9349381452529587,0.7865485640963705
62,2.0,30.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0904544150531992,2.360765365986457,0.9389830472207121,0.7909208590575669,1.0581314246016964,2.200762519007113,0.9276952438284287,0.756747042936308,1.0587194072469759,2.2111889988213336,0.9355447928124878,0.788174156953865
63,4.0,47.0,120.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0902853895788718,2.362088423011577,0.9383752947317674,0.7908004363660868,1.0580906648164592,2.2033990970859163,0.926819020728415,0.7564183890550275,1.0538074026130853,2.2056816248360085,0.9380841222356234,0.7887017482805375
64,2.0,43.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0871220951210543,2.3586031127136544,0.9390926360110716,0.791112674562202,1.0563675548872373,2.2001708058517155,0.9274676227427656,0.756583261311248,1.0577256869243026,2.215285406672563,0.9358020203559693,0.7877817323139947
65,2.0,44.0,82.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0910433970615072,2.358254373881723,0.939211672425668,0.7911449449498142,1.0583306253176215,2.1966248234022694,0.9278848964746302,0.7569747621571149,1.0654571948030434,2.215330427067444,0.9363400192878942,0.7877774194836102
66,3.0,36.0,83.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0913530423632478,2.3590167528367623,0.9391756897488106,0.7910741037551459,1.0573947030187005,2.195369072992669,0.9279127141066557,0.7571714856390048,1.062683379191635,2.2258492188928005,0.936159971051149,0.7867697480690814
67,3.0,39.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0926896878791499,2.3606414943858045,0.9387526770510054,0.7909249286036142,1.0596214386733702,2.1962340479298352,0.9271788663013438,0.7570893527207803,1.0617181683597456,2.2165082567456755,0.9362685279294871,0.7876645866300238
68,2.0,49.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.090280022756851,2.36137025157561,0.938956160364071,0.790867493828117,1.057513875058734,2.205249479899111,0.9273570453264394,0.7563376788170031,1.0608889156861387,2.237107780931911,0.935940901968796,0.7856912086965117
69,2.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0878174600409434,2.3595817170733406,0.9396960424234123,0.7910330845041722,1.0582946639435014,2.2043137188948174,0.9283886881772864,0.7562284103540279,1.0576155055780416,2.2016204835105078,0.9376861190789629,0.7890907944839431
70,2.0,21.0,123.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0875701055828082,2.363463015639158,0.9393126597550683,0.7906893702513296,1.0580660649499245,2.2040047614759883,0.9278585703625644,0.7563017525662211,1.0642809006867706,2.2205635652644773,0.9356356040633101,0.7872760991935064
71,2.0,50.0,104.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0092826497150766,2.072675550827376,0.9478373239618606,0.8164224158176772,0.9725653924827444,1.903683236951401,0.9395395622122431,0.7907589985506658,0.9710102108256443,1.914840894040743,0.946533414600645,0.8165634928106074
72,2.0,38.0,55.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0120697835761616,2.073006761138772,0.9469785478153047,0.8163917580323978,0.9741270175575794,1.8984244100816623,0.9385959944304467,0.791241093995919,0.9735567786761279,1.9161140107166785,0.9475596733006276,0.8164415317239161
73,1.0,36.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0117127983511334,2.080538455508802,0.947196411584579,0.8157264718544925,0.9726194616795651,1.9047181810051346,0.9388896427314165,0.7906361912555946,0.9726843201452613,1.9079053945320918,0.9474877306339877,0.8172278946465198
74,2.0,46.0,127.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0108525882333044,2.074114734172109,0.9475247109233861,0.8163019410386434,0.9726414061263786,1.8968597104812068,0.9392022229517467,0.791281375788228,0.9634745402400361,1.9080180548152226,0.9471455174413853,0.8172171021003083
75,2.0,49.0,70.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0096605980808244,2.072843032834835,0.9475465712642652,0.8163991991591912,0.973242363841696,1.9011828199335405,0.9392852072362193,0.7910251378754156,0.9712210290259131,1.9135101951184632,0.9468158509669096,0.816690970118609
76,2.0,44.0,65.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0094067340106658,2.073196865121595,0.9474227749701507,0.8163843770945474,0.971522798516764,1.895278214594863,0.939177138267048,0.7913623948071031,0.976216299238289,1.915366837305689,0.946341856706659,0.8165131088879527
77,1.0,24.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0110921704991762,2.0796497592361813,0.9472975590589705,0.8158010331829018,0.9740112971056871,1.907259982729207,0.93884311754089,0.7902430902493112,0.9586233997244679,1.9028901016161193,0.9472797085532636,0.8177083459560259
78,2.0,50.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0080780661113238,2.0820624665081686,0.9475905833909999,0.815597296572828,0.9725905037096405,1.9081257880061595,0.9390843629788994,0.7899676205719602,0.975942118208266,1.9231602019455445,0.9465703221066014,0.8157665259247219
79,2.0,45.0,58.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0085388363741696,2.075510005499849,0.947194810534964,0.8161844997643284,0.9701919296786847,1.8989011335523378,0.9388405110221953,0.7911915836524115,0.9628769585012479,1.907224650724864,0.9475408531026732,0.8172931080366648
80,2.0,44.0,108.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0101154789144497,2.073588589968729,0.9473472130256346,0.8163477266339458,0.9717377328505976,1.8973409340769243,0.938972167638509,0.7912227203471207,0.9742420302227537,1.9148448893944507,0.9464598702816224,0.8165631100666775
81,2.0,38.0,93.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0085455971177766,2.075657607794263,0.9476980898632072,0.8161469001714965,0.9727531690840081,1.900848980272618,0.9393797655111988,0.7910389148193886,0.9722360057914348,1.912443322862835,0.9467937491074038,0.8167931735553534
82,2.0,44.0,85.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0089376359877642,2.073499974707868,0.9475930014495788,0.816354468848989,0.971520449831549,1.8974477705680517,0.9393526564689341,0.7911845016005039,0.9704462567130044,1.9063915447738422,0.9463680040618923,0.8173729173024109
83,2.0,49.0,68.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0086978821517796,2.0727754429063614,0.9476524185162809,0.8164153067499652,0.9714229377687225,1.8984085246806743,0.9394779440476662,0.7912359612298171,0.9714999446536737,1.9133399084967542,0.9469748393221683,0.8167072831100459
84,2.0,45.0,60.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0104776700976488,2.0747183825604316,0.947042154157842,0.8162541473206767,0.9713346580738896,1.8977970582616668,0.9386421611956527,0.7913162471666181,0.9638758331753112,1.908240944482621,0.9474559079234762,0.8171957498813311
85,2.0,25.0,55.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0134745309015551,2.0844864942581145,0.9467767959301829,0.815381010666141,0.9737369051375838,1.9056315526447207,0.9385083647765436,0.7903764125206199,0.9755616088683484,1.9266518230760221,0.9463451085238519,0.8154320381943853
86,2.0,44.0,113.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0111163764761388,2.07364012654775,0.9472348350580831,0.8163416487948885,0.9728077613120685,1.8979229160554005,0.9388106098080806,0.7911776686193635,0.9752728718184132,1.9160285217101012,0.9463670618037134,0.8164497213363369
87,2.0,44.0,102.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0086017467384227,2.0739526108262694,0.9474024120896456,0.8163161008213525,0.970552622564685,1.89733626941377,0.9390876496806897,0.7912616284587204,0.9738425249997741,1.917805333669706,0.9459994857080044,0.8162795076225935
88,2.0,43.0,54.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0108045195386626,2.074861648475419,0.9475929850287533,0.8162365493855643,0.9736754762166944,1.8979000830405617,0.9392736850551197,0.7913139172380375,0.9709943636665711,1.9024021951783547,0.9473922126320332,0.817755086054933
89,2.0,45.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0078581362880104,2.0763818215526686,0.9472382050407508,0.8161053754520637,0.9697723087872173,1.8981502510185142,0.938970641573323,0.7911933752313909,0.9675873892703235,1.9120392305692908,0.9460956892639003,0.8168318844890611
90,3.0,30.0,108.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0087470806139822,2.0713624860488467,0.9475906410432249,0.816548298050755,0.9724851375953687,1.9008522212531078,0.9392971994934136,0.7911687783301209,0.9776710382545647,1.9159642512310104,0.9459421729426337,0.8164558782720053
91,3.0,25.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0118495529895728,2.0733028957902535,0.9478507260289304,0.8163678341902361,0.9733576046163775,1.9012986302015094,0.9395285926441186,0.7908773673627186,0.9802892233850438,1.926023993232104,0.9466709521464629,0.8154921825719343
92,2.0,44.0,31.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99238273777001,2.010943681280239,0.9495462559851826,0.8218980740246968,0.9565447294265443,1.8472688281274634,0.9415901311172161,0.7973819229410941,0.9640799674442587,1.870774988531418,0.9480529703539121,0.8207848857304707
93,2.0,38.0,81.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9919549748348284,2.0087122433700624,0.9491473103425396,0.8221068354599775,0.9548612570177777,1.8428768939927482,0.9411558005156924,0.79796772126776,0.9524133361984256,1.862258077732692,0.9486012968968655,0.8216007824317706
