,max_depth,min_samples_split,min_samples_leaf,Temp,Cloud,Pressure,Rel-hum,Dew-point,Wind_cos,Wind_sin,Wind_sp,Temp_lag_1,Temp_lag_2,Temp_lag_3,P_lag_1,P_lag_2,P_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
62,6.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9645047125486967,1.894963307142513,0.9525022304715965,0.8322401431871687,0.976111942938934,1.949646638006914,0.9364911361030203,0.78342732632896,0.9627086861903518,1.9286343973940392,0.9470128578950894,0.8152421130109028
63,6.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9658470238195872,1.9077242078933891,0.9521349733051534,0.8310968972168986,0.97590390358549,1.945740533180873,0.936536403323343,0.7835661118942909,0.9592655718848115,1.9162491788702551,0.9474679491363583,0.8164285829854321
64,6.0,4.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9658470238195872,1.9077242078933891,0.9521349733051534,0.8310968972168986,0.97590390358549,1.945740533180873,0.936536403323343,0.7835661118942909,0.9592655718848115,1.9162491788702551,0.9474679491363583,0.8164285829854321
65,6.0,3.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9658470238195872,1.9077242078933891,0.9521349733051534,0.8310968972168986,0.97590390358549,1.945740533180873,0.936536403323343,0.7835661118942909,0.9592655718848115,1.9162491788702551,0.9474679491363583,0.8164285829854321
66,6.0,6.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9658470238195872,1.9077242078933891,0.9521349733051534,0.8310968972168986,0.97590390358549,1.945740533180873,0.936536403323343,0.7835661118942909,0.9592655718848115,1.9162491788702551,0.9474679491363583,0.8164285829854321
67,6.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9645047125486967,1.894963307142513,0.9525022304715965,0.8322401431871687,0.976111942938934,1.949646638006914,0.9364911361030203,0.78342732632896,0.9627086861903518,1.9286343973940392,0.9470128578950894,0.8152421130109028
68,6.0,2.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9658470238195872,1.9077242078933891,0.9521349733051534,0.8310968972168986,0.97590390358549,1.945740533180873,0.936536403323343,0.7835661118942909,0.9592655718848115,1.9162491788702551,0.9474679491363583,0.8164285829854321
69,6.0,2.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9658470238195872,1.9077242078933891,0.9521349733051534,0.8310968972168986,0.97590390358549,1.945740533180873,0.936536403323343,0.7835661118942909,0.9592655718848115,1.9162491788702551,0.9474679491363583,0.8164285829854321
70,6.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.964544277598822,1.8952076782631453,0.9524953255403753,0.8322187485202485,0.976111942938934,1.9495584564050876,0.9364897674957099,0.783434724239563,0.9627086861903518,1.9286343973940392,0.9470128578950894,0.8152421130109028
71,6.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9645047125486967,1.894963307142513,0.9525022304715965,0.8322401431871687,0.976111942938934,1.949646638006914,0.9364911361030203,0.78342732632896,0.9627086861903518,1.9286343973940392,0.9470128578950894,0.8152421130109028
72,7.0,9.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8962588747511964,1.5871420653060366,0.9610365871195341,0.8594866859427279,0.9380613151708641,1.7513331114186879,0.9443911345440207,0.8047142723615475,0.9472977892131227,1.8854532614240955,0.9481625655176947,0.8193787474349157
73,6.0,5.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9669864576061513,1.9120139407822954,0.9520100864134249,0.8307067389063671,0.9770183455103312,1.9533128909096666,0.9362518539900285,0.782782144548871,0.9593087778417659,1.913231829890002,0.9475297822088057,0.816717636744223
74,8.0,4.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8959697464537006,1.6144511039653464,0.9602631527882887,0.8569965937765454,0.9416920918943432,1.7872413660935067,0.9436075572038194,0.8017217103287685,0.9289937081950479,1.8198894735237776,0.9506376127376349,0.8256595785410247
75,8.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875620498469333,1.5120480058928942,0.9630636396736643,0.8661260504943276,0.9395465660690965,1.7633944145557083,0.9444779318416665,0.8038201794443451,0.9426441029632958,1.9089654067040598,0.9478873536127108,0.8171263483869798
76,9.0,16.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8488317772181837,1.4056446540239835,0.9658703156546015,0.8754797335392113,0.9162613662240542,1.6681561812767096,0.9491355868334143,0.8150257411292154,0.9196605435849015,1.8162668485564741,0.9515740802424381,0.826006616079719
77,8.0,9.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8557324833348872,1.4147052405409928,0.965639981665077,0.874699622260362,0.9159037174544893,1.6588085207126837,0.94901694054584,0.8158357832821144,0.9275391695284284,1.8091953406072654,0.9511882083862818,0.8266840471513041
78,8.0,6.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852184497035482,1.3978953724781866,0.9660927041060807,0.876200130348022,0.9143196156022422,1.6527350034927786,0.9492463365226974,0.8163211225303659,0.9250519761889101,1.8061177567452031,0.9512283073748852,0.8269788712466094
79,8.0,13.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852184497035482,1.3978953724781866,0.9660927041060807,0.876200130348022,0.9143196156022422,1.6527350034927786,0.9492463365226974,0.8163211225303659,0.9250519761889101,1.8061177567452031,0.9512283073748852,0.8269788712466094
80,8.0,5.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8380502297779209,1.3336527439446262,0.9677988372555884,0.8819072912146029,0.9152956789953439,1.6614124194936113,0.9490652743567285,0.8157288095231375,0.9350338068839935,1.8872697403080034,0.949429396296196,0.8192047337385902
81,9.0,13.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8501577894452343,1.4134968258237708,0.9656557748527648,0.8747685282317413,0.9151514181143177,1.6668284316095192,0.9491811588236009,0.8150955994469131,0.9167709128212865,1.8033815290057513,0.951826311152331,0.827240994361361
82,8.0,6.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852184497035482,1.3978953724781866,0.9660927041060807,0.876200130348022,0.9143196156022422,1.6527350034927786,0.9492463365226974,0.8163211225303659,0.9250519761889101,1.8061177567452031,0.9512283073748852,0.8269788712466094
83,8.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852184497035482,1.3978953724781866,0.9660927041060807,0.876200130348022,0.9143196156022422,1.6527350034927786,0.9492463365226974,0.8163211225303659,0.9250519761889101,1.8061177567452031,0.9512283073748852,0.8269788712466094
84,8.0,13.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852184497035482,1.3978953724781866,0.9660927041060807,0.876200130348022,0.9143196156022422,1.6527350034927786,0.9492463365226974,0.8163211225303659,0.9250519761889101,1.8061177567452031,0.9512283073748852,0.8269788712466094
85,8.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852184497035482,1.3978953724781866,0.9660927041060807,0.876200130348022,0.9143196156022422,1.6527350034927786,0.9492463365226974,0.8163211225303659,0.9250519761889101,1.8061177567452031,0.9512283073748852,0.8269788712466094
86,8.0,13.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852184497035482,1.3978953724781866,0.9660927041060807,0.876200130348022,0.9143196156022422,1.6527350034927786,0.9492463365226974,0.8163211225303659,0.9250519761889101,1.8061177567452031,0.9512283073748852,0.8269788712466094
87,8.0,3.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852184497035482,1.3978953724781866,0.9660927041060807,0.876200130348022,0.9143196156022422,1.6527350034927786,0.9492463365226974,0.8163211225303659,0.9250519761889101,1.8061177567452031,0.9512283073748852,0.8269788712466094
88,8.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852184497035482,1.3978953724781866,0.9660927041060807,0.876200130348022,0.9143196156022422,1.6527350034927786,0.9492463365226974,0.8163211225303659,0.9250519761889101,1.8061177567452031,0.9512283073748852,0.8269788712466094
89,8.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852184497035482,1.3978953724781866,0.9660927041060807,0.876200130348022,0.9143196156022422,1.6527350034927786,0.9492463365226974,0.8163211225303659,0.9250519761889101,1.8061177567452031,0.9512283073748852,0.8269788712466094
90,8.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852184497035482,1.3978953724781866,0.9660927041060807,0.876200130348022,0.9143196156022422,1.6527350034927786,0.9492463365226974,0.8163211225303659,0.9250519761889101,1.8061177567452031,0.9512283073748852,0.8269788712466094
91,8.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852184497035482,1.3978953724781866,0.9660927041060807,0.876200130348022,0.9143196156022422,1.6527350034927786,0.9492463365226974,0.8163211225303659,0.9250519761889101,1.8061177567452031,0.9512283073748852,0.8269788712466094
92,8.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852184497035482,1.3978953724781866,0.9660927041060807,0.876200130348022,0.9143196156022422,1.6527350034927786,0.9492463365226974,0.8163211225303659,0.9250519761889101,1.8061177567452031,0.9512283073748852,0.8269788712466094
93,8.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852184497035482,1.3978953724781866,0.9660927041060807,0.876200130348022,0.9143196156022422,1.6527350034927786,0.9492463365226974,0.8163211225303659,0.9250519761889101,1.8061177567452031,0.9512283073748852,0.8269788712466094
94,8.0,6.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852184497035482,1.3978953724781866,0.9660927041060807,0.876200130348022,0.9143196156022422,1.6527350034927786,0.9492463365226974,0.8163211225303659,0.9250519761889101,1.8061177567452031,0.9512283073748852,0.8269788712466094
95,8.0,5.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852184497035482,1.3978953724781866,0.9660927041060807,0.876200130348022,0.9143196156022422,1.6527350034927786,0.9492463365226974,0.8163211225303659,0.9250519761889101,1.8061177567452031,0.9512283073748852,0.8269788712466094
96,8.0,6.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852184497035482,1.3978953724781866,0.9660927041060807,0.876200130348022,0.9143196156022422,1.6527350034927786,0.9492463365226974,0.8163211225303659,0.9250519761889101,1.8061177567452031,0.9512283073748852,0.8269788712466094
97,8.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852184497035482,1.3978953724781866,0.9660927041060807,0.876200130348022,0.9143196156022422,1.6527350034927786,0.9492463365226974,0.8163211225303659,0.9250519761889101,1.8061177567452031,0.9512283073748852,0.8269788712466094
98,8.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852184497035482,1.3978953724781866,0.9660927041060807,0.876200130348022,0.9143196156022422,1.6527350034927786,0.9492463365226974,0.8163211225303659,0.9250519761889101,1.8061177567452031,0.9512283073748852,0.8269788712466094
99,8.0,2.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.852184497035482,1.3978953724781866,0.9660927041060807,0.876200130348022,0.9143196156022422,1.6527350034927786,0.9492463365226974,0.8163211225303659,0.9250519761889101,1.8061177567452031,0.9512283073748852,0.8269788712466094
100,8.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2719975325906443,3.3823761545780755,0.905501758777834,0.7005867381151172,1.2478703226668848,3.246984071654003,0.8877046427199852,0.6491389851124449,1.2632888147877113,3.402161249243867,0.8937377110510935,0.674082280988137
101,5.0,19.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0841015020081028,2.3181446424635572,0.9401726788191149,0.7947140343080281,1.066007383843325,2.2279590752584433,0.9268320127186566,0.7536491057954715,1.0660309417061529,2.2363008418915715,0.9359355917761675,0.7857685112439636
102,5.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842936067241544,2.31851579225959,0.9401607673554973,0.7946796391796603,1.065985961507621,2.2284394665028486,0.9268036244328502,0.7535916739893557,1.0660309417061529,2.2363008418915715,0.9359355917761675,0.7857685112439636
103,5.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0841898421573795,2.318295842669138,0.9401678994638425,0.7947001707133594,1.0660695283397308,2.2282029538462518,0.9268228239176484,0.7536254774994402,1.0660309417061529,2.2363008418915715,0.9359355917761675,0.7857685112439636
104,5.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0843157947300186,2.318555181789301,0.9401595293280942,0.7946760440118421,1.066003786342118,2.228592188381999,0.9267987635011322,0.7535788439733649,1.0660309417061529,2.2363008418915715,0.9359355917761675,0.7857685112439636
105,5.0,12.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0841898421573795,2.318295842669138,0.9401678994638425,0.7947001707133594,1.0660695283397308,2.2282029538462518,0.9268228239176484,0.7536254774994402,1.0660309417061529,2.2363008418915715,0.9359355917761675,0.7857685112439636
106,5.0,13.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0841015020081028,2.3181446424635572,0.9401726788191149,0.7947140343080281,1.066007383843325,2.2279590752584433,0.9268320127186566,0.7536491057954715,1.0660309417061529,2.2363008418915715,0.9359355917761675,0.7857685112439636
107,6.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08018720350815,2.292730729160244,0.9409243140890787,0.7969695362014513,1.0697657424055176,2.2514591703169975,0.9263870497716671,0.7515650103541479,1.0650208544629332,2.241266652615482,0.9357434135810488,0.7852928001927778
108,5.0,13.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842936067241544,2.31851579225959,0.9401607673554973,0.7946796391796603,1.065985961507621,2.2284394665028486,0.9268036244328502,0.7535916739893557,1.0660309417061529,2.2363008418915715,0.9359355917761675,0.7857685112439636
109,5.0,15.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842936067241544,2.31851579225959,0.9401607673554973,0.7946796391796603,1.065985961507621,2.2284394665028486,0.9268036244328502,0.7535916739893557,1.0660309417061529,2.2363008418915715,0.9359355917761675,0.7857685112439636
110,5.0,18.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0843157947300186,2.318555181789301,0.9401595293280942,0.7946760440118421,1.066003786342118,2.228592188381999,0.9267987635011322,0.7535788439733649,1.0660309417061529,2.2363008418915715,0.9359355917761675,0.7857685112439636
111,5.0,11.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0844783633845574,2.3187569431138098,0.9401532705772548,0.7946579266074613,1.0659200878232005,2.2283866729415216,0.926802625642288,0.7536002358308012,1.0660309417061529,2.2363008418915715,0.9359355917761675,0.7857685112439636
112,5.0,14.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0844783633845574,2.3187569431138098,0.9401532705772548,0.7946579266074613,1.0659200878232005,2.2283866729415216,0.926802625642288,0.7536002358308012,1.0660309417061529,2.2363008418915715,0.9359355917761675,0.7857685112439636
113,5.0,15.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0843157947300186,2.318555181789301,0.9401595293280942,0.7946760440118421,1.066003786342118,2.228592188381999,0.9267987635011322,0.7535788439733649,1.0660309417061529,2.2363008418915715,0.9359355917761675,0.7857685112439636
114,5.0,19.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0841015020081028,2.3181446424635572,0.9401726788191149,0.7947140343080281,1.066007383843325,2.2279590752584433,0.9268320127186566,0.7536491057954715,1.0660309417061529,2.2363008418915715,0.9359355917761675,0.7857685112439636
115,5.0,19.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842936067241544,2.31851579225959,0.9401607673554973,0.7946796391796603,1.065985961507621,2.2284394665028486,0.9268036244328502,0.7535916739893557,1.0660309417061529,2.2363008418915715,0.9359355917761675,0.7857685112439636
116,5.0,15.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842936067241544,2.31851579225959,0.9401607673554973,0.7946796391796603,1.065985961507621,2.2284394665028486,0.9268036244328502,0.7535916739893557,1.0660309417061529,2.2363008418915715,0.9359355917761675,0.7857685112439636
117,5.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842936067241544,2.31851579225959,0.9401607673554973,0.7946796391796603,1.065985961507621,2.2284394665028486,0.9268036244328502,0.7535916739893557,1.0660309417061529,2.2363008418915715,0.9359355917761675,0.7857685112439636
118,5.0,15.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842936067241544,2.31851579225959,0.9401607673554973,0.7946796391796603,1.065985961507621,2.2284394665028486,0.9268036244328502,0.7535916739893557,1.0660309417061529,2.2363008418915715,0.9359355917761675,0.7857685112439636
119,5.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842936067241544,2.31851579225959,0.9401607673554973,0.7946796391796603,1.065985961507621,2.2284394665028486,0.9268036244328502,0.7535916739893557,1.0660309417061529,2.2363008418915715,0.9359355917761675,0.7857685112439636
120,5.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842936067241544,2.31851579225959,0.9401607673554973,0.7946796391796603,1.065985961507621,2.2284394665028486,0.9268036244328502,0.7535916739893557,1.0660309417061529,2.2363008418915715,0.9359355917761675,0.7857685112439636
121,5.0,9.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0844783633845574,2.3187569431138098,0.9401532705772548,0.7946579266074613,1.0659200878232005,2.2283866729415216,0.926802625642288,0.7536002358308012,1.0660309417061529,2.2363008418915715,0.9359355917761675,0.7857685112439636
122,5.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842936067241544,2.31851579225959,0.9401607673554973,0.7946796391796603,1.065985961507621,2.2284394665028486,0.9268036244328502,0.7535916739893557,1.0660309417061529,2.2363008418915715,0.9359355917761675,0.7857685112439636
123,5.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842936067241544,2.31851579225959,0.9401607673554973,0.7946796391796603,1.065985961507621,2.2284394665028486,0.9268036244328502,0.7535916739893557,1.0660309417061529,2.2363008418915715,0.9359355917761675,0.7857685112439636
124,5.0,17.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842936067241544,2.31851579225959,0.9401607673554973,0.7946796391796603,1.065985961507621,2.2284394665028486,0.9268036244328502,0.7535916739893557,1.0660309417061529,2.2363008418915715,0.9359355917761675,0.7857685112439636
125,5.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842936067241544,2.31851579225959,0.9401607673554973,0.7946796391796603,1.065985961507621,2.2284394665028486,0.9268036244328502,0.7535916739893557,1.0660309417061529,2.2363008418915715,0.9359355917761675,0.7857685112439636
126,5.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842936067241544,2.31851579225959,0.9401607673554973,0.7946796391796603,1.065985961507621,2.2284394665028486,0.9268036244328502,0.7535916739893557,1.0660309417061529,2.2363008418915715,0.9359355917761675,0.7857685112439636
127,5.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0842936067241544,2.31851579225959,0.9401607673554973,0.7946796391796603,1.065985961507621,2.2284394665028486,0.9268036244328502,0.7535916739893557,1.0660309417061529,2.2363008418915715,0.9359355917761675,0.7857685112439636
