,layers,neurons,batch_size,Temp,Cloud,Pressure,Rel-hum,Dew-point,Wind_cos,Wind_sin,Wind_sp,Temp_lag_1,Temp_lag_2,Temp_lag_3,P_lag_1,P_lag_2,P_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
20,2.0,49.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0880695127104798,2.36082862815332,0.9394437084970169,0.790913797797332,1.0563101596446252,2.2016505583526826,0.9280644057165119,0.75658192787854,1.0636352994846328,2.2277798068917996,0.935995176869352,0.7865848030324153
21,3.0,46.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0879990687306804,2.359519857486203,0.9387553240254823,0.7910316473000547,1.0566114704102738,2.1973590823631572,0.927372342359438,0.7569508655461608,1.0688632812598262,2.224751247890791,0.9347173752443431,0.786874930680457
22,3.0,42.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0910896344425802,2.359732386565088,0.9387710759839716,0.7910137485168226,1.0586952291191245,2.1967425611872677,0.9274111041491068,0.7571918766302667,1.061011737784602,2.218081742362062,0.9365259106890709,0.7875138510224435
23,3.0,41.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0886514374728153,2.3619147510906897,0.9397778619322162,0.7908188758787069,1.0572641506229217,2.201144329708971,0.928512507297466,0.7565339276569878,1.06086788109574,2.227335455666209,0.9356825726663474,0.7866273706614237
24,3.0,46.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0900024529579415,2.358954527576008,0.9388011802003045,0.7910801795556317,1.0571907592256877,2.194615483148949,0.9274294577562245,0.7572317345777367,1.0710558822988523,2.2360054921075423,0.9340825035385082,0.7857968049434298
25,3.0,48.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0883025081743054,2.3589871774515805,0.9392138580020337,0.791071497826882,1.0567340306960347,2.198887973548236,0.9276550453527386,0.7566584784217605,1.0548625203097115,2.2084207963829567,0.9373829062219625,0.7884393431570995
26,5.0,31.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0910999918579898,2.360435906035451,0.9390669955603292,0.7909400252478331,1.0570274668514732,2.192951624597876,0.9279333699419281,0.7576166993968759,1.053736162859877,2.208399647734046,0.9371184010353509,0.788441369139676
27,3.0,38.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0866324260520757,2.3608596521046454,0.939482335454061,0.7909096063775418,1.0562861307256595,2.200377773216659,0.9279683172395923,0.7565509995297348,1.0702576528977243,2.2320049110208093,0.9348810325631822,0.7861800496420166
28,3.0,48.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0881030021232538,2.360748702511175,0.9394791553161557,0.7909172102688551,1.0564892969591495,2.200900318944618,0.9281084828623563,0.7562843661711074,1.0546911251872912,2.2079038525863455,0.9373240295635712,0.7884888649553642
29,3.0,40.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0892211589255123,2.3589755859242287,0.9394024668749577,0.791079150728518,1.0577754269888433,2.1978711305045207,0.9282327776650163,0.7567818233699819,1.0613370513080849,2.208545542921562,0.9369404054922595,0.788427392780754
30,3.0,36.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0875312735882838,2.359584963194373,0.9394562262932081,0.7910245867515687,1.0567234691731429,2.202321715994626,0.9282072430210261,0.7563421694331759,1.0645536647718572,2.2230649365205086,0.9365397019156858,0.7870364746858942
31,4.0,31.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0868005120076092,2.361237806894667,0.9389993672315059,0.7908700204496454,1.0566697105029736,2.199738655124414,0.9279444684107295,0.7570287906848067,1.0622149231729374,2.220417373063623,0.9373045286744824,0.7872901040054918
32,4.0,33.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0863134202114457,2.358656392827755,0.9394398245628983,0.7911051073851256,1.0550054412840493,2.1972088657891877,0.928258771314979,0.7570177213590148,1.0690821671424837,2.217120424210538,0.9364530835699464,0.7876059426654423
33,3.0,31.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0862384685948332,2.360941689652277,0.9391778779568158,0.7909046494589808,1.0564850900814915,2.203044410420654,0.9277574559310358,0.7565210099386153,1.0586459682626714,2.2134189009697405,0.9371360494457995,0.7879605384423997
34,3.0,46.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0900024529579415,2.358954527576008,0.9388011802003045,0.7910801795556317,1.0571907592256877,2.194615483148949,0.9274294577562245,0.7572317345777367,1.0710558822988523,2.2360054921075423,0.9340825035385082,0.7857968049434298
35,2.0,31.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.090265022560832,2.3606927605694117,0.9391002594359228,0.7909185470330937,1.0599811731127782,2.204469523385977,0.9275926816226376,0.7562312403777025,1.0579844475158693,2.207430336003046,0.9365697522894437,0.7885342265456703
36,2.0,14.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0902493163299531,2.358409093637763,0.9390876956416959,0.791131949737756,1.0588878017832735,2.1968519654735976,0.9276943921419514,0.7569749401819862,1.0629997910845441,2.2196863501240736,0.9362325054330577,0.7873601339986488
37,2.0,14.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0896792252992569,2.358436877271623,0.939074367923647,0.7911291640867477,1.0580055647104945,2.1956813587058157,0.9277431497072434,0.7571432524996736,1.0625016522308945,2.218655399560465,0.9363220419119025,0.7874588962357943
38,2.0,21.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.087949802688512,2.362612790520778,0.9389589589162965,0.7907654477381463,1.0586081316285916,2.2031103148535367,0.9274106603921173,0.7563582808552544,1.05696622756611,2.2162859795571133,0.9364525949134077,0.7876858801752079
39,4.0,13.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.088909490480102,2.357304701936438,0.9394786317164976,0.7912269641645141,1.0578528738092932,2.1947278007951527,0.9282574404518789,0.7572270317297507,1.0684813194721248,2.219508150272436,0.9360396735157284,0.7873772050558148
40,2.0,30.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091239532324828,2.3589972593252044,0.9387540433095315,0.7910789564038367,1.058658258748389,2.2006648606601034,0.9271473712285474,0.7567276823898375,1.0575742352353172,2.209339947250281,0.9365360241956248,0.7883512910243052
41,2.0,9.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.092579338951556,2.3611482283364027,0.9388501665988267,0.7908852024494458,1.059112429363642,2.1968702108704554,0.927550411101357,0.7569828470422515,1.059661710854538,2.2173189581794697,0.9366230449240929,0.7875869236555951
42,2.0,39.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0894830449505353,2.3582236348702184,0.939289668038481,0.7911484668427439,1.0584550578458012,2.1990143974567777,0.927787916519635,0.7567845668452532,1.06293545514568,2.214207791591657,0.9360582675048413,0.7878849648839441
43,2.0,44.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0874969104595666,2.3580905242768258,0.9394187492789432,0.7911596119599154,1.0571388834903692,2.2008346663039178,0.9281233883153792,0.7565715504965416,1.0657765863280289,2.2213651062501074,0.9365215509701446,0.7871993137648942
44,3.0,43.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0903215360975924,2.360960476052727,0.9387102239169317,0.7909016174614492,1.0569315950283877,2.197884815726446,0.9272498194377887,0.7568860775892017,1.060015831737743,2.211307951536283,0.9375026737475926,0.788162761609939
45,2.0,39.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0896825821866418,2.358315397290574,0.9393021655567196,0.7911404080876767,1.0588007439505969,2.1990472412275492,0.9278039178901465,0.756749428685613,1.0629337122407525,2.214567997782126,0.93602041193286,0.7878504581185761
46,3.0,11.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0884779739080326,2.357140438689268,0.9389288814546046,0.7912442205329093,1.0581859530695898,2.2003000437830598,0.9274473738611191,0.7567513816961314,1.0520706430550624,2.206773184574912,0.9368824965530241,0.788597179850588
47,2.0,35.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0899864966987893,2.360869609027327,0.9385324037599387,0.7909112896404169,1.0583910203605191,2.2013630453297757,0.927209142657992,0.7565876235423659,1.0571366778158506,2.2147579805060604,0.9367250935537248,0.7878322582945525
48,3.0,28.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0911254307086051,2.35718033146395,0.9388681931613289,0.7912376011447765,1.0585810372761424,2.194394820689167,0.9278012585541048,0.7573867739952443,1.0574659037612706,2.216984150476831,0.9371631940488667,0.7876189973154711
49,2.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.089607088807649,2.3583472683779365,0.9391608662185611,0.7911344554257739,1.0580824216020042,2.2012166777259976,0.9276817608346406,0.75655590935699,1.0599577727541227,2.2274287537818616,0.9357035679226778,0.7866184329577659
50,1.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0892585162680006,2.3592114478816533,0.9395297817130397,0.7910582106504384,1.0583284579797045,2.203232295357193,0.9281084301533797,0.7562890195423666,1.062280198997987,2.2060875105633175,0.9369779412884156,0.7886628655407928
51,3.0,11.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0898144279281627,2.3572348799397718,0.9391330772000372,0.7912365702949684,1.0583366231331288,2.2000498057753415,0.9276789132118062,0.756769194816844,1.0518046464185378,2.2065771692219123,0.9368362877038712,0.7886159575839347
52,2.0,38.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0075279956632506,2.0721426229959903,0.9477657656804171,0.8164605051976815,0.9722347477800899,1.9002753144167948,0.9392905475498668,0.7910734501118206,0.9679397613246411,1.915554711690351,0.9458787329692651,0.8164951110370503
53,2.0,40.0,76.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9788917163126172,1.9892408705804392,0.9498359416084089,0.823851436135328,0.9635203394889273,1.9079463022380048,0.9374178866890733,0.7879306501870547,0.9291831865884443,1.8226360272209539,0.950457358959066,0.8253964662278366
54,2.0,41.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0091059451546474,2.073342185476679,0.9475364038046528,0.8163693629557586,0.9715433592103513,1.897602354029332,0.9393689739806923,0.7913444279263366,0.9735824863791948,1.9143185717169806,0.9461891875098156,0.8166135298570254
55,2.0,48.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0115339917728685,2.0792821843607276,0.9480777522276018,0.8158415636805896,0.9726541342162076,1.8989600819420187,0.9399829351614766,0.7912371285184461,0.9683390739657751,1.9129849343072964,0.9462708482421356,0.816741288664063
56,2.0,34.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0104932372218136,2.0803023725705447,0.9475696602793544,0.8157479874169301,0.9723212245926074,1.9022267256846193,0.9393118496009333,0.7906390134609453,0.9694182667859802,1.9093100892984414,0.9463036006150639,0.8170933287395516
57,2.0,45.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0097622742692136,2.0769676254052407,0.9468783114019315,0.8160540514382866,0.9705891066410355,1.9003183599708238,0.9385422985413346,0.7909866590302734,0.9719612835337527,1.9242414082313049,0.9463283035993443,0.8156629493271945
58,2.0,47.0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9804700020609165,1.9795691169404854,0.9500811364481008,0.8247074199814584,0.9559381049269691,1.8807400977986486,0.9387935668736059,0.7915772527674154,0.9294759006173798,1.8204742630321038,0.950646431109732,0.8256035573096094
59,4.0,47.0,175.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9808365328710731,1.9815752768106927,0.9491888324683946,0.8245363252286614,0.9593744917378018,1.891113015111527,0.9377139124931497,0.7909065993171224,0.928295604806173,1.8318347945598672,0.9501562877092031,0.8245152495396253
60,2.0,45.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9766924017824964,1.9772587548305327,0.9495985713801189,0.8249090529115197,0.9578224370526216,1.884782894117178,0.9378151918085172,0.7910675094594868,0.9246171806510932,1.8023494809931344,0.9511725213066673,0.8273398617311124
61,3.0,44.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9771965159132094,1.9796033584391268,0.9496055662880855,0.8247096441258293,0.9520056282102308,1.8742358844544698,0.9383482637464785,0.7924655199286004,0.9281885155031828,1.8196248376486108,0.949144224480319,0.8256849299322387
62,4.0,42.0,156.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9116830308667083,1.658711766540588,0.9587687087024863,0.8530504471867384,0.9005711249819184,1.6033941082355998,0.9495156421795232,0.8228108272352903,0.8856848261284932,1.6489478176668095,0.9551701183774788,0.842035320453139
63,2.0,37.0,123.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9778538286798123,1.9802057567708808,0.9501077490713716,0.8246549159059022,0.9572565385510572,1.8876392289060897,0.9384776570248461,0.790559722020568,0.9290088925405211,1.8167149166031542,0.9504127470306875,0.8259636923894417
