,layers,neurons,batch_size,Temp,Cloud,Pressure,Rel-hum,Dew-point,Wind_cos,Wind_sin,Wind_sp,Temp_lag_1,Temp_lag_2,Temp_lag_3,P_lag_1,P_lag_2,P_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
64,3.0,44.0,154.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9775944020140889,1.9824208460278638,0.9495969188464171,0.8244340011882343,0.9563105380556449,1.8858007195142266,0.9377924827390565,0.7907176479734025,0.9232301494224402,1.8108532823324757,0.950208519748731,0.8265252208800757
65,3.0,39.0,53.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9084889989051983,1.6564515885062336,0.9589584677988415,0.8532548459738057,0.9016851473924481,1.6067758629696967,0.9494937333741023,0.8221141522249605,0.8794833943078351,1.6815481479624015,0.9545995839670779,0.8389122982003477
66,3.0,43.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9735157728623403,1.9733389170338151,0.9503371602164692,0.825265359923772,0.952588574122682,1.8832537357829011,0.9388365391232423,0.7912164494344369,0.9219201973178797,1.8188316539140712,0.9493734750222295,0.825760914759112
67,3.0,44.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9012359558560137,1.6415197700843867,0.9593240200192261,0.8545498879317699,0.8979265635472078,1.6025733127103918,0.9496902498015378,0.8213202732306156,0.8983495596834161,1.6670629061984616,0.9553128419969628,0.8402999446430576
68,4.0,45.0,135.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8562327664706629,1.3759323352962283,0.9667646131463637,0.8779807252618924,0.853855065168857,1.3691967397124465,0.9587090275659189,0.847091738981107,0.9003034318413201,1.7818308257391846,0.9527518749022906,0.8293054926426526
69,4.0,37.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8501239180104625,1.3639976339853332,0.9665082284984867,0.8791230444945743,0.8531876487131509,1.3700138023516282,0.9581294866279604,0.8474435811375278,0.9096217562128441,1.869387711863597,0.9501734229988457,0.8209177830313601
70,3.0,42.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500256317452124,1.3747839903589039,0.9666576998902696,0.8781450345286888,0.8530086958200688,1.377513103431627,0.9584114660683274,0.8467594155562608,0.8986522684044729,1.708651511987696,0.954898990908497,0.836315870243667
71,3.0,47.0,135.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8523145977185878,1.3689282264013185,0.9668517785356243,0.8786881673539653,0.8455040717569704,1.3419947635743936,0.9595381093358791,0.8509192728094879,0.9208721786142059,1.9636006631979381,0.949077372787051,0.8118924406237689
72,4.0,36.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8517070968453156,1.3833401811046162,0.9667486784921964,0.8774151532439303,0.8525300322688698,1.381081541436619,0.9588169487989753,0.8455220573551863,0.9274997844356543,2.114723877608907,0.9467395711046023,0.7974152510603669
73,3.0,47.0,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8476528754549693,1.3593036415415536,0.9669793909386789,0.8795096659140906,0.8452643461004059,1.3485228958174793,0.9593275973378177,0.849779329531529,0.9011930395872303,1.841313574111965,0.952708099120493,0.8236072084491795
74,3.0,48.0,168.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8599603199018049,1.3910663742863563,0.9661009862028773,0.8767119143938711,0.8501558978153785,1.3614060202388854,0.9588661581527054,0.8488753134391471,0.8956127080566914,1.846015586592155,0.95234841025264,0.823156768546412
75,3.0,38.0,73.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8486714672127054,1.3509748652603264,0.9674321402750035,0.8802811379084972,0.8493755147353268,1.351336214523364,0.959386477595676,0.8491352476213736,0.9225007137332615,1.9153572474328517,0.9497051582191184,0.8165140275714753
76,3.0,41.0,173.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8575969381879042,1.3778954400828667,0.966355957515649,0.8778755061445274,0.8500704316489296,1.355489494696326,0.9588405514387779,0.8494105276191392,0.8985387842442452,1.7393210702941495,0.9531273313632946,0.8333778106532927
77,3.0,42.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8532298823207325,1.3820529066714196,0.9664827246977734,0.877527678964868,0.850380841555508,1.3723188063030314,0.9587119007589426,0.8478511795406658,0.9095211579312638,2.0014492988085544,0.9479458777799238,0.8082666451125582
78,3.0,41.0,136.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8551111748413249,1.3745617334088518,0.9666679864954909,0.8781532784168391,0.847852077410842,1.3562027555506129,0.9591037960282784,0.849171519107543,0.9103146193533894,1.8152912835010617,0.9518993558667251,0.8261000725370455
79,3.0,32.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.856172714216185,1.3836326573433486,0.9664615547768913,0.8773313779882478,0.8490794268267313,1.3623749556195521,0.95898443326904,0.8482762840462725,0.9241015654918374,2.0630920159335604,0.9470851131861537,0.8023614418352178
80,3.0,47.0,95.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8529833328375567,1.3685041128122504,0.9665149417497059,0.8787003202051122,0.8527636293747148,1.360399193022507,0.9586385487609783,0.8484306129117396,0.9009001587712162,1.8349054590233291,0.9528700468630467,0.8242210883037331
81,3.0,45.0,49.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8319219247481311,1.2968443654474617,0.9686107043399728,0.8850359952570896,0.8293842259653527,1.2975902970054376,0.9605669089682705,0.8558565501373658,0.8892362613139866,1.862657114408853,0.9519662342740465,0.8215625558123458
82,3.0,36.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8480884264551469,1.3543415667120713,0.9671153277629665,0.8799899622126366,0.8460643550629292,1.3433451943844463,0.9593518388192972,0.8497568927812884,0.9144145288853492,1.940128147164919,0.9496816390698923,0.8141410432985101
83,3.0,44.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8329155025593441,1.307369105440758,0.968155785142603,0.8841290070654744,0.8322794715543735,1.3007870487313091,0.960244973054092,0.8550239745189672,0.8889380658108929,1.7869089549163801,0.9533925187073016,0.8288190217916173
84,2.0,49.0,119.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8346777227380626,1.316824906967726,0.9683148366512518,0.8833078040556009,0.8375820557745058,1.324563135324844,0.960150558229607,0.8525130902270639,0.8661941274062382,1.5668642461614595,0.958552335258333,0.8498987015316568
85,3.0,49.0,129.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8528603414583589,1.3765158558796968,0.9666825475114016,0.8779625284271887,0.8523389194154462,1.3772987929901948,0.9585891758172164,0.8468942916597765,0.9285782344558411,2.038569833251093,0.9477173781750534,0.8047105996968089
86,2.0,33.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8388201754633046,1.3461992382092733,0.9675450867900255,0.8806980460326381,0.8413130338389783,1.349161544622745,0.9594579149818503,0.8503300419123765,0.8764138003416625,1.6980205907435415,0.9559064993041597,0.8373342833490599
87,2.0,44.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8381023642430141,1.3337920968233048,0.9678661968003615,0.8817850799529572,0.8366959015640187,1.3270721915261816,0.9599028544738906,0.8524989999885084,0.8523864187772738,1.5517447397873803,0.9595633053344418,0.8513471087848757
88,3.0,39.0,127.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8340855519212483,1.3033846830309752,0.9683981772248096,0.8845031592800385,0.8344661572216692,1.3051586036144256,0.9603865877544584,0.8553068940790431,0.8908614451110979,1.6870059093013012,0.9561522713918313,0.8383894596291657
89,3.0,43.0,124.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8314449587404296,1.297950177117855,0.9686239109282329,0.8848992210869526,0.8362463078496642,1.3161342992248515,0.9601091835256876,0.8538730407509786,0.878598152750169,1.7593994527456442,0.9548397328426109,0.8314543566690076
90,3.0,43.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8352815159380989,1.3049695272169126,0.9685953907768413,0.884298326688475,0.8401541210658233,1.315398251219811,0.9602856786691463,0.8537743494589605,0.8808502013371775,1.7654624610012994,0.954942047985513,0.8308735371027767
91,3.0,41.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8286497654234086,1.3023079969088145,0.9685010900845232,0.884594479420233,0.8324300968241225,1.3048728783057268,0.9601427270444977,0.8542547614090257,0.8897895654554209,1.9032155268935749,0.950973867276978,0.817677171106756
92,3.0,40.0,69.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8371505686093843,1.320962001587095,0.9677445990442421,0.8829324685400368,0.8378432469317341,1.320340761556139,0.9597878366953141,0.8533588887938656,0.8865347727332573,1.8971840619633142,0.9519946449877617,0.8182549689089053
93,4.0,40.0,112.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833084078546956,1.3350372911369697,0.9677234057788875,0.8816955702878084,0.8350108189166379,1.3468966974626644,0.9593774645808646,0.8507025240932877,0.8732188062387851,1.6225767178364374,0.9579150683829099,0.8445615995078014
94,2.0,44.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8378858870018645,1.3234907801523297,0.9679552075236375,0.8827265393658087,0.8356675193516072,1.3140347984754255,0.9597554143563989,0.8536811507866285,0.8794650590100878,1.6480528233058125,0.9569322412557348,0.8421210584588639
95,3.0,43.0,123.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8373189476710055,1.3166319670172624,0.968101325675528,0.8833040149855077,0.8366444757546041,1.315783696094539,0.9601162146484881,0.8536529960148624,0.8838824295612198,1.880280319488945,0.952594909088604,0.8198743010881883
96,3.0,45.0,74.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8275088286186952,1.2847892701026358,0.9690474748133504,0.8860967414803742,0.8314537819761905,1.2983419137673398,0.9607172694510147,0.8556074919127314,0.9081966297917654,1.9330451023164825,0.9490732727776194,0.8148195795734072
97,2.0,38.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8354452358667164,1.321524785188153,0.9680786952654586,0.882880014598133,0.8401874294457038,1.3304377016018114,0.9595473979886688,0.851307587325423,0.871719844269257,1.636228916159166,0.9574978138688042,0.8432537563425693
98,4.0,41.0,85.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8346274911052642,1.3041287198430307,0.968484762660587,0.8844298169737363,0.8316425441336988,1.3008889447761665,0.9604307386680746,0.8553640663720332,0.8927511193284833,1.8835346949144895,0.9518036542994481,0.8195625408458607
99,4.0,43.0,132.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8292110400504507,1.297692149535679,0.9686607008655641,0.8849770935177173,0.8314154004874602,1.3038508534434943,0.9606828471194533,0.8549653999846221,0.8876939521506042,1.8479534470262164,0.9527048922859669,0.8229711268304077
100,1.0,39.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.206516878598276,2.9850855579685263,0.9193553750546946,0.7356500476274055,1.1505863460143129,2.6644604806220435,0.9096322991285302,0.708209679378038,1.1592232381447318,2.7792014749767247,0.9174060580863855,0.7337601192182963
101,1.0,16.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0921730539007033,2.3608746493796215,0.9388907196454407,0.7909063887097176,1.0591000250868579,2.1937459154758456,0.9275785402655945,0.7573465117610713,1.0694429575125133,2.2302707188638986,0.9361492887021738,0.7863461804955245
102,3.0,30.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.087496140577887,2.3594310154023717,0.9394330760626446,0.791025654570163,1.0573055590723954,2.2009989928886204,0.9281577559968172,0.7566447135637404,1.0582672367312205,2.2097599006748005,0.937249899800454,0.7883110606377411
103,3.0,36.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.088560220083441,2.3602169314419523,0.9392668084584196,0.7909758039436927,1.0576617795571133,2.2016664978255003,0.927759848700571,0.7564459156106611,1.0650681318006718,2.2191843721604148,0.9351256877292864,0.7874082221111527
104,2.0,25.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0902010966446136,2.3586868382907653,0.9391166643155038,0.7911079180703688,1.0575355579000054,2.199594966106552,0.9277670715004336,0.756714043166591,1.0579179797485794,2.2150395642653904,0.9360577479215282,0.7878052833425063
105,3.0,17.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0900395589328478,2.358314738089296,0.9393422749466754,0.7911351748522761,1.0582035959810363,2.1943754345181157,0.9281867280895584,0.7574546203075974,1.0608702576959856,2.212172914000559,0.9368365729029255,0.7880799005775732
106,2.0,11.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0900099186622532,2.3586482811601055,0.9392215055791757,0.7911049865146036,1.0588563247536213,2.1978517184014636,0.9278214952614099,0.7569073332705936,1.0607184323044607,2.2255407069138866,0.936470926178891,0.786799302670727
107,3.0,12.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0889258331669052,2.3598682146536296,0.9389684682766013,0.7910031512493247,1.0578388231724394,2.203994027809386,0.9274915367805419,0.7563449493755837,1.0625329737975788,2.21549629640164,0.9371406392731357,0.787761529656205
108,3.0,25.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0900441980409392,2.3578891912234448,0.939344226299591,0.7911760652323241,1.0586165601429354,2.199001764837362,0.9278743661136915,0.7566498529949444,1.0568606400038054,2.2208435971599854,0.9359953895363133,0.7872492729057592
109,3.0,32.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.089189133102001,2.3586791434565333,0.9387301428309822,0.7911072734147999,1.057296070380134,2.1971659803356105,0.9273459413053423,0.7570574609540022,1.0593076743722356,2.2180690707791864,0.9361337515784852,0.7875150649253377
110,2.0,30.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08817671697055,2.3575286196476326,0.9392138525928069,0.7912123458675224,1.0570429993295227,2.2014472689521787,0.9278692017038654,0.7567456101340788,1.0621050191200045,2.2101087777655737,0.9367637417992646,0.7882776391690598
111,2.0,31.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0911227942872554,2.3588065516273025,0.9390517265839593,0.7910869151018034,1.0606938115745241,2.205176942106231,0.9275161936998251,0.7561808334478892,1.0640398391660246,2.211126630828029,0.9364913427069879,0.7881801316366116
112,2.0,34.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0879029524327106,2.359566323068751,0.9394852248242247,0.7910255619040347,1.058067354427224,2.2031798578414183,0.9281674629842244,0.7562223525526579,1.061612113369562,2.2123892361852002,0.9374976167072453,0.7880591775054361
113,2.0,18.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0898156235171643,2.3583934414149823,0.9392523110705628,0.7911316536807242,1.0593520440521076,2.2017008602675845,0.9278100510096459,0.7563674043745059,1.0656406650965555,2.211151920057192,0.9377560574365416,0.7881777089978004
114,1.0,13.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0920304657789972,2.3596367649476657,0.9395085988123753,0.7910215807075482,1.0615559749534034,2.199429961200617,0.9282419983549006,0.7567376436103399,1.062954230923415,2.2030491387159845,0.9364838615281842,0.7889539332326057
115,2.0,25.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0909240469435555,2.3586029711217793,0.9390377079349932,0.7911137391045836,1.0587510183926638,2.199751527146366,0.927711201969559,0.7567264372071216,1.057044474567811,2.2148978175224445,0.9361130761587738,0.7878188622918135
116,2.0,45.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.090024676655707,2.3589484128667166,0.9390059472090486,0.7910800332202974,1.0595635689790706,2.197763020684377,0.9277073654387811,0.7568769121282318,1.0545759827061327,2.2061670490314294,0.9372703909605675,0.7886552459736407
117,1.0,16.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0917496311283084,2.3594408490150864,0.9390503782341291,0.7910339462620519,1.0594207070522434,2.1960893957117262,0.9276888633243774,0.7571236624889844,1.0669902168084464,2.223499886282255,0.9360535925392871,0.7869948076913433
118,2.0,45.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.090912925741542,2.3577541852431656,0.9392358323622163,0.7911881683037882,1.0617997919772693,2.2005313308619323,0.9277403416828782,0.7566220289993115,1.063672388974653,2.2131194792405124,0.9368109631762396,0.7879892222230507
119,2.0,34.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.088417809290733,2.3572786753446904,0.9392352269440736,0.791228117680817,1.0586200672412924,2.2034947507665463,0.9279454419953397,0.756373134224418,1.0633170979392363,2.215215693356991,0.9368065539659329,0.7877884106584738
120,2.0,21.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0888298317395764,2.362031331805211,0.9393084448782569,0.790812570556674,1.0592945804614877,2.202687773068325,0.9278672890120905,0.7564098580419725,1.0575571365916692,2.208286543212723,0.9368385646467796,0.7884522042426881
121,2.0,43.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0896684526864835,2.357285999211887,0.9388257886158273,0.7912305500237322,1.0593428986266011,2.199646476563404,0.9272121342871673,0.7567181683181161,1.0549537396035877,2.2043276126190077,0.9367396733789678,0.7888314589382487
122,2.0,37.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0921470490103637,2.3582405463540796,0.9393206891746804,0.7911419878545796,1.0601958536384941,2.2001038261825365,0.9278548728299946,0.7567119890142262,1.0578087063537536,2.2110896173584784,0.9365241294202503,0.7881836774255042
123,2.0,36.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0891213871342185,2.3596396966650284,0.9393464978101963,0.791017338566586,1.0575385560934971,2.2004942864097736,0.9279831781002572,0.756582871722417,1.0548029488316828,2.2086735996514166,0.9365669268283091,0.7884151252971632
124,2.0,50.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0903289899526796,2.3630697939274494,0.9388865679357709,0.7907147282314047,1.0558218711882632,2.1961500074632063,0.9277740816581994,0.756944577823301,1.072093224574791,2.2261334477543033,0.9370414403765233,0.7867425197235
125,2.0,32.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0899391773735279,2.3587527600325475,0.9390690468064664,0.7910983897819891,1.0587478190532906,2.2012737761561505,0.9277802331710662,0.7563127122686467,1.0590427725083429,2.2096101843495473,0.9366012196560788,0.7883254030511808
126,2.0,42.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0905266774118783,2.3574425615776464,0.9390611871535532,0.7912153037575105,1.0597996153887241,2.1996236553488306,0.9275690470125904,0.7566204470322361,1.059978397701988,2.214157161572929,0.9361715894453111,0.7878898151009117
127,2.0,44.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0873456758686317,2.358352855504206,0.939426880994796,0.7911374010642218,1.0568613740121222,2.2005183881587254,0.9281462435613674,0.756568791713091,1.0671027156171946,2.2219348278406383,0.9364397400714279,0.7871447359986878
128,2.0,38.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0915833227047056,2.359480645678368,0.9386877494958104,0.7910363391975994,1.0593956993928892,2.2004644003996323,0.9271067769922449,0.756555495519791,1.0566500460474395,2.204076203426099,0.9368283545426163,0.7888555432495699
129,2.0,43.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0869718825384607,2.3589112311656977,0.9391133288144982,0.7910844834048841,1.0562026448298674,2.200623430082432,0.9274690728349471,0.7565560739810928,1.0678990683976535,2.219832358780199,0.9364979792672902,0.7873461467697451
