,layers,neurons,batch_size,Cloud,Pressure,Rel-hum,Dew-point,Wind_cos,Wind_sin,Wind_sp,P_lag_1,P_lag_2,P_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
44,3.0,46.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0883742286162368,2.3596743954401767,0.9386594922816662,0.7910185011652057,1.0568117266293209,2.1969573962904305,0.9273521039092353,0.757021248713596,1.0679740402950197,2.2312418407878334,0.934144141898188,0.7862531496780106
45,2.0,34.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0900303900814268,2.3582447737114665,0.9388619341768082,0.7911476795011039,1.0572077638980752,2.1963960540922076,0.9274478899917525,0.7569733234493035,1.063764592209662,2.210712132171338,0.9370948643663106,0.7882198394713746
46,3.0,48.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0885429944066662,2.3601205555753184,0.9391661448269836,0.7909746152418639,1.0574570841958546,2.2012449673597567,0.9277393140332217,0.7563079330488902,1.056370088967823,2.207543520829339,0.937353438295341,0.7885233837496621
47,3.0,41.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.088426404663851,2.3622535823553736,0.9396491168206395,0.7907911250974462,1.0566095820931234,2.1970004871106825,0.9284129793809417,0.7569213086634121,1.0619869489140705,2.2271419876355076,0.9355942604397687,0.786645904368279
48,3.0,36.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.090260077208514,2.358330074428622,0.9391892634757345,0.7911348133637203,1.0571391524547025,2.194707771226706,0.9278881126090978,0.757243455975443,1.0630793715625788,2.225459702488218,0.9362280882419483,0.7868070626725934
49,3.0,47.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0889124745624936,2.35994308220569,0.9383571666086037,0.7909957963182899,1.05567529239479,2.1918241732658297,0.9272009479639882,0.7576387497382877,1.0629550967283325,2.20413940327164,0.9368719615946564,0.7888494888776598
50,4.0,43.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0890761812740397,2.3582813394240616,0.9389960650761913,0.7911350190812154,1.0565463583935266,2.195839691094807,0.9274665536764675,0.7570895569225986,1.0603299710561602,2.2197316836424323,0.9348726215894385,0.7873557911718937
51,3.0,32.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0896040321518596,2.3580607128625695,0.939070001941344,0.7911628205598527,1.0567134706399468,2.1924076351558694,0.9279975113249237,0.7574503950488056,1.0651850715614182,2.212604970741932,0.9354017870732164,0.7880385107264415
52,3.0,30.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.086093335892973,2.3583035535042294,0.9393885471863762,0.7911395241449408,1.0541305645105932,2.195861237298368,0.9280860573768708,0.7571157374522248,1.054918133402363,2.205650395662276,0.9368699591744342,0.7887047399497512
53,3.0,32.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0901252674423683,2.357487871886423,0.9390740767414127,0.7912138520103691,1.0570830715625006,2.1920631694803685,0.9280258302806312,0.7574747844167975,1.0657333227048151,2.211343093237014,0.9356506715669084,0.7881593951313669
54,3.0,41.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0886514374728153,2.3619147510906897,0.9397778619322162,0.7908188758787069,1.0572641506229215,2.201144329708971,0.928512507297466,0.7565339276569878,1.06086788109574,2.227335455666209,0.9356825726663474,0.7866273706614237
55,3.0,44.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.088882843435005,2.364154193402179,0.9382289061698281,0.7906264060759429,1.058401001514336,2.203723912061786,0.926783994987048,0.7561932286181907,1.0541182104592044,2.2209832737638577,0.9361683625298894,0.787235892270099
56,3.0,46.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.090071130257063,2.358692224364217,0.9387547959845105,0.7911031397210802,1.0571062753051006,2.1937815530205564,0.9274191898197461,0.7573314408352605,1.0686212989690438,2.2363242099614014,0.9335240376366403,0.7857662726469489
57,3.0,43.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0913402726048007,2.3617793750304665,0.9384991534138212,0.7908312572667802,1.0581593863671652,2.1999355303116475,0.9269575492126376,0.7567681565170281,1.0515065028440247,2.2148397571659224,0.9363688712770668,0.7878244243147678
58,2.0,34.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0902899754119826,2.3579921742773537,0.9387820650796566,0.7911697804404894,1.0578672660575221,2.1969321774733728,0.9273510717097877,0.7569285129872712,1.0625063323058217,2.2119594991687292,0.9366183612556349,0.7881003451332828
59,1.0,16.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09066740636727,2.3604571132617576,0.9389056035774669,0.7909465423671065,1.0572499992632771,2.1918993155428943,0.927685097292904,0.7576090232953263,1.0677677223556552,2.2262737139803286,0.936274127077718,0.7867290826036542
60,2.0,40.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0103148031654685,2.076845624356225,0.9473852672449916,0.8160599979438881,0.974000197322566,1.903532922828624,0.9390740367834064,0.7906825521121446,0.9659918712962967,1.9088635478192155,0.9463376505246321,0.8171361061888526
61,1.0,43.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.017438728311067,2.100599299772006,0.946645609749631,0.813965437641823,0.9777922644601885,1.9136345397980676,0.9384719770283716,0.7893442426317812,0.9620729183624852,1.9183708500233239,0.9476378258394845,0.8162253327065527
62,2.0,37.0,49.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.000271713535014,2.058431064009406,0.9479603768637226,0.8177042598632336,0.9835086685720887,1.972248794914441,0.9353576267682046,0.780837402562299,0.9736934449181359,1.9122131003656642,0.9470685790150017,0.8168152282393164
63,2.0,24.0,90.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.008061297637532,2.0683358842706037,0.947502851654854,0.81682094891727,0.9859635929000987,1.9768586565135444,0.935283367905981,0.7809584028011507,0.9674695684892831,1.9076751635965803,0.9471102930008894,0.8172499501388526
64,2.0,14.0,14.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0038316047320366,2.0667340386540176,0.947557766975054,0.816971585902829,0.9826614406298669,1.974382564529334,0.9349123848673475,0.7807917047876425,0.9614424545623059,1.9028276619414237,0.9479788810565687,0.8177143275056532
65,3.0,49.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.002288371444736,2.061448388756687,0.9478084209302473,0.8174395080853267,0.9813905611009786,1.9652105284053067,0.9357669654289695,0.782096608521556,0.9681078882487597,1.9164738590827362,0.9454776701889386,0.8164070592371456
66,2.0,27.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0051597392379013,2.06801113655952,0.9479014417410828,0.8168472196980783,0.9821890089422372,1.9718587687460194,0.9356862367725046,0.7811683741135964,0.9661008652954941,1.8928193993421076,0.9484858661298329,0.8186730916201895
67,3.0,14.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0031923732813495,2.0586600479681465,0.9484150495523751,0.8176876121498473,0.9839397926724761,1.9694603065675462,0.9360342687932106,0.781315953499396,0.9685105671479295,1.9087313862281752,0.9464882750502035,0.8171487669068895
68,3.0,41.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9977671690529628,2.0600544467862107,0.9480238263068266,0.8175604128150655,0.9832197258446642,1.984001700233725,0.9350566175469426,0.778708937800197,0.9808587040245489,1.9220085627371633,0.9474004050517573,0.8158768498031106
69,2.0,40.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0042915261033012,2.066174096438945,0.9475009050255812,0.8170202308432031,0.9855517682130475,1.976746699009583,0.9348586984739753,0.7803215370336433,0.9869437927711178,1.932411093377935,0.9450790633071536,0.8148803158912789
