,layers,neurons,batch_size,Cloud,Pressure,Rel-hum,Dew-point,Wind_cos,Wind_sin,Wind_sp,P_lag_1,P_lag_2,P_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
70,2.0,23.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00469888683286,2.063835748855814,0.9473661700402045,0.817223477205319,0.9825773167071934,1.9707761687724232,0.9351256946817492,0.7815647101366734,0.9545502245916679,1.9046894555568226,0.9486767859035125,0.817535972782303
71,2.0,44.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9540790569516491,1.872586750896286,0.9527994256176863,0.8341881124983159,0.936337731507106,1.804272838841641,0.9407709416988829,0.8000879593300494,0.9328789699785663,1.7929277829027988,0.9519020805182624,0.8282424345740378
72,3.0,43.0,72.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0016255866037562,2.0535348872468235,0.9479804882223537,0.8181355013155456,0.9811673169851514,1.9677739704328263,0.9353711461182381,0.7811763808170609,0.9696042853204024,1.903298823913347,0.9482277548749761,0.8176691914806608
73,1.0,42.0,55.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9615829222428867,1.9043922201404895,0.9526589105793086,0.8313919925040174,0.9422364822708453,1.824248973204884,0.9412172086021768,0.7982880924920953,0.9332286755990413,1.7741518847794002,0.9513675377406177,0.8300411141310803
74,2.0,31.0,88.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9579851361711922,1.875852148489297,0.9529403310895885,0.8339213894312243,0.9409115447978986,1.8068237106817868,0.9411154622562303,0.8000051275718323,0.9357067249012296,1.778314231014668,0.9517460528053613,0.829642372774821
75,2.0,29.0,73.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9557298179171743,1.8826974339789742,0.9526562896851691,0.8333092234167871,0.9376207391806333,1.8118597762925803,0.9411008690925421,0.7996226977535054,0.9406283579634029,1.7812981849746143,0.9511598727765379,0.829356518167407
76,2.0,36.0,24.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9547128688857405,1.8905150134812287,0.9530632268550421,0.8326287824051984,0.9374260444806273,1.8249656662890683,0.9408303648787253,0.7976848719970089,0.9308043056135986,1.7818062783767727,0.9518345477175113,0.8293078442126632
77,3.0,49.0,68.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.956075080396108,1.872055803073773,0.9533260828160184,0.8342481170164753,0.9387717696645373,1.8104613049968703,0.941307309241094,0.7993938541609986,0.9439169712650223,1.7855977510915073,0.9507682270070739,0.8289446315227424
78,3.0,45.0,65.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8532325381677633,1.3616166118823632,0.9666564307406492,0.8792976455755324,0.8571240637901887,1.3826262422861642,0.9581079750274042,0.8464128265542981,0.8968519583782717,1.8427811284157432,0.9524570088524729,0.8234666207708854
79,3.0,45.0,44.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8425594672469268,1.3305429087883673,0.9677537747842424,0.8820597678473396,0.8574958558572567,1.3769497288098946,0.9584108292121851,0.8469915779929234,0.9318777094167064,1.9226528461487153,0.9489723392840242,0.8158151292188975
80,3.0,44.0,22.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8496649833674196,1.3554624416875205,0.9666785227197168,0.8798555521092346,0.8572950407598416,1.3796623248571906,0.9577283348715008,0.8465772488616705,0.9244589388643216,1.9672377762369349,0.9495499523304622,0.8115440151675323
81,3.0,35.0,163.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8509739184197116,1.3633857616377,0.9671009413114403,0.8791665570556704,0.8540393426537013,1.3740415493715679,0.9589216201668634,0.8467188719185439,0.8970768830133191,1.7333527979289154,0.9546942288827133,0.8339495547809854
82,2.0,37.0,89.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8582594100256256,1.3916167371814745,0.9657271637060842,0.8766739514105821,0.8566502824693771,1.3810011971369276,0.9577100086614314,0.84626965332537,0.8971667533923967,1.7237304491020546,0.9547675121552955,0.8348713494142892
83,3.0,33.0,58.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8528369383672308,1.375095121513364,0.9666499335394692,0.8781345540842713,0.8559200110367045,1.386010885396416,0.9582817177656464,0.8458727926431207,0.8981073966501585,1.7797439193533353,0.9536757586242718,0.8295054125521568
84,2.0,36.0,28.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8587999575445957,1.4080577676417902,0.9654457988061484,0.8752056060535023,0.8579526374779015,1.3964431724569284,0.95773392198894,0.8450928774358646,0.9128028447805603,1.7852500697152336,0.952483514277055,0.8289779384452534
85,3.0,27.0,96.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8461029572124756,1.3438621499791623,0.967254944806355,0.8808835934892036,0.8531653510451016,1.3692433321990651,0.9582370848982705,0.847149837413494,0.9090548988020267,1.9157426151805717,0.9505558810778928,0.8164771103979152
86,3.0,26.0,73.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.847349361561542,1.3410530257445306,0.9676299407431546,0.8811207263063733,0.8551288439722857,1.3689447260379208,0.9588454603343927,0.8475984049486318,0.9236178337366749,1.9315531729539621,0.9507015312208289,0.8149625023154929
87,3.0,26.0,121.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8535571023707381,1.3700945769609567,0.9666393774707687,0.8785699521770325,0.8559677623029677,1.3837177879388753,0.958089316739922,0.8458088505618627,0.9204177112146422,1.9026036671666873,0.9501903559332521,0.8177357855908833
88,3.0,30.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8502463561436087,1.3541876868668605,0.966722966181117,0.8799813127120548,0.8551023412999437,1.376229390285459,0.9577019037026135,0.846745292513702,0.928136909390111,1.9423125021139744,0.9500842289631002,0.8139317880838531
89,3.0,26.0,79.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8480859493112229,1.3393704149925574,0.9677426004089089,0.8812645983409662,0.8560688677010324,1.374787349758806,0.9587938589385612,0.8466952413573742,0.9192519332609214,1.8717602251761591,0.9510510300164235,0.820690502761406
90,3.0,27.0,144.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8500006610926889,1.3518014836151384,0.9669944341266481,0.8801504107923737,0.8561577752314625,1.3715849034941239,0.9583665578242997,0.8473437974593482,0.9107792605083546,1.8364557040068192,0.9514865497353033,0.8240725790850589
91,4.0,35.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8356320848978813,1.28967831284421,0.9691395769705595,0.8856836191920505,0.8422095559304467,1.3256079632743734,0.9604329610461522,0.8531495387510294,0.8653008133845985,1.610591483226967,0.9577094569974658,0.8457097521200883
92,3.0,23.0,75.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8343364951190184,1.3046545075189497,0.9684081874937656,0.8843434454395886,0.8400014995074891,1.3284068145876504,0.9597441280994303,0.8520445363633723,0.8817382550394622,1.7604640453909775,0.955648244630588,0.8313523716126787
93,3.0,25.0,102.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8419898732098134,1.3414542409651045,0.9672610390802869,0.8811204285845491,0.8457025444451955,1.3629166494959137,0.9581736539917147,0.8479536053218659,0.8670444899581836,1.599678036852574,0.9584352840393968,0.846755230358279
94,2.0,22.0,127.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8449142264201519,1.363713611017968,0.9670722463788815,0.8791254584409895,0.8498998643504954,1.37384102742655,0.9589000023122074,0.8478354683985234,0.8668345364999046,1.6298374195096026,0.9586634099689376,0.8438660441962271
95,2.0,18.0,38.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8472918084313927,1.3533456055539514,0.9671293548261295,0.8800605573748175,0.8446185408707536,1.3476124228483435,0.959239227432481,0.8503842008697327,0.8616280380529617,1.628654205007906,0.9572124259552349,0.8439793929011365
96,3.0,18.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8371390377865222,1.3097075123774577,0.9683764170096485,0.8838825188206683,0.8445785827919272,1.3469044372451582,0.9590991957277045,0.8491733705160478,0.8711051764960385,1.769585125171859,0.9543124561542348,0.830478597179509
97,3.0,26.0,59.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8342928261130137,1.3072235225822038,0.9684832355654927,0.8841328026216562,0.8439433749787523,1.3479849926164067,0.9592098716502497,0.8492674916118177,0.898749132072218,1.8327464331816048,0.9529517649771309,0.8244279170593598
98,4.0,22.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83130703527583,1.2820731238373528,0.9692715107871395,0.8863124401700169,0.8396392384103439,1.3176307133599656,0.9601910046881832,0.8534437296884256,0.8712860626287273,1.666320285645138,0.956496505039132,0.8403710856558136
99,4.0,23.0,43.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8205804213618154,1.2636349050681737,0.9698419241458855,0.8880087078877775,0.8398605620161814,1.330699005279602,0.9600733578961843,0.8520098173640636,0.8882524999035645,1.8338812988042057,0.9526445365377101,0.824319200044496
100,1.0,47.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.40203569159124,11.289634774422511,0.05408067915980643,0.0003109584888220013,2.2503861478794738,9.777209190362052,0.053551713685425925,-0.043751830730918734,2.4440059491411,10.437143599363981,0.029480231848114435,0.000150261643244054
101,4.0,13.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0892233189296483,2.3563811878700096,0.939048027016349,0.7913079791833607,1.0586604153191697,2.1959245870214126,0.9278658709221639,0.757167972322815,1.0639858217590916,2.2127380384230966,0.9369517563249143,0.7880257632074551
102,4.0,16.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0871020030991154,2.3626174725274467,0.9397587814724662,0.7907509371035846,1.0577796886907018,2.2074545771735408,0.9284079585122134,0.7558883621670225,1.0565741464132645,2.210065552428806,0.9378082245209263,0.788281780037799
103,1.0,16.0,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0906828368468937,2.3615088281003684,0.9388596728448495,0.7908514551754966,1.057477159529615,2.1931197992427105,0.9277081973176584,0.7574649774957927,1.0712538968603968,2.232078206578742,0.9353448121145168,0.7861730281285417
104,2.0,35.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0899659833186501,2.3574826360641934,0.9390004684950958,0.7912110490737849,1.0586345041308616,2.197953326859973,0.9276636005025605,0.7568946031623314,1.0597294611280808,2.211476510269787,0.936439515001932,0.7881466141454544
105,3.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.086866778639979,2.3603427036906894,0.9391826402505433,0.7909551962646334,1.055461406540783,2.198782335166958,0.9279490953297167,0.7567375376407794,1.0560541808370922,2.2061238454391368,0.9380891247087604,0.7886593847593188
106,1.0,16.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0905116776512467,2.3598153289700843,0.9389247375972407,0.7910038557600051,1.057222195876212,2.1921035273612293,0.9276958247789379,0.7575941147476206,1.0655255588459416,2.219741966097643,0.9365382579272965,0.7873548061408788
107,4.0,16.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.088182005912259,2.3608999137384696,0.9396515048634713,0.7909029998413524,1.0571718947323876,2.204868372447579,0.9282557489977845,0.7563658169288132,1.0482236888102088,2.198160703164108,0.9384092022274265,0.7894222319544719
108,1.0,16.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.090133039863126,2.3607791968907916,0.9387618695089242,0.7909159930872993,1.0577533419756693,2.193956603504671,0.9275299225846507,0.7574277910701185,1.068257968956612,2.222890906713362,0.9362964392798591,0.7870531462642322
109,4.0,37.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0866144870232743,2.3685198316094827,0.9389632348908648,0.7902218228568629,1.0541248023986993,2.203135205425342,0.9278098507463388,0.7565946893138894,1.0658161958954664,2.2173802557925995,0.935723646741119,0.7875810515123343
110,3.0,11.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0895184513824128,2.3577928798980934,0.9390572268215389,0.7911868765761183,1.058495195387937,2.201315684410165,0.9274843313940664,0.7567088651274781,1.059260699274658,2.218894964892512,0.937195161327719,0.7874359465338682
111,4.0,33.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.089357935916302,2.3581927648566072,0.9392871179996938,0.7911457471674002,1.0584335347589606,2.201097204972735,0.9279281702347683,0.7566642436693144,1.0641087672412242,2.2069812989770328,0.9366002668917033,0.7885772430615108
112,2.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091503023320529,2.358968689018788,0.939088133396182,0.7910802865767534,1.0585369197192556,2.2008928449375027,0.9278287224293462,0.756698005491729,1.056118861523699,2.208386110149981,0.9359820588005382,0.7884426660031096
113,4.0,40.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0900273049912936,2.3593840350337723,0.9386518149609906,0.791042382425405,1.0573602499572423,2.1974933466531175,0.9274675843349951,0.7569383243495467,1.0681827891060118,2.214278918139869,0.9362880361619703,0.7878781511556532
114,3.0,48.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0894674701742788,2.358723627450466,0.9389956830381279,0.7910985808341785,1.0557629395236652,2.194167541975209,0.9276781118169986,0.7572167490421103,1.0613779980409452,2.2136766773509873,0.9371669553589451,0.7879358441718944
115,4.0,37.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0886768560016273,2.363763878492736,0.938960320425526,0.7906508623619686,1.0563845471295337,2.2012256549347016,0.9274580178492089,0.7567227679553673,1.067304895883087,2.215551024307569,0.9359571054064039,0.78775628687288
116,4.0,43.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0879514642286658,2.3603000498350393,0.9389668815252222,0.7909591145077122,1.0572663765302783,2.199651571256067,0.9274841548386754,0.7567118767942776,1.059128238374825,2.2206320348586224,0.9351643677771203,0.7872695399941297
117,2.0,25.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0910600485596031,2.3583305533630403,0.9390695001889968,0.7911389515941587,1.0591400220637897,2.200175282979501,0.9277026022154881,0.7566574162417687,1.0576283825457395,2.215292631236545,0.9360300057988126,0.7877810402205748
118,3.0,36.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0870507572273034,2.357866660633779,0.9392856228499747,0.7911782860621055,1.057496898063922,2.2001307195530506,0.9280045300154682,0.7567198479100135,1.067115334197586,2.2270487204810694,0.9352263414189889,0.7866548391059374
119,4.0,43.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.087961753692223,2.358339573580027,0.9391156136373006,0.7911324911019075,1.0567872215993837,2.19734917128305,0.9275776059775266,0.7569995371106366,1.06156032727375,2.2281759899509246,0.9344090747679786,0.786546849781678
120,4.0,43.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0859291185770592,2.3597752138009134,0.939223701402444,0.7910050392234966,1.0544375428134138,2.1989962213312007,0.9278111988934243,0.756764885455574,1.0611073992363569,2.2251841129338388,0.9346683163777201,0.7868334633962413
121,4.0,47.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0883131624901783,2.3590732624871285,0.9386092513771949,0.7910693157453581,1.0577102378732186,2.202700872476991,0.9269863529018814,0.7566497166814179,1.064042249194723,2.220789856591028,0.9364728368241176,0.7872544211049097
122,2.0,30.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0881297586139513,2.360142203883091,0.9390661184592763,0.7909750451504337,1.0574327411439186,2.201354469880615,0.9276892992098235,0.7567217481927859,1.0611286010536447,2.2185683974227604,0.9356677872705808,0.7874672308020282
123,3.0,45.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.086156783358888,2.360795312205923,0.9392167893288194,0.7909189392771537,1.0569333915843002,2.202520082525938,0.9278958037189469,0.756376359678236,1.0566796838970285,2.215929351765947,0.9362229430350809,0.7877200441397345
124,3.0,41.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0884553832514796,2.3645200846793837,0.9396355663521825,0.7905685634142279,1.0585853979208868,2.2046926761891714,0.9282856359247265,0.7562399926769265,1.0607743531900187,2.2269814115974738,0.9356083934204832,0.786661287112426
125,3.0,41.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0900856972279587,2.3595979429666705,0.938712771997362,0.7910219596331235,1.0578399396071398,2.194458135537209,0.9272899836708479,0.7573016310053711,1.0571316040038254,2.218872399529747,0.9361829809126644,0.7874381082337472
126,2.0,28.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0887643861388392,2.358327721044243,0.9389954865734095,0.7911401221043552,1.0581438149288112,2.202137658409204,0.9277182170141252,0.7566518143875125,1.0630687601490316,2.218828258362573,0.9356984669048557,0.7874423368365282
127,3.0,37.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0883111375310688,2.358338029726218,0.9396225963875794,0.7911333644996993,1.0589368311164167,2.2021393809709036,0.9282740375084992,0.7565765636880306,1.0635786914777172,2.218503041472798,0.9358948456269863,0.7874734917228297
128,1.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.090204054180108,2.357940646950195,0.9392401008032435,0.7911699012661282,1.0590950554046847,2.203302194451153,0.9277081916663158,0.7563267332687125,1.062571444922177,2.2081887601403807,0.9367990478469054,0.7884615715928991
129,2.0,14.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0902288811729233,2.357881606360208,0.93912123644032,0.7911781252162857,1.059029976211315,2.197246840424632,0.927712080848394,0.7569487790807283,1.0585420532256178,2.2133717908558843,0.9364009204526448,0.7879650514621319
130,2.0,50.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0883110174237838,2.3634675715062943,0.9399573261380819,0.7906826569913123,1.0564345643608983,2.200593640818805,0.9288449522050077,0.75643269849463,1.0605490708027834,2.224251069872054,0.9359942151007568,0.7869228463631727
131,3.0,47.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.091645786367938,2.3631349212245243,0.9379664278440158,0.7907090352317472,1.0547618649140689,2.1893483388138755,0.9269921518252601,0.7578559047748206,1.0716768504193435,2.2267536084755863,0.9360535984931083,0.7866831100268706
132,3.0,47.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0905475780392173,2.3627740222613793,0.9380764453453976,0.790746162421229,1.0550573138425041,2.1913854631846723,0.927023402871347,0.7576635439377362,1.0757374746037092,2.2200611490986204,0.9341985188158918,0.7873242292845792
133,3.0,25.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0883712371412624,2.362889746176889,0.938857381111055,0.7907311274665475,1.056784416869672,2.202199166469355,0.9272740632005572,0.7563254902064636,1.0528352444632678,2.2144960960683227,0.9364252694037427,0.7878573461056053
134,2.0,46.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.090572722265247,2.357430001182875,0.939030970333431,0.7912155378007995,1.057069184540731,2.1949795508897623,0.9277474481402583,0.7572128925932967,1.0663531614501538,2.224502537398335,0.9353109158896191,0.7868987564636745
135,2.0,34.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0891375699984467,2.358144253024293,0.9390485855391701,0.7911568826146705,1.0577614823220645,2.201304336188483,0.92755531533079,0.7565094869016238,1.0622253860857649,2.2095271631730498,0.9373187279323277,0.7883333562522468
136,3.0,46.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.089353665669562,2.36602546149381,0.938233100711755,0.790448812138778,1.055468139999355,2.200609286510791,0.9270675680191544,0.7566504883396981,1.0773910406231162,2.2290045087431376,0.934298306863197,0.7864674799531678
137,3.0,30.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0876690755030094,2.359127640331502,0.9393947960918341,0.7910537965908584,1.0573576319973264,2.199647631842612,0.9281289099695129,0.7567665284037848,1.0583966790569006,2.210569887280808,0.9371672173094242,0.7882334661418544
138,2.0,30.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0903172431875134,2.358985335626376,0.9387705427254158,0.7910768970214874,1.0575196792778545,2.19950924105353,0.9273842396149192,0.7569207979206729,1.0606158457093817,2.210007678658236,0.9364212479741763,0.7882873241863309
139,3.0,41.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0896349766304445,2.3605732535367694,0.9392802502097157,0.7909358007566469,1.0582767863165328,2.197443565111816,0.9279686842161081,0.7569350810499811,1.0642404292730376,2.22071676820685,0.9361268543916567,0.7872614227717069
140,2.0,43.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0871220951210543,2.3586031127136544,0.9390926360110716,0.791112674562202,1.0563675548872373,2.2001708058517155,0.9274676227427656,0.756583261311248,1.0577256869243026,2.215285406672563,0.9358020203559693,0.7877817323139947
141,4.0,31.0,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0882531131194901,2.3588810366163924,0.9396526104764871,0.7910882197817655,1.056345094569644,2.1977092942316245,0.9286098226878683,0.757056840301304,1.0709672671631296,2.2194594304289117,0.9365012861907691,0.7873818722832355
