,colsample_bytree,learning_rate,max_depth,alpha,n_estimators,P_lag_1,P_lag_2,P_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
20,0.7970486895617972,0.0742399454915135,1.0,6.0,266.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0871619205412493,2.3342731267403005,0.9395550480210908,0.7932758082849567,1.062905123584532,2.2162267365438133,0.9271532254134514,0.7550811388930688,1.0603386194599473,2.2093917560580816,0.9368436831223707,0.7883463278825769
21,0.8159252660066632,0.0740922804085433,1.0,4.0,292.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0870631650748612,2.334089483524069,0.9395751701422643,0.793292287650432,1.0627422484353515,2.215807876789767,0.927187509326785,0.7551323659018392,1.060324132994446,2.2096969758294263,0.9368386470492793,0.7883170886653892
22,0.8904773842519023,0.1003604816884805,1.0,5.0,228.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0872903765956499,2.335211799112159,0.9395549314556233,0.7931928357709921,1.0628280215713013,2.216420305247238,0.927212296988084,0.7551208017617704,1.0608370524417081,2.2101045168079865,0.9367947191980593,0.7882780473571132
23,0.6278112896762431,0.0964073415128671,1.0,4.0,238.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0871720925911796,2.3348196328247606,0.9395647993381169,0.7932276055747085,1.062881548519357,2.216479075944993,0.9271656266857542,0.7550590013056921,1.060653496423963,2.210149314065423,0.9367904264390196,0.7882737559026841
24,0.5776107057955064,0.1212632255250302,1.0,6.0,240.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.087839077417287,2.337110492939142,0.9395024737783644,0.7930249216752369,1.0632183748735256,2.218625084944655,0.9271208945730343,0.7548504722591816,1.0625362648810108,2.2124024645565132,0.9367474331612188,0.7880579102637362
25,0.4057822447198362,0.0996682826999218,1.0,2.0,266.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0872345392311802,2.3348911383448048,0.9395755029265742,0.7932215187228215,1.0626102451283113,2.2155919669214192,0.927251580948256,0.7552163037648889,1.0605810160205027,2.2095120712045833,0.9368209457092445,0.7883348020214439
26,0.6958676471280921,0.0986187431424894,1.0,5.0,249.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.087334073608886,2.3351206301072223,0.9395578454023219,0.7932008047610841,1.062668133039495,2.2155938903054593,0.9272385722153647,0.7552065774702666,1.06065236572888,2.2097887834791017,0.9368052567274797,0.7883082937442851
27,0.5414734670087074,0.1105864832303654,2.0,8.0,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.086879206072541,2.332244742693831,0.9395706351323116,0.793455271375116,1.0632273836445336,2.2170694400134536,0.9270874843750707,0.7550413578135228,1.0598313286902,2.206821621098411,0.9368826668686553,0.7885925397644489
28,0.9589076287410884,0.0686710975626097,1.0,8.0,287.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.087019887336993,2.334334506469731,0.9395424269138466,0.7932701115055047,1.0629014124208431,2.215682812041857,0.9271467677194836,0.7551268582849362,1.0602923551972392,2.2104516781404775,0.9367991740281789,0.7882447902533708
29,0.7460682310088288,0.0737628591303263,1.0,3.0,247.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0871807945615228,2.3341361512208834,0.9395494901018739,0.7932882309570984,1.062813368294198,2.215598404826075,0.9271565097626511,0.7551405346947309,1.0603389831222316,2.2091776728727623,0.9368372199815961,0.7883668364647181
30,0.459419140844255,0.0481527162564311,2.0,4.0,189.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0866939066049197,2.331460048315261,0.9395922986428074,0.7935265003068378,1.0631988249549527,2.2167026555294704,0.9271027199230835,0.7550794776252093,1.0596306540025375,2.2055905853850626,0.9368829741601465,0.7887104696103096
31,0.4902249355485247,0.086845658209432,1.0,3.0,231.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0870985119943877,2.3344074964098165,0.9395672065066331,0.7932644321898388,1.063028028219226,2.217071399118221,0.9271395887082312,0.7550063097657963,1.0602876556972711,2.2085392046618555,0.9368293462760088,0.7884279999686545
32,0.934315405560308,0.0738272046091834,1.0,10.0,297.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.087135104917388,2.3344345979338703,0.9395430714772185,0.7932608386669817,1.0628513923351859,2.2164134978814567,0.9271503317785914,0.7550702273657184,1.0600604363949067,2.208267404533769,0.9368760334092476,0.788454037675654
33,0.2825547517354654,0.1070339566477441,2.0,4.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0869112225528774,2.332367663822702,0.9395630889166922,0.7934457284165501,1.0631518997200162,2.2168127347654156,0.9270954508235281,0.7550833591649397,1.060051588427636,2.207695590712702,0.9368315853546437,0.7885088158718089
34,0.3549621823872762,0.0733383815825507,2.0,3.0,146.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0864676396463357,2.330538871254513,0.9396537257025486,0.7936089406779008,1.0630496761392725,2.216591884699982,0.9271609557745902,0.7551051942623486,1.0591701665498483,2.2057853873205837,0.9369087125430595,0.7886918081190301
35,0.6927381360755334,0.0508616984905966,2.0,8.0,252.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0863330119683947,2.33042389160166,0.9396414005604832,0.7936168077956423,1.0633522642115998,2.218201522093133,0.9270926758474862,0.7549230505927282,1.0593364640571936,2.205337433265762,0.9369248508343263,0.7887347208891999
36,0.7491436508217666,0.0903981847920533,1.0,5.0,242.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0871109454494912,2.3347486349878803,0.9395557494715192,0.793234024424899,1.0630931833798296,2.2169312452068635,0.927151959600393,0.7550368624120243,1.060916636813663,2.209794568919778,0.9368017885868958,0.7883077395149319
37,0.5075663813369921,0.0674326786734666,2.0,3.0,197.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0860708497035747,2.3289777258393363,0.939717413784606,0.7937483674651027,1.0633248443639969,2.2184281557475325,0.927128752170925,0.7549113565311744,1.0592158419748687,2.2063797490717456,0.9369059348966765,0.7886348698929981
38,0.5438869670523546,0.077875820818281,1.0,7.0,232.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0872420676422525,2.3344637055551285,0.9395313310640531,0.7932587293682543,1.0630273764640128,2.2173477722982713,0.9271037037664579,0.7549824077433755,1.0598653868623171,2.2075651425990594,0.9368621190992873,0.7885213124434094
39,0.360275469294859,0.1047849445885267,3.0,4.0,74.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.086045279768449,2.3286336983360783,0.9397053542662277,0.79377836465895,1.0632972916640533,2.2181207272770127,0.9271125403589208,0.7549426785184806,1.0595429323837715,2.206123223075732,0.9368839469981688,0.7886594443800266
40,0.530669184448902,0.1153502500316064,3.0,2.0,69.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0858310352204577,2.3277787222000312,0.9397490150403298,0.793856264207845,1.063201899882319,2.217707771054129,0.9271408747413501,0.7549899068877374,1.059518228545674,2.206464703743861,0.9368904530591737,0.7886267314683537
41,0.5863325107940588,0.0687567588660754,1.0,7.0,279.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0870634108522488,2.3343024456951147,0.9395407749278331,0.7932731448397261,1.062841097928858,2.215374775409456,0.9271525482902399,0.7551537951463376,1.0603302047075172,2.210667853385455,0.936792619184545,0.7882240812576506
42,0.7115170816078424,0.1060872123540336,2.0,3.0,107.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0863560848565463,2.330280229712983,0.9396728297163113,0.793632273731575,1.06321545410244,2.2173344595378786,0.927138468356616,0.7550296354636774,1.0597558590241756,2.2079858128430687,0.936868884136992,0.7884810133875038
43,0.5626043468601336,0.116832994252925,3.0,5.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0867283193036956,2.330318572912455,0.9395799589092763,0.7936278487793516,1.0635375500832494,2.2175461307203035,0.9270344570891665,0.7550162638054511,1.060434986063032,2.206809163788063,0.9367877278731093,0.7885937331406224
44,0.5320520826836624,0.075855866868362,2.0,4.0,97.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0872361004422924,2.332832736912172,0.939494656785528,0.7934043063396843,1.0631944181988486,2.2154256581247793,0.9270822585601212,0.755232358854159,1.0600744460622962,2.2062906477498823,0.9368071876345093,0.7886434055553184
45,0.512408581066911,0.1096907383790475,2.0,2.0,127.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0859084627125728,2.328432794913856,0.9397492537491914,0.7937969476382931,1.0634543705111523,2.2186370673436113,0.9271307746149884,0.75488018759358,1.059646221340738,2.207969377261552,0.9368856292038036,0.788482587871147
46,0.4229483520057015,0.0982253367204047,1.0,3.0,197.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0874035170715608,2.3351671906643627,0.9395470911015387,0.7931968803178795,1.062775068977746,2.2152339397847864,0.9272415847976633,0.7552627105803733,1.0608289736482701,2.2104235844785336,0.936776602741185,0.7882474815491527
47,0.26762131823175,0.0940247402040201,1.0,2.0,240.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.087148762095896,2.3346604502004604,0.9395767536885586,0.793242053545524,1.062910483669733,2.215685897760781,0.9271997997026962,0.755133369670648,1.0610261330657798,2.210415810801843,0.9367836236731787,0.7882482262460644
48,0.2575475427896324,0.0681820529245819,2.0,5.0,160.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0864563040833568,2.3307120132464894,0.9396385072462314,0.7935930591073012,1.0630938614118643,2.2172056793469714,0.9271299088938916,0.75504326146339,1.0593859802937093,2.205992527530984,0.936895219876063,0.7886719646548485
49,0.3463626226678327,0.0708704821295223,2.0,2.0,193.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0859899603358165,2.3285827309880975,0.9397383070402794,0.7937841819878948,1.0631988595523127,2.218021866766952,0.9271611696467991,0.7549800252206642,1.0590212344862981,2.2063456413083373,0.9369163906127395,0.7886381373232098
50,0.1497254401274987,0.1409939622620768,3.0,3.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0853527173097741,2.3267027323195992,0.9398070608127688,0.7939516275368494,1.0634040924670924,2.2188097904961053,0.9271603645968267,0.754902301360644,1.0592098649855584,2.2068150441394585,0.9369064674213641,0.7885931698190826
51,0.6041451031793956,0.0594050804708795,1.0,3.0,263.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0873587171291128,2.334074655156561,0.9394947327591335,0.7932935545517403,1.0627435557244607,2.214001781130926,0.9271520628307302,0.7553722333991433,1.0607071935012382,2.208208719588579,0.9367433497506248,0.7884596595324902
52,0.550285927040123,0.1028017126577225,2.0,4.0,87.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0868677827060602,2.331859969988277,0.9395865585226428,0.793490780411934,1.0630988002018036,2.216519985577471,0.9271235001216891,0.7551233489036481,1.0598611710320038,2.207164770200287,0.9368403969255085,0.7885596670213979
53,0.7588055737460023,0.0308957740997939,2.0,2.0,290.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0866655835064456,2.331259845688872,0.9396017429276486,0.7935447087277774,1.0631434668131263,2.2164337703311117,0.9271163522578956,0.7551106188633525,1.0596766454203255,2.2056861307128726,0.936886817515924,0.788701316629889
54,0.9033370332389,0.0722133330066934,1.0,6.0,252.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0871387860190427,2.334245961674534,0.9395378844774115,0.7932781999543925,1.062894335369866,2.2160630966403114,0.9271311198830394,0.7550809882665646,1.0605811840068022,2.209848625584914,0.9368085249244795,0.7883025610346344
55,0.9976827925398464,0.0656530378227526,1.0,4.0,225.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0876158490048455,2.3344042237725464,0.9394510878803163,0.7932641914722551,1.0631540457595552,2.2144655701297773,0.9270811928766733,0.7552814234960716,1.0616882149279856,2.2107647057454116,0.9366442240644328,0.7882148030671342
56,0.9228643878052516,0.0738137914087471,1.0,2.0,268.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0870941617868746,2.3340206481007915,0.939570277353676,0.793298554642277,1.0627991804079682,2.2157210828580247,0.9271738472247374,0.755128167245325,1.0604469019390512,2.2096504380928663,0.9368315974102127,0.7883215468529459
57,0.9207055707604456,0.0316679574278886,2.0,6.0,294.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0867477606534757,2.331772657618699,0.9395755845004277,0.793497933352084,1.063199438646326,2.216790933030457,0.9270958174826052,0.7550732180759965,1.0596208550297002,2.2052577507741185,0.9368911909479717,0.7887423542534114
58,0.711821219685964,0.067990731760214,2.0,1.0,148.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0863945399107862,2.330426907633342,0.9396587868385967,0.7936193911012334,1.0629816175372624,2.216383200916293,0.9271740379441672,0.7551316352471877,1.0593741011205442,2.2061475673392197,0.9368910357205185,0.788657112266336
59,0.6921676169081644,0.0645032837582291,1.0,6.0,261.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0872352837909611,2.334232290635148,0.9395161872246509,0.7932792107256376,1.0626733558657657,2.2141771441739344,0.9271656602018156,0.7553141763224578,1.0607629355774921,2.2090870915318823,0.9367806721769073,0.788375513908802
60,0.6636714695623009,0.0604651426776041,2.0,2.0,156.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0865458394131853,2.330839224126372,0.9396276309200335,0.7935821304223174,1.0632764158769532,2.217027557515559,0.9271128540822051,0.7550420264351309,1.059611578169295,2.2061532571015445,0.9368847607093487,0.7886565672027064
61,0.492724352740724,0.1337811753499265,2.0,6.0,86.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0865894452995966,2.3309910902252486,0.9396390926964797,0.7935672156146503,1.0633961244760388,2.218563045466463,0.9270831227384643,0.7548675685686883,1.0601830696858485,2.208160096387082,0.9368555715582726,0.7884643175018696
62,0.8826925543602161,0.1022586564048639,2.0,9.0,97.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0869197293466948,2.332196192595295,0.9395551176745764,0.7934589902891392,1.0632367842547723,2.216946219810981,0.9270845010293032,0.7550654221512773,1.0596468889908517,2.206571175148983,0.9368636108467775,0.7886165317996857
63,0.8053996585482207,0.0731725602289088,2.0,5.0,135.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.086666588130627,2.3313805523926274,0.939609736236686,0.793533160973878,1.0630522457600329,2.216471626538886,0.9271357766355166,0.7551088273292835,1.0591704177897856,2.2053375791102496,0.9369120749616598,0.788734706917698
64,0.5632222816873296,0.0813857850823874,2.0,1.0,118.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0865124831474844,2.3306803811561827,0.939645597703378,0.7935965397503347,1.0631348879981497,2.216522430260254,0.9271574855741369,0.7551051306214074,1.0592828011678406,2.206322497554874,0.9368895223266743,0.7886403544313318
65,0.3772703336756982,0.0954762536857358,1.0,5.0,214.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0872486683806137,2.3350188192299246,0.939552888932341,0.7932099764659883,1.0629180303715386,2.2169852559732246,0.9271494306129184,0.755020915764069,1.0603385607965532,2.2088796847698196,0.9368236000042658,0.7883953829079019
66,0.7641315639452985,0.0633188516450831,1.0,4.0,279.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0871960242130327,2.3341145463089346,0.9395382367535638,0.7932899396977682,1.0626470681203577,2.2145483964697688,0.9271862687092247,0.7552885550133959,1.0596572122916985,2.206811506206218,0.9368600790413676,0.7885935087433861
67,0.3851711457063713,0.0744909032795485,2.0,1.0,122.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.086634370551206,2.331033873750402,0.9396237291899261,0.7935647288033347,1.0630453618342406,2.2162577204682217,0.9271496899608105,0.7551271799312647,1.0594823525200412,2.206229800878179,0.9368802811719815,0.7886492345187865
68,0.6616131245986077,0.0451922360342487,2.0,1.0,170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0869945329410446,2.3320503526476397,0.9395382374894282,0.7934744775593233,1.0631925709336651,2.2154585498886035,0.9270912655978478,0.7551946547369917,1.0601143012934229,2.206211890416726,0.9368228545701527,0.7886509502918836
69,0.1056630581875746,0.0573793836446255,1.0,4.0,270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0873813235035406,2.334111276302959,0.9394816624118386,0.7932901929124252,1.062853756473714,2.214342724717172,0.9271281817754927,0.7553228874943837,1.0605244795530664,2.207513035384553,0.9367479779783953,0.7885263041716821
70,0.0028814039003619,0.0757890836249052,1.0,1.0,211.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0873391248139952,2.3342396216627965,0.9395118945904699,0.7932795461197328,1.0629546025970102,2.2156248615879277,0.9271079959225033,0.7551257029196896,1.0602591021374497,2.208502719869176,0.9367854417282018,0.7884314951117525
71,0.1824013677175762,0.0443456846398359,2.0,2.0,235.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.086340961667384,2.3303530723813046,0.939658686377876,0.7936257855393234,1.0631478865412345,2.2170171971849344,0.9271387541065296,0.7550488533092948,1.0594077661652719,2.2056020125935074,0.9369121331215913,0.7887093749150738
72,0.9332204000867312,0.0832891060753591,2.0,2.0,114.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0865688771118003,2.3310838073260456,0.9396309857367162,0.7935603886919914,1.063164901885039,2.2167222607040324,0.9271409103535255,0.7550846548595843,1.059494548068153,2.206431838361312,0.9368804421778266,0.7886298798818856
73,0.8988227027980968,0.0933046117252481,2.0,8.0,112.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0196340592557618,2.0934434945521097,0.9466704581593404,0.8146216370447636,0.9899967662962037,1.9590122595524453,0.9369489677404197,0.7846829992535127,0.9825525407746767,1.97079015434077,0.9449151360970417,0.8112037070857425
74,0.080544909463631,0.1092103462933157,2.0,3.0,95.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0194157783068636,2.0919009008429823,0.9467344065601788,0.8147612962646354,0.9898998683822734,1.956853877001698,0.9370239808449111,0.7849018223421648,0.9830225869437897,1.9723973091687301,0.944862619984446,0.8110497460600139
