,colsample_bytree,learning_rate,max_depth,alpha,n_estimators,Cloud,Pressure,Rel-hum,Dew-point,Wind_cos,Wind_sin,Wind_sp,P_lag_1,P_lag_2,P_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
0,0.3652590239412141,0.5894099128461434,3.0,5.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.8808658000163958,7.795983221466461,0.668462806559237,0.309631947135625,1.8657622972259125,7.360762552776479,0.6454850629427675,0.22575171192279214,1.762566748413791,6.750610784941862,0.6870766310664126,0.3533099968574043
1,0.3835672027330743,0.1265441278798008,4.0,3.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0845523830059918,2.3218736711277446,0.9399317898506809,0.7943833216898406,1.0645022541885323,2.2231638340832016,0.9270138900588107,0.7544417304424089,1.059372629740102,2.207530358590607,0.9368892748835808,0.7885246446560421
2,0.3835451203777813,0.2077718593983003,2.0,9.0,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0848202302623002,2.3239156884815797,0.9398917504690447,0.7941942659975607,1.065086452254938,2.2258727055651253,0.9269328197423448,0.754058132001495,1.0603553274210273,2.2115148136508935,0.9367889914731792,0.7881429447865715
3,0.4315542976000508,0.3357034579331727,2.0,5.0,95.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0854507034788794,2.3255211810026513,0.9398767060052295,0.7940576855531893,1.0650734154069432,2.227334235833558,0.9268758239276085,0.7539380193792578,1.0604841046706028,2.211079374749519,0.9368041542286071,0.7881846586393575
4,0.8712197513891762,0.1658451453558997,1.0,8.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.089276831396085,2.3425573218987004,0.9393713965019672,0.7925447808165471,1.06345489685061,2.219756672950897,0.9270683310886683,0.7547057731603156,1.0660980628915224,2.2263483577499983,0.9362430693177722,0.7867219319351917
5,0.6362624849097224,0.0810934923123503,1.0,8.0,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0871254659664205,2.3346181612814627,0.9395512258916753,0.7932450640126021,1.0632653340272629,2.2173136232095088,0.9271414271924401,0.7549708716419731,1.059600324285829,2.2075367791715514,0.9368753009231016,0.7885240295819926
6,0.7440669414033527,0.085035290286773,1.0,3.0,207.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0873514444461556,2.334591973558951,0.9395399426278803,0.7932480904524455,1.0632090042405733,2.2172361707016863,0.9271104129274131,0.7549520977673211,1.0603890085527974,2.209371456807186,0.9367902202946771,0.7883482724951524
7,0.5446840242255905,0.114930989163414,3.0,8.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0854543790235565,2.3268532477033363,0.9397974038274284,0.7939346512920448,1.0636590391684844,2.220365272860864,0.9271007283720374,0.7547191859099054,1.0593574346147163,2.2065710152252644,0.9369248527577022,0.7886165471199394
8,0.5903060922453209,0.1129002162255431,1.0,10.0,256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0877302326632328,2.3366248509932017,0.9395060003893114,0.7930670430299956,1.0633972157120823,2.218534559449789,0.9271294350760727,0.7549071923021173,1.061213719838902,2.209415721240623,0.9367937943756581,0.7883440320838013
9,0.8319371980076267,0.0465112865169791,2.0,2.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0866857125243063,2.3314616111859663,0.9395972362619522,0.7935269072179179,1.0630746355866527,2.216181186317205,0.9271276104923167,0.7551386059176131,1.0596996747281946,2.2057682797423617,0.9368782685993637,0.788693446978115
10,0.9096627091383188,0.067894543309409,1.0,3.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0870938962618697,2.33414121617017,0.9395432737212616,0.7932878205398227,1.062999337392655,2.2149982758855837,0.9271501890767662,0.7551866495149779,1.060351201424232,2.2098052435603828,0.9368092526174054,0.7883067169136317
11,0.6014846648995122,0.0533139603866685,2.0,1.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0857233651554687,2.3277956165069065,0.9397674233116106,0.7938544485273515,1.063387133748429,2.218481364232657,0.9271490356791021,0.7549000272871692,1.0594070213586462,2.206965170577381,0.9368971756238049,0.7885787881179737
12,0.8766645264589296,0.0782435705886914,3.0,2.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.084632365305856,2.323676021774392,0.9399168749777256,0.7942234311846688,1.0637437557751146,2.220696795061756,0.9271361046651158,0.7547059158556597,1.0591801298738412,2.207044623492725,0.9369237167132661,0.7885711767465422
13,0.9105719112907718,0.0903590684845716,1.0,3.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0871230487217658,2.334607785501545,0.9395662382187262,0.7932467020994514,1.062964764039095,2.2160220036303997,0.9271817813383124,0.7551165069853378,1.060903199619454,2.21000964494216,0.9368007196747892,0.7882871358217224
14,0.6854395298665179,0.075802845022455,2.0,2.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0863062308276674,2.3301179637770413,0.9396775098248663,0.7936466731886876,1.0630141849164954,2.2172057064351414,0.9271635249263671,0.75506026161933,1.0591329062257158,2.2058153415964683,0.9369144246445806,0.7886889385815344
15,0.929369525854682,0.143417446065252,2.0,4.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0859853011798144,2.328625620208142,0.9397399955437418,0.7937799279664595,1.0636952471527652,2.2201472860440425,0.9270843746844618,0.7547067834568831,1.0599089882971338,2.208813999168006,0.9368603704108058,0.7884016754084469
16,0.6380711416631346,0.0655972960632104,1.0,3.0,258.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0872933525268307,2.334149137400405,0.9395295284857585,0.7932870241764287,1.0628089309090014,2.2143127085564953,0.9271687744366314,0.7552891336857015,1.0606931570167872,2.2101820284531257,0.9367750987482483,0.7882706219540444
17,0.8466392503185055,0.0803588015667583,2.0,7.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0860161723274762,2.328868676088662,0.9397091784098983,0.7937559516329304,1.0634953672388512,2.2192064233404034,0.9270946685892756,0.7548289036014125,1.0591568301901333,2.2064318354173946,0.9369066523411953,0.7886298801639048
18,0.7290040075834303,0.0639734798761292,1.0,4.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0872277808156618,2.3341524840672006,0.9395286294787915,0.7932865901610173,1.0627434746505875,2.2145656423269635,0.9271673355556278,0.7552792023165512,1.0600441677925307,2.2088577990945804,0.9367962903971312,0.7883974794955797
19,0.3035097950417122,0.9181139439926252,1.0,2.0,288.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1985720732535494,2.9574022648637093,0.9200169579723142,0.7381316085282671,1.1485774320125974,2.6784889493527557,0.909329827179381,0.7075900024201058,1.1656706197161237,2.802844148631829,0.916071391955462,0.7314952159099284
20,0.3228368767571515,0.9634309104766312,1.0,3.0,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0879812043296597,2.33910079901347,0.9395295141717195,0.7928496954228899,1.063898686401603,2.2232559496201314,0.927074053679543,0.7543782795088572,1.060448383679165,2.2111468338989146,0.9368882516287459,0.7881781962378173
21,0.273673981227284,0.0949534286415359,1.0,5.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0872215166903756,2.3349084555547837,0.9395560586233266,0.7932197551658942,1.062879720635991,2.216143835421715,0.927179012821563,0.7551005648380675,1.0602638531985413,2.208665955222335,0.9368337594154678,0.7884158576125083
22,0.3015485542163455,0.0699889640040639,1.0,2.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.087159825463743,2.334143002233333,0.9395397639889785,0.7932878170815196,1.0629847812059936,2.215634862147394,0.9271262773351042,0.7551208632345114,1.0604048798652206,2.20938612370787,0.9367989846250897,0.7883468674462832
23,0.121513442348698,0.9653240799641188,1.0,3.0,285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.087358933698019,2.3361576618699065,0.9396238185192025,0.7931109296178558,1.0635280248899885,2.2218199274040336,0.9271480077475143,0.7545468846292189,1.060692517425523,2.210719297956551,0.936800147597366,0.7882191530087997
24,0.4554948447564412,0.1236118459581786,1.0,3.0,264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0877683382639423,2.336886474077934,0.9395298665632505,0.7930450901366835,1.063505180989017,2.219896388144061,0.9271013650075486,0.7547177890285405,1.0629056775558083,2.214045328727869,0.936711706730864,0.7879005283808247
25,0.3968481873462514,0.1053232662042303,2.0,4.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0856010904138365,2.32709652376877,0.9397870372207477,0.7939162755556024,1.0635925517364953,2.219594633067384,0.9271131260868545,0.7547935514611395,1.059551391476733,2.2084318035333164,0.9368604498281297,0.7884382887022765
26,0.1840819372103176,0.0892216748331932,1.0,1.0,257.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.087038883138011,2.3343013513201725,0.9395802654161273,0.7932746097376433,1.0629594581652126,2.216334626842756,0.9271829681575083,0.7550840785731352,1.0609016090025087,2.2105981233926713,0.9367917439253857,0.7882307611997609
27,0.5075729950415659,0.0650128071910614,1.0,3.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.087173361723996,2.3340717382998775,0.9395440724015248,0.7932938935672642,1.062613190679245,2.2142067118814266,0.9271929877718662,0.7553122090686422,1.0605606976880626,2.210287542124143,0.9367968948900827,0.7882605140336776
28,0.3763272919834582,0.9661907211940072,1.0,2.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0873201318812158,2.3361233275456117,0.9396293506498563,0.7931148674488468,1.0634828932674183,2.221120116367991,0.9271669147988086,0.754615508839498,1.0602898179384377,2.2118171283462136,0.9368362956497013,0.7881139838677015
