,l1_ratio,P_lag_1,P_lag_2,P_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
381,0.9994393365927672,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0300904640848718,2.1409759344860593,0.9453669014807613,0.8103922467975699,0.988091285829247,1.9527410579041486,0.9372806625302672,0.7847143550932048,0.9715996549156776,1.955462610814484,0.9457038835652306,0.8126720437277087
382,0.9994396221841292,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0300904640322806,2.14097593447879,0.9453669015064732,0.8103922467982134,0.9880912858194281,1.9527410581028404,0.9372806625520722,0.7847143550671518,0.9715996548093133,1.955462610706783,0.9457038835921024,0.8126720437380262
383,0.9972522079528396,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0300908677346157,2.14097599055869,0.945366704134565,0.8103922418340805,0.9880913633831668,1.9527395332592743,0.9372804951667753,0.7847145550148042,0.971600471259792,1.955463437594877,0.9457036773191845,0.812671964524414
384,0.9995935082865676,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0300904356988092,2.140975930563959,0.9453669153587665,0.8103922471447516,0.9880912805296008,1.9527411651496616,0.937280674299513,0.7847143410309021,0.9715995975056276,1.9554625526836613,0.9457038980692722,0.8126720492964821
385,0.9999216978943988,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0300903753020771,2.1409759222281846,0.9453669448868237,0.8103922478826295,0.9880912692543224,1.952741393346702,0.9372806993406666,0.7847143111093231,0.9715994753540389,1.955462429004239,0.9457039289294141,0.8126720611446316
386,0.999432665436425,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0300904653133638,2.1409759346558626,0.9453669008801489,0.8103922467825391,0.9880912860586101,1.9527410532628582,0.9372806620209169,0.7847143557017839,0.9715996574002638,1.9554626133303028,0.945703882937525,0.8126720434867002
387,0.9993050662033824,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0300904888139262,2.1409759379051336,0.9453668893906679,0.810392246494916,0.988091290446311,1.9527409644781044,0.9372806522772301,0.7847143673435113,0.9715997049293248,1.9554626614574537,0.9457038709297717,0.8126720388762511
388,0.999853995730578,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0300903877580239,2.140975923946288,0.9453669387970953,0.8103922477305439,0.9880912715796037,1.9527413462830627,0.9372806941763098,0.7847143172803649,0.971599500546117,1.9554624545107702,0.9457039225649544,0.8126720587011759
389,0.9993309432675872,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0300904840475327,2.140975937245961,0.9453668917209694,0.8103922465532654,0.9880912895563837,1.9527409824852664,0.9372806542534511,0.7847143649823543,0.9715996952894752,1.955462651696204,0.9457038733651884,0.812672039811352
390,0.99965895483852,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0300904236514796,2.1409759289002195,0.9453669212487283,0.8103922472920249,0.9880912782804436,1.9527412106668112,0.9372806792944854,0.7847143350625958,0.9715995731401522,1.9554625280128046,0.9457039042249368,0.8126720516598825
391,0.9985564130155948,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.030090626819323,2.1409759570246405,0.9453668219193718,0.8103922448024738,0.9880913165042711,1.9527404431452364,0.9372805950574971,0.7847144357030729,0.9715999840369809,1.9554629441012392,0.9457038004152629,0.8126720117997515
392,0.999140543495432,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0300905191238199,2.140975942098696,0.9453668745720789,0.810392246123705,0.988091296105577,1.9527408499714138,0.9372806397102467,0.7847143823580367,0.9715997662297705,1.9554627235310351,0.9457038554427623,0.8126720329297722
