,n_estimators,max_depth,min_samples_split,min_samples_leaf,Temp,Cloud,Pressure,Rel-hum,Dew-point,Wind_cos,Wind_sin,Wind_sp,Temp_lag_1,Temp_lag_2,Temp_lag_3,P_lag_1,P_lag_2,P_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
32,266.0,5.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0823207270330377,2.3093809304458883,0.9403373854048815,0.7954873168086382,1.0623830333321649,2.212560456635707,0.9272947883137466,0.7554814132519839,1.0632091930223289,2.2224514508600848,0.9361908010865608,0.7870952449299959
33,269.0,5.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0823992272482832,2.3100816537069186,0.9403167331056206,0.7954239688396901,1.0623709720480334,2.2127710608863085,0.9272896637676993,0.755468131689088,1.0630008908685076,2.2222137595467273,0.9362062102860315,0.7871180151060703
34,285.0,5.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0823982048596594,2.3100738140616484,0.9403165310777204,0.7954246300997408,1.0623789791536484,2.21292870851759,0.9272825674719363,0.7554487954731126,1.0629979824066458,2.222316391262104,0.936198230304875,0.7871081832691516
35,269.0,5.0,10.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08199318753742,2.306437445580121,0.940419327641117,0.7957531127288746,1.0623655056490222,2.211637552984387,0.927335637833116,0.7555652485753289,1.0635009469520327,2.220980621751961,0.9361961830882758,0.7872361463255669
36,268.0,5.0,15.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0824038492365347,2.31007802131464,0.9403161711625844,0.7954242773942485,1.0623694016835525,2.212752514246069,0.9272898284531319,0.7554701151673078,1.0629950751305441,2.2221769337374777,0.9362073554482742,0.7871215429176206
37,274.0,5.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0824145494067423,2.3100822062986435,0.940314948813698,0.7954239491184623,1.0623786724069446,2.212811147542694,0.9272857050998891,0.7554636088483012,1.0630363796073123,2.2222431353787675,0.9362037107965214,0.7871152009819089
38,267.0,5.0,14.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.082402578456371,2.3100814704539037,0.940315007373295,0.795424010805066,1.0623730877035753,2.212760426069501,0.9272879075998172,0.7554688112942713,1.0630054596281864,2.2222000328311253,0.9362061192311184,0.7871193300877866
39,270.0,5.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0820005527701602,2.306437567790755,0.9404197005747346,0.7957530641612718,1.0623723523551127,2.211712204487851,0.9273333005418706,0.7555573327611022,1.063511059474376,2.221040089461447,0.9361943896398517,0.7872304494820577
40,277.0,5.0,10.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.082340027942271,2.3093727573945726,0.9403327279213591,0.7954880103682167,1.0623725136271789,2.2125570050956016,0.9272887668620577,0.7554811645969287,1.063245078765003,2.2225428523917143,0.9361818536276847,0.7870864889138872
41,265.0,5.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.081993584054231,2.306448075729968,0.9404198716229778,0.7957521971511625,1.0623880673066655,2.211704330566628,0.9273345198278061,0.7555591780189068,1.0635359493527274,2.2210125283656588,0.936194406825739,0.787233089759462
42,267.0,5.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0820855364299078,2.3071834751327236,0.9403960354393222,0.7956857603290325,1.062385763128796,2.211922677970602,0.9273197984221417,0.7555377365373104,1.0634255167194537,2.2212007316296614,0.9361974005247917,0.7872150604028206
43,271.0,5.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.082008457667195,2.3064494662882193,0.9404185432889093,0.795752064361144,1.0623768459832497,2.2116997343036173,0.9273330140748205,0.7555589827396061,1.0634949020788604,2.221012461587517,0.9361951218634772,0.787233096156625
44,265.0,5.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0824698504848242,2.310729885829004,0.9402990338702346,0.7953654899102921,1.062397567860653,2.2130230807816167,0.9272829747554616,0.7554467645077894,1.0629612519504443,2.222799879074625,0.9361960622543931,0.787061866462427
45,281.0,5.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0821024276491842,2.30718801137032,0.9403949366184632,0.7956853008078567,1.0623879625453818,2.2120232063838294,0.9273155915801323,0.7555256784899217,1.0634497107703806,2.2214722126319972,0.9361839032208343,0.7871890532671929
46,238.0,5.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.082021798492101,2.3064043609812543,0.940420855143474,0.7957562628185173,1.062463257381631,2.2117586513470053,0.9273293048809697,0.7555476564284688,1.0635358617227355,2.2209788442699185,0.9361971472138997,0.7872363166034728
47,280.0,5.0,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0819136539907184,2.3056830570258002,0.9404381129191087,0.7958211833351535,1.0624026907666886,2.211763353352373,0.9273317428045996,0.7555515077726942,1.0635485274328826,2.221087840025888,0.9361804556353289,0.7872258751089153
48,231.0,7.0,4.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94452921194287,1.8237731924415825,0.9542248153654604,0.8385249386098074,0.9608118564170444,1.904512861466481,0.9380100484277938,0.7887095996870386,0.9317098535497473,1.8308685450142366,0.9498849910515894,0.8246078135966577
49,263.0,7.0,2.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444964173780067,1.8236487682796867,0.9542306796043782,0.838535998421943,0.9607610129728668,1.9043503449262764,0.938012071871287,0.7887129601380019,0.931796395175656,1.8309286998741587,0.9498951655472594,0.8246020509260207
50,281.0,7.0,5.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9437249925022309,1.8195368441097506,0.9543410402890523,0.8389027628590603,0.9608477630109251,1.9046862146693182,0.9380071231408879,0.7886651669874661,0.9320109371837744,1.8323009814566913,0.9498425263855059,0.8244705901131858
51,264.0,6.0,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9505381383281875,1.8416928458015782,0.953680848444995,0.83697093713011,0.9612563781148312,1.8974885178338265,0.9380141367746775,0.7892526660651766,0.9380826358859122,1.8398152212397547,0.9493290928066619,0.8237507465458802
52,246.0,6.0,14.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9522918776059782,1.8520066837685416,0.9534103812833888,0.8360443126842174,0.9613103918757093,1.8982229981027794,0.9379975464957266,0.7892103015423783,0.937947225409509,1.8401371540696791,0.9493433425654995,0.8237199062635077
53,209.0,7.0,15.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9452683420674752,1.8277815174500955,0.9541210853461605,0.8381672797677575,0.9607642085106534,1.9047714231004322,0.9379966569739115,0.78869182807936,0.9317405773008521,1.8308215693095564,0.9499101209042106,0.8246123137403595
54,209.0,7.0,3.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9445426696338842,1.8239885049517617,0.9542239448415708,0.8385054457515035,0.9607563523475873,1.9043324474130428,0.9380170086727648,0.7887270091587542,0.9317506689155357,1.8310323643071684,0.9498867688473913,0.8245921201575843
55,281.0,7.0,2.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9472705156792575,1.8382775498710977,0.9538297393001347,0.8372315610099854,0.960841467182124,1.9058049983023486,0.9379401105737482,0.7885907095552369,0.9312958283201664,1.8282651843300366,0.9500223073919741,0.8248572084118353
56,299.0,7.0,4.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9459441631529183,1.8312240728286948,0.954026705988608,0.8378607931266335,0.960710271255258,1.9046388429402454,0.9379940287586076,0.7886928271495917,0.931665375721112,1.829935043636463,0.9499499229785479,0.8246972404690042
57,281.0,7.0,10.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9452173030500203,1.8274484530622637,0.954126290580013,0.8381970719992892,0.9607356533228399,1.9047749105963667,0.9379898884645786,0.7886672856829594,0.9317285261186113,1.8305835640196837,0.9499173500005939,0.8246351139945229
58,285.0,7.0,4.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9466086128745337,1.83480225818523,0.953925217783771,0.8375413105188834,0.9607693970096955,1.9053191956001918,0.937963029162644,0.788626128229408,0.9314996381476957,1.8292950911848571,0.9499796235358631,0.8247585461591298
59,298.0,7.0,12.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9452037758045255,1.82742008265437,0.9541308093318548,0.8381996516622854,0.9606972164724273,1.9044933307386507,0.9379992296760649,0.788695774805928,0.9317615285136556,1.8305924626653685,0.9499220844738672,0.8246342615286664
60,295.0,7.0,2.0,17.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9466212387830386,1.8347712525961413,0.9539289932207822,0.837544144059944,0.9607843660611797,1.9053006352975794,0.9379679396896288,0.7886286381428007,0.9315729022255348,1.8293820437163106,0.9499804323868424,0.8247502163450389
