,n_estimators,max_depth,min_samples_split,min_samples_leaf,Cloud,Pressure,Rel-hum,Dew-point,Wind_cos,Wind_sin,Wind_sp,P_lag_1,P_lag_2,P_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
68,76.0,6.0,7.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9736586074085594,1.9109891854085723,0.9516727901875799,0.8308255944916054,0.9863820861370316,1.9761471792130245,0.9349596336224919,0.7804468644249767,0.9846820842909451,1.9434387533927835,0.9461511713256489,0.8138238962995041
69,86.0,6.0,9.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9747132531181504,1.9196677190654357,0.9514354227831425,0.8300484449324941,0.9864431457880802,1.9765375849452762,0.9349393660014591,0.7804081152693507,0.9840868239916818,1.942371695358168,0.9462079422359295,0.8139261175333662
70,152.0,7.0,16.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9109637073744672,1.6879087912223172,0.9578539716889607,0.8505852624533936,0.9336329455231627,1.784521558138053,0.941917376742996,0.8025005083792407,0.929652914078335,1.7522476744998832,0.9524298677825777,0.8321394774149026
71,187.0,7.0,7.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9089535595033184,1.6771360123321233,0.9581462028750045,0.8515462628417607,0.9337308269111582,1.7832732193335996,0.9419702193806254,0.8026435956958033,0.9296493300237665,1.7534002143333276,0.952363665262013,0.8320290672591024
72,223.0,8.0,16.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8978926499535907,1.640462106309676,0.9591542754969604,0.8547807326937605,0.9331148433744867,1.7855864505573527,0.9420725758928901,0.8026647896399164,0.9274587211623532,1.7512203185947117,0.9526605982004629,0.8322378952936264
73,254.0,7.0,11.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9162933255096846,1.71464015941229,0.9571251217500611,0.8481991552902652,0.9329303926208934,1.7849786633861906,0.9418789955858793,0.8024702470628493,0.9278786056458925,1.7455800186695973,0.9526701582128584,0.8327782205608502
74,269.0,8.0,4.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9074929003557963,1.6870413095028982,0.9578967529053197,0.8506318322070979,0.9320359585112303,1.7855519996473528,0.9420117794173082,0.8026218804158198,0.9250173376783182,1.7420414805549058,0.9529591502136243,0.833117202809629
75,282.0,8.0,8.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9074825383537927,1.6870084377467127,0.9578977508369753,0.8506346235970321,0.9320141384925211,1.7854463084088936,0.9420134586869813,0.8026338307149107,0.9249452002217009,1.7419049034628935,0.9529636611584599,0.8331302865205518
76,280.0,8.0,14.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9050563794546469,1.6750611591128317,0.95822113130491,0.8516996156990024,0.9321909598145208,1.785525676770102,0.9420160140589696,0.8026252589644625,0.9256156487193341,1.7439292296602606,0.9528986922229693,0.8329363616215104
77,274.0,8.0,10.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8994427675262724,1.647939902325049,0.9589524468794723,0.8541151840498782,0.9327217395832932,1.7849525571354914,0.9420694027184033,0.8027072900048593,0.9271019334670147,1.7500265445559129,0.9527058880141234,0.8323522555732361
78,229.0,8.0,13.0,18.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9064191830449577,1.68154531408744,0.9580430457713452,0.8511227720278411,0.9322234630917459,1.7859566245596896,0.9420108077224907,0.8025907498047922,0.9252654568302132,1.7431712038787097,0.9529148959467739,0.8330089784128898
79,264.0,8.0,15.0,16.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9038037554507823,1.6688986018750114,0.9583897719625728,0.8522498327505619,0.9323156617386716,1.7854618555678932,0.9420369657851817,0.8026403281261946,0.9259576787925028,1.7450255266503596,0.9528735623266277,0.8328313393758859
80,253.0,9.0,19.0,17.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8944221277330096,1.640885483408693,0.9591404026658596,0.8547215995541098,0.9331707506422808,1.7893015130798062,0.9420082407597647,0.8022886449011517,0.9262170548912275,1.7474824864013783,0.9528937045794593,0.8325959693686783
81,231.0,8.0,10.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9075806601245737,1.6872985953640833,0.9578879890600813,0.8506093997149924,0.9322429594199513,1.7861227804711235,0.9420040012351361,0.8025718884040074,0.9249662418316493,1.7418016633743685,0.9529571980639653,0.83314017663795
82,248.0,11.0,9.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7355199328325833,1.0361008709917698,0.9749741615861478,0.9082486505837861,0.8858739150967272,1.5297915903358428,0.9529559346649122,0.8300794399316428,0.8976440562921667,1.6619891383364598,0.9556875107873298,0.840785997692056
83,295.0,11.0,2.0,7.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7567792029811786,1.1132630044546095,0.9730120184447055,0.901398530465932,0.886525830978727,1.5406352854502448,0.9525620460232536,0.8288611183831022,0.8950643817990991,1.658715956884776,0.9557009433548487,0.8410995595001219
84,257.0,11.0,6.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.735545797631362,1.0360940480020586,0.9749750315781307,0.908249161748223,0.8858347318928577,1.52964090211384,0.9529652701185075,0.8300980552690529,0.897612782117245,1.6621670162192284,0.9556770071450399,0.8407689574786248
85,294.0,10.0,9.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7528612181669561,1.0665207612417695,0.9742141229900458,0.9055753703333076,0.8845609346416847,1.5201425601472904,0.9529908763178292,0.8307404025369698,0.8968548371736205,1.6567462334268237,0.9557049290371697,0.841288253606447
86,287.0,10.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7448306458360923,1.0383603562638095,0.9749322063011723,0.9080822737683185,0.8843589303323438,1.5183505488715858,0.953051622825811,0.8309068954207421,0.8974442434248868,1.6602514517727704,0.9556175770756783,0.8409524633001517
87,296.0,10.0,7.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7229891198944691,0.9906619360441553,0.9760971189866496,0.9123236391237705,0.8667586760568358,1.475793856479394,0.9537691871244671,0.8355278563221242,0.8698968535174324,1.5610460979725538,0.9582617004795316,0.850456064174895
88,272.0,10.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7203079676234938,0.9809159940943002,0.9763447221729313,0.9131896298164207,0.8669024891466212,1.4754303530037376,0.9537879798291133,0.8355823560375624,0.87025283934856,1.5624347025034728,0.9582183651244203,0.8503230396683619
89,275.0,11.0,6.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6799973389023726,0.8749372585688324,0.9789986717636652,0.9225656655878474,0.8673994143662389,1.4752425631612631,0.953957506363942,0.8357886040033471,0.8707822417026209,1.5652860209372756,0.9582871297097321,0.8500498911806681
90,218.0,10.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7144416645777261,0.9516870228243157,0.9770855526905271,0.9157902513191574,0.8670007683652958,1.4738415968744418,0.9538459053195285,0.8356974421968825,0.8717012926807644,1.5631519570973025,0.9581938436580303,0.8502543286449724
91,278.0,10.0,10.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7318743892891996,1.019871681952693,0.9753528393581252,0.9097251274730085,0.8672683336419171,1.4778851983634884,0.9536897998155663,0.8353175477817489,0.8697205602132873,1.5602977829313343,0.9582491522054967,0.8505277507039772
92,261.0,10.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7113683157785748,0.9401000244811335,0.9773779406708094,0.9168193693887863,0.8669202551432262,1.4729526215386608,0.9538729330820881,0.8358069759781834,0.8714619102146659,1.562807749017784,0.9582199614440547,0.8502873028351778
93,243.0,10.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7115674985832512,0.9405647213461112,0.9773663066785911,0.9167785932431427,0.8670150678469133,1.4735422490210637,0.953857610564921,0.8357471576630922,0.8715108862769213,1.5627988668976456,0.9582135385537282,0.8502881537179324
94,189.0,11.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6657904274431182,0.8190907558754659,0.9804022728350494,0.9275278531642126,0.8677084672318771,1.4738528325171874,0.954030832730719,0.8358802287082989,0.8725394354822283,1.5666018514320785,0.9582259312054252,0.8499238382272498
95,294.0,10.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.714186010919152,0.9508131978721344,0.9771061953763942,0.9158668719842402,0.8668425725305207,1.4729708241687993,0.9538557750996322,0.8357521523811444,0.8710849108234011,1.5611187573310172,0.9582747832459007,0.8504491036075849
96,196.0,10.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7145735780670398,0.9520397238320456,0.9770774984360853,0.9157590770698893,0.8670558503681267,1.473226729083865,0.9538747022316995,0.8357609647612968,0.8715561538458405,1.5633440508641314,0.9581699650541164,0.8502359265888279
97,218.0,10.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7144416645777261,0.9516870228243157,0.9770855526905271,0.9157902513191574,0.8670007683652958,1.4738415968744418,0.9538459053195285,0.8356974421968825,0.8717012926807644,1.5631519570973025,0.9581938436580303,0.8502543286449724
98,179.0,11.0,9.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.684450287707548,0.8916736939088193,0.9785551849857395,0.9210774188145159,0.8652411726748623,1.469356324347936,0.9539759392538936,0.8364254765497117,0.8718656819700698,1.5647131968910342,0.9582486140653244,0.8501047661536246
99,198.0,11.0,9.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6843835329889781,0.8914891592330043,0.9785597227141819,0.921094158497423,0.8649483494985625,1.4678481110977954,0.954012714619542,0.8365690214553442,0.8714961862006158,1.5628977463319076,0.958299545301229,0.8502786813392558
100,72.0,4.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.378360162450031,11.17511323887974,0.11459246470281526,0.010618539637282886,2.2425068569401168,9.7828166447425,0.1053640370547333,-0.04497245977849479,2.4740935040262464,10.538862694844823,0.09493108434191866,-0.00959414879186804
101,280.0,5.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0820176093928615,2.3064489641181543,0.9404168769807134,0.7957520924714594,1.0623841013945268,2.2117717488734674,0.9273283670680716,0.7555502139481938,1.0635538560003996,2.2212892064710084,0.936181656552383,0.787206584755616
102,265.0,5.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.081993584054231,2.306448075729968,0.9404198716229778,0.7957521971511625,1.0623880673066657,2.211704330566628,0.9273345198278061,0.7555591780189068,1.0635359493527274,2.2210125283656588,0.936194406825739,0.787233089759462
103,264.0,5.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0819994034296705,2.3064375600980047,0.9404214342824598,0.7957531481424253,1.0623973234794488,2.2117272583660226,0.9273350857673193,0.7555563325550547,1.0635506116959506,2.2210503665886785,0.9361950014187564,0.7872294649614485
104,293.0,5.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.082006990501422,2.306434546522317,0.9404231419283947,0.7957534529391043,1.0624339016415303,2.212042955182868,0.9273236194831971,0.7555162399869615,1.0634544766372338,2.2210609341814638,0.936193283894342,0.7872284526150358
105,267.0,5.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0816734578335334,2.3041979422239676,0.9404780910803506,0.7959547437046606,1.06241964441918,2.2115341067404164,0.9273503961778988,0.7555839196277672,1.0634951437995128,2.220655293717155,0.9361882081823361,0.7872673118592577
106,272.0,5.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.081905952331654,2.305675876853009,0.9404404985822913,0.7958218110792568,1.062408722140678,2.2117257594933935,0.9273358962622142,0.7555570893147648,1.0635057010931794,2.220838682036285,0.9361921008545102,0.7872497437611325
107,267.0,5.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0819938121281354,2.306438176510314,0.9404177527841919,0.7957530867703309,1.0623651492751978,2.2116304393016923,0.9273340782112653,0.75556606919845,1.0635137267397807,2.2209653827195535,0.9361966767024661,0.7872376061830865
108,271.0,5.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0822553532401922,2.3086240186398106,0.9403574865265569,0.7955554915589054,1.062409655541698,2.212486655703443,0.9272970113130811,0.7554864561013428,1.0632309284145396,2.2218049174169385,0.9362009298707357,0.7871571810610662
109,277.0,5.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0820171282299227,2.3064332804538474,0.9404147911915431,0.7957535221158154,1.0623716975192137,2.2116760303638605,0.927328671614172,0.7555601425342885,1.0635295365426025,2.22115039507056,0.9361861105636977,0.7872198825071606
110,267.0,5.0,7.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0818855354127905,2.3056677980513665,0.9404392484397524,0.7958225317687058,1.0623856289044293,2.211629802923931,0.9273373859758536,0.7555668475773217,1.0635064600485638,2.220725840101553,0.9361960341033748,0.7872605537090693
111,278.0,5.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0824132694023074,2.3100666236351306,0.9403128955270506,0.7954253013093353,1.0623746888833645,2.2128292136464056,0.9272821641574531,0.7554611497820075,1.0630303561324954,2.222339128455461,0.9361972960314708,0.7871060051083729
112,284.0,5.0,8.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.082092578292667,2.3071904806669123,0.9403962151955022,0.7956851309020987,1.0623880181573047,2.2120572558512857,0.9273158837896045,0.7555202436199149,1.0634126899650564,2.2213806371085814,0.9361871620508591,0.7871978259512378
113,268.0,5.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0819966086125268,2.3064361467901926,0.9404187868635774,0.7957532233963747,1.062360611581609,2.211606091937428,0.9273362372440541,0.7555685344047389,1.0634966593970592,2.220924745699636,0.93619821868537,0.7872414990981685
114,284.0,5.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.082092578292667,2.3071904806669123,0.9403962151955022,0.7956851309020987,1.0623880181573047,2.2120572558512857,0.9273158837896045,0.7555202436199149,1.0634126899650564,2.2213806371085814,0.9361871620508591,0.7871978259512378
115,274.0,5.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0820163979831572,2.3064492181667617,0.9404170678773465,0.795752138937917,1.062383699400136,2.2117130571060564,0.9273303496443946,0.7555564223505271,1.063545081188074,2.221092956091593,0.9361918499164497,0.787225385003849
116,279.0,5.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0824148233353585,2.310056915871516,0.9403129835921314,0.7954261414254384,1.0623845207918456,2.212875899484819,0.9272796572375672,0.7554554886587886,1.0630350082182443,2.2224075674087214,0.936193058467046,0.7870994488443089
117,286.0,5.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0819987465573155,2.30644426559954,0.9404188806502143,0.7957524939736087,1.062378664104195,2.211809350266006,0.9273290586274295,0.7555438417651628,1.0634966546893059,2.221211921911788,0.9361859714464706,0.7872139884044764
118,281.0,5.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.082331950220195,2.3093752911376053,0.9403345120003634,0.7954877307336632,1.0623817644004485,2.2126294952141667,0.9272887390017246,0.7554725768408984,1.0632299890657466,2.2225935219506026,0.9361805493340999,0.7870816349090808
119,277.0,5.0,6.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0824151439857181,2.3100671117373546,0.94031275722282,0.795425272006933,1.0623654437568382,2.2127750614415818,0.9272837299778532,0.7554666159392522,1.0630320728414888,2.2222916852543824,0.9361978376222517,0.7871105500369479
120,268.0,5.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0824725837639093,2.31071080420025,0.9402980497908785,0.7953671291394105,1.062372580013682,2.2129253773380673,0.927284729277053,0.7554563519576759,1.0629374977512085,2.2227617220046816,0.936198674957573,0.7870655218051016
121,267.0,5.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.082471836345013,2.310716255278349,0.9402968354961203,0.7953666831271049,1.06237490564599,2.2129316067185156,0.9272828793890746,0.7554551873712043,1.0629468931687636,2.2227695146223074,0.9361978474357587,0.7870647752937002
122,269.0,5.0,3.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0823992272482832,2.3100816537069186,0.9403167331056206,0.7954239688396901,1.0623709720480334,2.2127710608863085,0.9272896637676993,0.755468131689088,1.0630008908685076,2.222213759546727,0.9362062102860315,0.7871180151060704
123,268.0,5.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0819966086125268,2.3064361467901926,0.9404187868635774,0.7957532233963747,1.062360611581609,2.211606091937428,0.9273362372440541,0.7555685344047389,1.0634966593970592,2.220924745699636,0.93619821868537,0.7872414990981685
124,265.0,5.0,7.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0824003984358028,2.3100968234824277,0.9403171659864333,0.795422655560797,1.0623944000375207,2.212836268243551,0.9272884087320663,0.755461715440116,1.0630194721464772,2.2222210951616725,0.9362045485011244,0.7871173123742726
125,271.0,5.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0824081477011644,2.310076615488258,0.9403162921665869,0.7954244293829587,1.0623796702724513,2.212831342334801,0.927287176518379,0.7554623888542247,1.0629984720604102,2.222208589649376,0.9362053974839376,0.7871185103680607
126,270.0,5.0,19.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.082247104438896,2.308616713871059,0.9403586318248488,0.7955561070623187,1.062404776491664,2.2124951852141623,0.9272975703765046,0.7554850466971016,1.063244489829305,2.221820943105282,0.9362006370393537,0.787155645844065
127,287.0,5.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0820103215298196,2.3064430135171605,0.9404183675006264,0.7957526306539685,1.0623907570602231,2.2118585735260003,0.9273271081222723,0.7555378189005618,1.0634708446710113,2.2211274652373874,0.9361896821876482,0.7872220791223054
128,282.0,5.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.081333594878808,2.301682948481933,0.9405422207893697,0.7961800355186444,1.062448898735187,2.211393606910997,0.9273672852811141,0.7556037063120964,1.063629192023641,2.2213508067053405,0.936141825057001,0.7872006836220737
129,285.0,5.0,14.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08232012970811,2.3093793562280016,0.940336500612901,0.795487380509692,1.0623824241033017,2.2126974297145816,0.9272881412755333,0.7554647434848748,1.063200596746256,2.2225240433020006,0.9361833917768134,0.7870882907731076
130,275.0,5.0,7.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0820135957217119,2.306431054556605,0.9404152471969485,0.7957537309190219,1.062377097494472,2.2116714250431837,0.9273297902360766,0.7555608166197817,1.0635294966675348,2.2211020138519872,0.9361882372343506,0.7872245172952395
131,256.0,5.0,9.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0823374346654786,2.3093732496883876,0.9403432713300419,0.7954880013689982,1.0624341798949717,2.2126715291857373,0.9272975357519466,0.7554697757322346,1.0632151257658031,2.222514710815596,0.9361938095522473,0.7870891847997157
132,108.0,5.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.081361774513416,2.3016990236249066,0.9405321429532765,0.7961780555791135,1.0623597611403142,2.2109821661405107,0.9273525831754543,0.7556108752147493,1.0635755334556185,2.220152501757628,0.9361653754106397,0.7873154779503337
133,285.0,5.0,20.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.082468612495608,2.310702807345112,0.9402987692027301,0.7953678123921107,1.0623828027823445,2.213105967850452,0.9272777404763155,0.7554346562229622,1.062926575103087,2.2228735081138677,0.9361902655268644,0.7870548130023571
134,268.0,5.0,20.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0819966086125268,2.3064361467901926,0.9404187868635774,0.7957532233963747,1.062360611581609,2.211606091937428,0.9273362372440541,0.7555685344047389,1.0634966593970592,2.220924745699636,0.93619821868537,0.7872414990981685
135,248.0,5.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.081311692219409,2.301701685229661,0.9405509958876541,0.7961782529303831,1.0624926828763688,2.2113058209034158,0.9273816847631111,0.7556150369215187,1.0635793279807064,2.2209128537547613,0.9361666334935059,0.7872426383138801
136,278.0,5.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0810275333598538,2.298580287107626,0.9406212520015986,0.7964578865994189,1.0625685719022158,2.2118944529314457,0.9273519402582082,0.755564719795716,1.063791758558328,2.2215724151269693,0.9361138595694468,0.7871794541429281
137,109.0,5.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.081370834360707,2.3017629602428267,0.9405338685084912,0.7961721185880413,1.0623779796653325,2.210972747532754,0.9273565097817137,0.7556125368084312,1.063526629713568,2.219946170171148,0.9361743103595753,0.787335243950561
