,n_estimators,max_depth,min_samples_split,min_samples_leaf,Cloud,Pressure,Rel-hum,Dew-point,Wind_cos,Wind_sin,Wind_sp,P_lag_1,P_lag_2,P_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
41,274.0,5.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0813473361451031,2.301770322633419,0.9405414895479766,0.7961721704975023,1.062445032441254,2.2113167374006184,0.9273711542883859,0.755614575763079,1.06364105375004,2.2211837652006596,0.9361497426539482,0.7872166857401973
42,281.0,5.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0818025310441095,2.3048914082450045,0.9404577658960284,0.7958925531809076,1.062451828792635,2.211842213353737,0.9273324615398977,0.7555470366017152,1.0635030148678508,2.220922245965935,0.936179895506252,0.7872417385658029
43,279.0,5.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0823386505987198,2.309364114878463,0.9403328988142661,0.7954887514787261,1.0623916910051303,2.2126587989421442,0.9272845726056087,0.7554699875673728,1.0632462770295827,2.222657365869135,0.9361771151758527,0.7870755188367443
44,276.0,5.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.082103827066812,2.3071812849405187,0.9403937758143255,0.7956859562040303,1.0623862942234519,2.2119527440175086,0.9273162758519724,0.7555339916950805,1.0634513115572068,2.22135859747559,0.9361892796363773,0.787199937287646
45,259.0,5.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0820131623201408,2.306408856650283,0.940423713417351,0.7957557327370819,1.0624255376789646,2.2117404985017743,0.9273363200767418,0.7555540026312761,1.0635526108422795,2.221009844508947,0.9361975947694003,0.787233346865576
46,108.0,5.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0814984902840572,2.302594104822494,0.9405092712810856,0.7960979083890789,1.0623808343816585,2.2112253764102126,0.9273456354054277,0.7555859167484924,1.0635164871893712,2.2198173184687238,0.9361795952244396,0.7873475875903442
47,284.0,5.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0823984787322904,2.3100717555376544,0.9403158795183165,0.7954248428064015,1.0623801359191984,2.2129176301305797,0.9272827968381553,0.7554490910924628,1.062992623473743,2.222309698364937,0.9361983258236319,0.7871088244303484
48,280.0,5.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0820176093928615,2.306448964118154,0.9404168769807134,0.7957520924714594,1.0623841013945268,2.2117717488734674,0.9273283670680716,0.7555502139481938,1.0635538560003996,2.2212892064710084,0.936181656552383,0.787206584755616
49,104.0,5.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.081414871538703,2.301704730216437,0.9405304056227136,0.7961774959033515,1.0624126540351992,2.2110060756000975,0.9273498443327832,0.7556136388063401,1.0635932617269135,2.2200322824933187,0.9361703937277747,0.7873269946262155
50,109.0,5.0,12.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0820282909231975,2.3062957006627394,0.9404147575914982,0.7957657502489869,1.0624118710407322,2.2115972014185363,0.9273178157243493,0.7555359579820142,1.0633812814523078,2.219605649572543,0.936224245925784,0.7873678648902059
51,273.0,5.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0819118073613847,2.3056786316051223,0.9404401172293961,0.7958216082018446,1.062414520329336,2.211739352904927,0.9273353551976982,0.7555554237681058,1.0635303575952992,2.2208310947563,0.9361919286381923,0.7872504706017509
52,106.0,5.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0819239706224284,2.3054972547411694,0.9404297308359065,0.7958374780348942,1.0624050068216309,2.211461683413189,0.927314565160456,0.7555526851609067,1.0633725994163634,2.219379456903472,0.9362130551148229,0.7873895335276866
53,105.0,5.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0817380916893125,2.3040801809998106,0.9404702396705718,0.7959649938843709,1.062361195370156,2.211096321160935,0.9273370944567834,0.7555981087716885,1.0633967675589304,2.2194136384865524,0.9362086480279237,0.7873862590257529
54,98.0,5.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0817844728659745,2.304120891561197,0.9404649047307605,0.7959613098890918,1.0623677561496199,2.210758991124293,0.927348695018641,0.7556378272600615,1.0634566662102394,2.219523404284868,0.9361991086813941,0.78737574376325
55,102.0,5.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0817683398972715,2.3040870722898656,0.9404649890897518,0.7959642952281557,1.06237789531038,2.210957453130939,0.9273399289576101,0.7556165696107653,1.0633987548799924,2.219298943684523,0.9362087557017029,0.7873972464732961
56,260.0,5.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0816883976179654,2.304168980353618,0.9404842024863492,0.7959572987978907,1.0624690292242,2.2116319818222987,0.9273532059332921,0.7555741593260468,1.063518072992177,2.220645303784297,0.9361903673463956,0.7872682688674333
57,105.0,5.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0817380916893122,2.3040801809998106,0.9404702396705718,0.7959649938843709,1.062361195370156,2.2110963211609347,0.9273370944567834,0.7555981087716885,1.0633967675589302,2.219413638486552,0.9362086480279237,0.7873862590257529
58,109.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0811993757628788,2.300495598812343,0.9405662520033942,0.7962856627447559,1.062438131376239,2.21127632609455,0.9273474506949669,0.7555893702439136,1.0635795802378767,2.220243251067211,0.9361586487633324,0.7873067844153087
59,97.0,5.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08146575508676,2.301799131369158,0.9405201959087961,0.7961690981818133,1.0624425567422318,2.210966124414425,0.9273456882329504,0.7556208206750085,1.0637616335023523,2.2205901341808434,0.9361382791393018,0.7872735539641701
60,98.0,6.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9732592160202718,1.9053915028901365,0.9518172309113639,0.8313250890254412,0.9863270793685923,1.9753596267933933,0.9349940169381066,0.780517909178513,0.9848502892205951,1.943957522724763,0.9461580970156417,0.8137741996199568
61,104.0,6.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9733837682857491,1.9065188787809066,0.9517835107499257,0.8312241391193032,0.986427636776759,1.975686859167471,0.934982890332513,0.7804825839303798,0.9845759618581248,1.9431799712588986,0.9461753905449937,0.8138486869183543
62,105.0,5.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0813888426254106,2.3016847628638524,0.940532094428369,0.7961793249559361,1.0623817956665202,2.211015956446958,0.9273487397004643,0.7556111129336092,1.0636429872134479,2.220321961771805,0.9361587677141098,0.7872992441456319
63,85.0,6.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9733748988729327,1.905503066555367,0.9518072017597826,0.8313160858119119,0.9862990343936744,1.9756747633566172,0.9349771281065953,0.7805018821712519,0.9849558801204538,1.9437968302266944,0.9461237357387561,0.8137895935206558
64,85.0,6.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9747195362307439,1.9196309123748763,0.9514364019629518,0.8300515006219832,0.9863713877841069,1.9763445184637174,0.9349428934871065,0.7804264507056721,0.9841200934653062,1.9424555015061282,0.9462070668806924,0.8139180891341866
65,72.0,6.0,7.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.974719595391198,1.919741222267278,0.9514345609294182,0.8300424859682283,0.9862477011431763,1.976116130870653,0.9349646172372721,0.7804454320346768,0.9838109083232517,1.9413549238437255,0.9462307459993136,0.8140235214564804
66,75.0,6.0,7.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9735512092588372,1.9070583181523124,0.9517725464836311,0.8311765535332569,0.9862837639448292,1.9760010860555723,0.9349937153966432,0.7804653145281726,0.9846212896254504,1.9423725029808252,0.9461627897274494,0.8139260401653301
67,75.0,6.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9739848898127816,1.9144116562869091,0.9515819315419002,0.8305188797897141,0.9863869091973769,1.976211677267036,0.934964438486152,0.780447723833081,0.9839997753319222,1.9410501832693325,0.9462323110294872,0.814052714767914
