,l1_ratio,Cloud,Pressure,Rel-hum,Dew-point,Wind_cos,Wind_sin,Wind_sp,P_lag_1,P_lag_2,P_lag_3,t_cos,t_sin,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
10,0.997703374653826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09787562383974,2.3896535952574656,0.9380068134612729,0.788362858917663,1.0625713946500086,2.2200220989905564,0.9274392690582274,0.7541423477828999,1.0390616830891313,2.1764997876486425,0.9383484209408641,0.791497288267008
11,0.9998152838548778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978747618400646,2.3896534824299462,0.9380071834775457,0.788362868904531,1.0625708067110804,2.2200234394775364,0.9274396407062397,0.7541421567767372,1.0390601309770613,2.1764988638195732,0.9383487954597919,0.7914973767672998
12,0.9989166461286284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978751281850725,2.389653530294284,0.9380070262253581,0.7883628646678419,1.0625710565818103,2.2200228697031004,0.9274394827606482,0.7541422379612759,1.0390607906158453,2.176499256369101,0.9383486362938278,0.7914973391621314
13,0.9975173732548908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978756999326835,2.3896536052513966,0.9380067807970803,0.7883628580330566,1.0625714465502658,2.2200219806886805,0.9274392362499629,0.7541423646408086,1.0390618201017254,2.17649986922812,0.9383483878792681,0.7914972804519178
14,0.9994147746540382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978749250333406,2.3896535037359214,0.9380071134279417,0.7883628670186421,1.062570918019333,2.220023185650208,0.9274395703477636,0.7541421929429338,1.0390604248219475,2.176499038672743,0.9383487245576388,0.7914973600168456
15,0.999997113731132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978746877938634,2.389653472771108,0.9380072152611182,0.7883628697594788,1.0625707562068354,2.22002355465467,0.9274396726299503,0.7541421403661611,1.0390599976499022,2.1764987844899175,0.9383488276302109,0.7914973843668632
16,0.9937516940001998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978772465749855,2.389653809583695,0.9380061168379581,0.7883628399467479,1.0625725017369296,2.2200195771571978,0.927438569361432,0.7541427071790905,1.039064604980002,2.17650152839187,0.9383477158450454,0.79149712150858
17,0.9999817166740051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978746940629343,2.389653473588664,0.9380072125701899,0.7883628696871131,1.0625707604827426,2.2200235449031016,0.9274396699271577,0.75414214175557,1.039060008937955,2.1764987912061384,0.9383488249065302,0.7914973837234677
18,0.9985919935930644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978752606968658,2.3896535476390146,0.9380069693442171,0.7883628631325823,1.0625711469633314,2.2200226636355254,0.9274394256286661,0.7541422673238773,1.0390610292158817,2.176499398385852,0.9383485787205117,0.7914973255573161
19,0.9997337703271036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.097874795043366,2.389653486762798,0.9380071692253171,0.7883628685210105,1.0625708293578557,2.2200233878320486,0.92743962639117,0.7541421641353011,1.039060190762735,2.1764988993934704,0.9383487810340996,0.7914973733594179
20,0.9998348275137724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.097874753880053,2.3896534813913637,0.9380071868943065,0.7883628689964606,1.0625708012818433,2.2200234518589306,0.9274396441380659,0.7541421550126136,1.039060116644311,2.1764988552913773,0.9383487989181385,0.7914973775842775
21,0.9993510850737396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.097874950996601,2.389653507127944,0.9380071022833172,0.7883628667183991,1.0625709357279376,2.220023145269537,0.9274395591539968,0.7541421986965845,1.0390604715712497,2.176499066493,0.9383487132773826,0.7914973573517412
22,0.9999308995050046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978747147550363,2.389653476287409,0.9380072036883298,0.7883628694482349,1.0625707745960793,2.220023512716672,0.9274396610061365,0.7541421463415185,1.0390600461960324,2.176498813374356,0.9383488159165654,0.7914973815998132
23,0.9990514192439496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978750732006284,2.3896535231021865,0.9380070498274689,0.7883628653044468,1.062571019078902,2.2200229552130395,0.9274395064668386,0.7541422257771039,1.0390606916111518,2.1764991974447936,0.9383486601831593,0.7914973448069185
24,0.9987179171259204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978752092890938,2.3896535409081587,0.9380069914112399,0.7883628637283604,1.0625711118999415,2.2200227435774416,0.9274394477930042,0.7541422559328792,1.039060936651316,2.1764993432889765,0.938348601056059,0.7914973308354456
25,0.9969802260587656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978759198378527,2.389653634164493,0.9380066863980907,0.788362855473833,1.0625715965396665,2.220021638828495,0.9274391414345855,0.7541424133565376,1.0390622160619716,2.176500105015158,0.9383482923318633,0.7914972578641661
26,0.997968295143266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978755155099171,2.389653581039134,0.9380068599634046,0.78836286017619,1.062571320762137,2.220022267419438,0.9274393157654583,0.7541423237822354,1.039061488030976,2.1764996715158986,0.9383484680087785,0.7914972993922065
27,0.9971309531023914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978758581071713,2.3896536260434895,0.9380067128974463,0.7883628561926581,1.0625715544353902,2.220021734789746,0.9274391680508315,0.7541423996817312,1.0390621049099817,2.1765000388222924,0.9383483191535869,0.7914972642052611
28,0.9994202887244416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978749227856675,2.3896535034422994,0.9380071143927453,0.788362867044632,1.0625709164862762,2.2200231891460414,0.9274395713168215,0.7541421924448302,1.0390604207747995,2.176499036264332,0.9383487255341844,0.7914973602475647
29,0.99954632015947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978748714188387,2.389653496733383,0.9380071364416875,0.7883628676384686,1.0625708814508132,2.2200232690386295,0.9274395934629869,0.7541421810613756,1.0390603282839768,2.176498981225223,0.9383487478514703,0.7914973655201605
30,0.996261338807389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978762145163579,2.389653672981196,0.9380065598988414,0.7883628520380005,1.062571797529271,2.2200211807898214,0.9274390143773026,0.7541424786301736,1.0390627466588336,2.1765004210364185,0.9383481642938534,0.7914972275901959
31,0.9963284055816936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.097876187007138,2.3896536693540176,0.9380065717080748,0.7883628523590576,1.0625717787662219,2.2200212235462207,0.9274390262386334,0.7541424725369859,1.0390626971258448,2.1765003915318415,0.9383481762467281,0.7914972304166534
32,0.9961353073723608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978762662214914,2.3896536798006394,0.9380065377026605,0.7883628514343827,1.0625718327954823,2.2200211004284447,0.9274389920831998,0.7541424900824838,1.0390628397588872,2.176500476493576,0.9383481418276941,0.7914972222775523
33,0.996333567389434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978761848900382,2.3896536690749013,0.9380065726169081,0.7883628523837634,1.0625717773222243,2.220021226836764,0.9274390271514761,0.7541424720680534,1.039062693313804,2.176500389261206,0.9383481771666161,0.7914972306341741
34,0.996055493655148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978762989722823,2.3896536841214964,0.9380065236432331,0.7883628510519254,1.0625718551336187,2.2200210495275114,0.9274389779617462,0.7541424973364236,1.0390628987298305,2.1765005116220606,0.9383481275972613,0.7914972189123397
35,0.9985224097520616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978752891097323,2.3896535513602144,0.9380069571478302,0.7883628628032023,1.0625711663427242,2.2200226194528905,0.9274394133784924,0.7541422736195359,1.0390610803759421,2.1764994288385777,0.9383485663757147,0.7914973226400284
36,0.9985446908913806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978752800113423,2.3896535501685254,0.9380069610533692,0.7883628629086841,1.0625711601370398,2.2200226336010154,0.9274394173012552,0.7541422716035431,1.0390610639934277,2.1764994190869116,0.9383485703287776,0.7914973235742113
37,0.9975050329795324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978757049820755,2.3896536059147717,0.9380067786295367,0.7883628579743382,1.0625714499942747,2.220021972838548,0.9274392340728588,0.7541423657594515,1.0390618291936375,2.176499874641752,0.938348385685354,0.7914972799333067
38,0.9997528215027168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978747872826746,2.389653485749975,0.9380071725565293,0.7883628686106599,1.0625708240645677,2.220023399903197,0.9274396297370703,0.7541421624153742,1.0390601767888787,2.176498891078615,0.9383487844058557,0.7914973741559583
39,0.9994750891356028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978749004489914,2.389653500524642,0.938007123980656,0.7883628673028871,1.0625709012512345,2.2200232238867708,0.9274395809470096,0.7541421874948054,1.0390603805555056,2.176499012330519,0.9383487352387827,0.7914973625403584
40,0.9985229163108796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978752889028773,2.38965355133312,0.9380069572366241,0.7883628628056006,1.0625711662016357,2.2200226197745527,0.927439413467678,0.7541422735737017,1.0390610800034799,2.176499428616869,0.9383485664655891,0.7914973226612675
41,0.9977191489147388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978756173878106,2.3896535944103334,0.9380068162308659,0.7883628589926464,1.0625713902493799,2.2200221090216066,0.9274392718400358,0.7541423463534925,1.039061671471818,2.1764997807317226,0.9383484237441534,0.79149728892963
42,0.9995244552904224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978748803294116,2.3896534978969943,0.9380071326168763,0.788362867535472,1.062570887528394,2.220023255179554,0.9274395896213106,0.7541421830360733,1.0390603443283037,2.1764989907726724,0.9383487439801093,0.791497364605541
43,0.9986783664738548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978752254340949,2.389653543021763,0.9380069844809322,0.7883628635412758,1.0625711229118653,2.2200227184708403,0.927439440832134,0.7541422595103338,1.0390609657219205,2.176499360592341,0.9383485940414186,0.7914973291778308
44,0.9999010938287682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978747268925022,2.3896534778706147,0.9380071984784484,0.7883628693080981,1.0625707828746074,2.2200234938370875,0.927439655773284,0.754142149031503,1.0390600680506834,2.1764988263778338,0.938348810643273,0.7914973803541158
45,0.999742458857534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.097874791503968,2.389653486300875,0.9380071707445747,0.7883628685618973,1.0625708269437597,2.2200233933373,0.9274396279171262,0.7541421633508991,1.0390601843897145,2.1764988956013296,0.9383487825718478,0.7914973737226947
46,0.9975965045873691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.097875667556695,2.389653600998508,0.9380067946950458,0.7883628584094984,1.06257142446777,2.2200220310231202,0.9274392502092283,0.7541423574681763,1.0390617618056732,2.176499834517158,0.9383484019463191,0.7914972837771328
47,0.99930945181061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978749679703173,2.389653509345858,0.9380070949974076,0.7883628665220813,1.0625709473050975,2.2200231188706105,0.9274395518359598,0.7541422024580534,1.0390605021340282,2.1764990846810357,0.9383487059028033,0.7914973556093772
48,0.9997378400018284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978747933855177,2.3896534865464325,0.938007169936935,0.788362868540162,1.0625708282270971,2.2200233904106983,0.9274396271059253,0.7541421637678887,1.0390601877776227,2.176498897617236,0.9383487817543784,0.7914973735295763
49,0.999737653137658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978747934616395,2.3896534865563672,0.9380071699042603,0.7883628685392825,1.0625708282790172,2.2200233902922966,0.9274396270731067,0.7541421637847587,1.0390601879146872,2.1764988976987945,0.9383487817213061,0.7914973735217633
50,0.9999507148897364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978747066862153,2.389653475234993,0.9380072071517851,0.7883628695413891,1.0625707690926276,2.220023525267628,0.9274396644848625,0.7541421445532467,1.0390600316673606,2.176498804729888,0.9383488194221756,0.7914973824279297
51,0.9999369474339544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978747122922867,2.3896534759661865,0.9380072047454389,0.7883628694766678,1.062570772916327,2.2200235165474442,0.9274396620679065,0.7541421457957064,1.0390600417616205,2.176498810735904,0.9383488169865409,0.7914973818525697
52,0.9998208641772034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.097874759567202,2.3896534821333884,0.938007184453151,0.7883628689307806,1.0625708051608427,2.2200234430128534,0.9274396416861468,0.7541421562730186,1.0390601268845585,2.176498861384469,0.9383487964472713,0.7914973770005761
53,0.9997430251014128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978747912733022,2.389653486270772,0.938007170843586,0.7883628685645618,1.062570826786431,2.2200233936960823,0.927439628016574,0.754142163299779,1.0390601839743796,2.176498895354193,0.9383487826720641,0.7914973737463696
54,0.9999459091698604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.097874708643074,2.3896534754902206,0.9380072063118244,0.7883628695187976,1.0625707704273304,2.2200235222237525,0.9274396636411983,0.7541421449869408,1.0390600351908694,2.176498806826349,0.9383488185719915,0.7914973822270943
55,0.9999705487204172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978746986102026,2.3896534741817015,0.9380072106183255,0.7883628696346207,1.0625707635842705,2.2200235378298254,0.9274396679666873,0.7541421427633751,1.0390600171257396,2.176498796077767,0.9383488229309087,0.7914973832567791
56,0.999831070655099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978747554101744,2.3896534815910018,0.9380071862375163,0.7883628689787898,1.0625708023254838,2.2200234494789006,0.9274396434783798,0.7541421553517246,1.039060119399438,2.176498856930714,0.9383487982533545,0.7914973774272336
57,0.9998590527554928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0978747440136927,2.3896534801041347,0.9380071911293476,0.788362869110399,1.0625707945523548,2.220023467205627,0.92743964839178,0.7541421528259908,1.0390600988789993,2.1764988447208267,0.9383488032047248,0.7914973785969073
58,0.9998828588281596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.097874734318514,2.38965347883933,0.9380071952909075,0.7883628692223527,1.0625707879396225,2.2200234822861358,0.9274396525716889,0.7541421506772976,1.0390600814219169,2.1764988343337524,0.938348807416936,0.7914973795919605
59,0.9999664865311008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0300903670627333,2.1409759210919894,0.9453669489150487,0.810392247983205,0.9880912677162212,1.9527414244786758,0.937280702756774,0.784714307027267,0.971599458689989,1.9554624121323678,0.9457039331393702,0.8126720627609106
60,0.999931744601781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.030090373453814,2.140975921973291,0.9453669457904419,0.8103922479051925,0.9880912689092913,1.952741400330251,0.9372807001069737,0.7847143101936326,0.9715994716159339,1.9554624252195023,0.9457039298737983,0.8126720615071991
61,0.9999669442759423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03009036697853,2.1409759210803787,0.9453669489562158,0.8103922479842325,0.9880912677005024,1.952741424796835,0.9372807027916854,0.7847143069855496,0.9715994585196884,1.955462411959944,0.9457039331823944,0.8126720627774284
62,0.999911395213892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03009037719747,2.1409759224895897,0.945366943960164,0.81039224785949,0.9880912696081523,1.952741386185092,0.9372806985548189,0.7847143120483614,0.9715994791874626,1.9554624328854906,0.9457039279609488,0.8126720607728184
63,0.999956584971505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0300903688841658,2.1409759213431427,0.9453669480245483,0.8103922479609729,0.9880912680562403,1.9527414175964535,0.9372807020015919,0.7847143079296706,0.9715994623738328,1.9554624158621412,0.9457039322086952,0.8126720624036086
64,0.9999947684765118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0300903618603545,2.140975920374708,0.9453669514584975,0.8103922480466982,0.988091266745063,1.9527414441357753,0.937280704913726,0.7847143044498106,0.9715994481681818,1.9554624014794153,0.9457039357975663,0.8126720637814343
65,0.9999851654443036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03009036362677,2.140975920618244,0.9453669505948951,0.8103922480251406,0.9880912670748092,1.9527414374613912,0.9372807041813549,0.7847143053249616,0.9715994517407568,1.9554624050965128,0.9457039348950025,0.8126720634349263
66,0.9999943216759036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0300903619425397,2.1409759203860386,0.945366951418317,0.8103922480456953,0.9880912667604049,1.9527414438252384,0.9372807048796513,0.7847143044905285,0.9715994483344017,1.9554624016477067,0.945703935755573,0.8126720637653124
67,0.9999546823965392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0300903692341563,2.1409759213914032,0.9453669478534374,0.810392247956701,0.9880912681215757,1.9527414162740264,0.9372807018564825,0.7847143081030684,0.9715994630816881,1.9554624165788228,0.9457039320298648,0.8126720623349525
68,0.9999072489458078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0300903779602733,2.140975922594796,0.9453669435872283,0.8103922478501773,0.9880912697505521,1.952741383302896,0.9372806982385531,0.7847143124262783,0.971599480730229,1.9554624344475082,0.9457039275711885,0.8126720606231814
69,0.9999748469950718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0300903655248201,2.1409759208799386,0.9453669496669361,0.8103922480019756,0.9880912674291292,1.9527414302896422,0.9372807033944065,0.7847143062653276,0.9715994555795617,1.9554624089831656,0.9457039339251789,0.8126720630625957
70,0.99999975518121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0300903609430958,2.1409759202482506,0.9453669519069462,0.8103922480578922,0.9880912665738335,1.952741447601633,0.9372807052940293,0.7847143039953643,0.9715994463130263,1.955462399601143,0.9457039362662467,0.8126720639613676
71,0.999982553414434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.030090364107242,2.140975920684488,0.9453669503599917,0.8103922480192768,0.9880912671645015,1.952741435645935,0.9372807039821468,0.7847143055630058,0.9715994527125108,1.9554624060803782,0.9457039346495015,0.8126720633406747
