,colsample_bytree,learning_rate,max_depth,alpha,n_estimators,Cloud,Pressure,Rel-hum,Dew-point,Wind_cos,Wind_sin,Wind_sp,P_lag_1,P_lag_2,P_lag_3,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
0,0.7529338298769368,0.2158363624647176,4.0,1.0,179.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.314613830012554,211.08970493600862,0.9771885621354016,0.915719989920965,15.80872296417937,464.355973403685,0.9319390815635661,0.7444604692369766,17.094485590356026,509.0630814103221,0.9538506146218603,0.835979752536497
1,0.6460103293884547,0.0963023788262514,1.0,2.0,279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.16719438356551,229.91194586550762,0.9753992413445559,0.9087181508942173,9.905984851861465,222.42129624133267,0.9685184371571807,0.884703749434887,11.546967047449533,250.59205383474966,0.9775141272071142,0.919259179886916
2,0.9515496014557652,0.0779406111981357,1.0,1.0,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.19584213024599,231.36327122923257,0.9751917832608372,0.9081548703344131,9.887466744385431,221.07041719108236,0.9686668397298189,0.8855844074627388,11.564097802360516,250.21782100359033,0.9775432797477178,0.919379757795268
3,0.5481425217451952,0.0844753014995238,1.0,1.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.243465552983356,233.30046701906628,0.9748670357610972,0.9073950835153443,9.920174628664107,220.83065585585535,0.9685821222049078,0.8856157654828827,11.616202732966498,249.030359011112,0.9775183414871136,0.9197623583353036
4,0.1600164502332281,0.1013320446175574,1.0,1.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.172607397457169,230.1080979421276,0.97537185962647,0.9086449911533134,9.892645486549332,222.02786887035063,0.9685776282200819,0.8849645688492949,11.555577003935467,250.63629325105887,0.9775081941248055,0.9192449259363238
5,0.9476196204594508,0.0590681738963074,1.0,1.0,293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.213201173871393,232.1475308756269,0.9750592872838948,0.9078483615963924,9.884957341092266,220.13532845241448,0.9687694611537507,0.8861233449775474,11.587548680971153,249.55032930318112,0.9775420860797741,0.9195948237819384
6,0.3730587072722239,0.1074487079944477,1.0,2.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.17719414053676,230.0700937233118,0.9753830211314737,0.9086582275278761,9.88328722770762,221.95382714814878,0.9686081745080637,0.8849175908574116,11.586566255140172,251.8222609592628,0.977401153250434,0.9188628068550414
7,0.9748074598237232,0.0770322727866507,1.0,2.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.233230399241902,232.93170835280296,0.974937476453118,0.9075392671731166,9.88914652109439,220.2223643548089,0.9687129443593641,0.8859697215597921,11.626213252619124,249.51405635281606,0.9775047225237663,0.9196065109352841
8,0.0457672322440602,0.104338784650463,1.0,3.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.248183861536086,233.2440938017195,0.9749143311795745,0.9074178360550291,9.892808289542796,220.2644314657121,0.9686856079765587,0.885732899997524,11.618712291663192,249.55524582430346,0.9775214360687435,0.9195932396776483
9,0.2010796600449196,0.1106149555121364,1.0,1.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.158718400928365,229.02863796903347,0.9755175398911782,0.9090674598929903,9.874562172784628,222.68513310743313,0.968536862744044,0.8845682624120592,11.56552242659436,251.80231956099905,0.9773921198823906,0.9188692319783658
