,P_lag_1,P_lag_2,P_lag_3,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
34,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
35,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
37,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
40,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
42,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
43,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
44,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
47,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
50,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
54,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
55,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
57,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
61,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
62,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
64,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
66,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
70,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
71,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
72,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
73,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
75,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.091025908593949,279.3026832556693,0.9699649547317489,0.8891497732662033,9.784006586804992,206.9690709602161,0.9701254074006426,0.8900525379153916,10.56765458109712,214.59223826753657,0.9812916271662954,0.9308583291350134
77,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.735566847396093,258.88987434391294,0.9723829407206788,0.8974242212693514,9.573625165351666,198.59870180979328,0.9728099390989261,0.8962883514735069,10.156537246577013,204.464891352978,0.9819855014482438,0.9341213627505581
78,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.735566847396093,258.88987434391294,0.9723829407206788,0.8974242212693514,9.573625165351666,198.59870180979328,0.9728099390989261,0.8962883514735069,10.156537246577013,204.464891352978,0.9819855014482438,0.9341213627505581
79,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.735566847396093,258.88987434391294,0.9723829407206788,0.8974242212693514,9.573625165351666,198.59870180979328,0.9728099390989261,0.8962883514735069,10.156537246577013,204.464891352978,0.9819855014482438,0.9341213627505581
80,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.735566847396093,258.88987434391294,0.9723829407206788,0.8974242212693514,9.573625165351666,198.59870180979328,0.9728099390989261,0.8962883514735069,10.156537246577013,204.464891352978,0.9819855014482438,0.9341213627505581
81,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.735566847396093,258.88987434391294,0.9723829407206788,0.8974242212693514,9.573625165351666,198.59870180979328,0.9728099390989261,0.8962883514735069,10.156537246577013,204.464891352978,0.9819855014482438,0.9341213627505581
82,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.735566847396093,258.88987434391294,0.9723829407206788,0.8974242212693514,9.573625165351666,198.59870180979328,0.9728099390989261,0.8962883514735069,10.156537246577013,204.464891352978,0.9819855014482438,0.9341213627505581
83,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.735566847396093,258.88987434391294,0.9723829407206788,0.8974242212693514,9.573625165351666,198.59870180979328,0.9728099390989261,0.8962883514735069,10.156537246577013,204.464891352978,0.9819855014482438,0.9341213627505581
84,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.735566847396093,258.88987434391294,0.9723829407206788,0.8974242212693514,9.573625165351666,198.59870180979328,0.9728099390989261,0.8962883514735069,10.156537246577013,204.464891352978,0.9819855014482438,0.9341213627505581
85,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.735566847396093,258.88987434391294,0.9723829407206788,0.8974242212693514,9.573625165351666,198.59870180979328,0.9728099390989261,0.8962883514735069,10.156537246577013,204.464891352978,0.9819855014482438,0.9341213627505581
86,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.735566847396093,258.88987434391294,0.9723829407206788,0.8974242212693514,9.573625165351666,198.59870180979328,0.9728099390989261,0.8962883514735069,10.156537246577013,204.464891352978,0.9819855014482438,0.9341213627505581
87,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.735566847396093,258.88987434391294,0.9723829407206788,0.8974242212693514,9.573625165351666,198.59870180979328,0.9728099390989261,0.8962883514735069,10.156537246577013,204.464891352978,0.9819855014482438,0.9341213627505581
88,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.735566847396093,258.88987434391294,0.9723829407206788,0.8974242212693514,9.573625165351666,198.59870180979328,0.9728099390989261,0.8962883514735069,10.156537246577013,204.464891352978,0.9819855014482438,0.9341213627505581
89,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.735566847396093,258.88987434391294,0.9723829407206788,0.8974242212693514,9.573625165351666,198.59870180979328,0.9728099390989261,0.8962883514735069,10.156537246577013,204.464891352978,0.9819855014482438,0.9341213627505581
90,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.735566847396093,258.88987434391294,0.9723829407206788,0.8974242212693514,9.573625165351666,198.59870180979328,0.9728099390989261,0.8962883514735069,10.156537246577013,204.464891352978,0.9819855014482438,0.9341213627505581
91,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.735566847396093,258.88987434391294,0.9723829407206788,0.8974242212693514,9.573625165351666,198.59870180979328,0.9728099390989261,0.8962883514735069,10.156537246577013,204.464891352978,0.9819855014482438,0.9341213627505581
92,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.735566847396093,258.88987434391294,0.9723829407206788,0.8974242212693514,9.573625165351666,198.59870180979328,0.9728099390989261,0.8962883514735069,10.156537246577013,204.464891352978,0.9819855014482438,0.9341213627505581
93,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.735566847396093,258.88987434391294,0.9723829407206788,0.8974242212693514,9.573625165351666,198.59870180979328,0.9728099390989261,0.8962883514735069,10.156537246577013,204.464891352978,0.9819855014482438,0.9341213627505581
94,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.735566847396093,258.88987434391294,0.9723829407206788,0.8974242212693514,9.573625165351666,198.59870180979328,0.9728099390989261,0.8962883514735069,10.156537246577013,204.464891352978,0.9819855014482438,0.9341213627505581
95,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.735566847396093,258.88987434391294,0.9723829407206788,0.8974242212693514,9.573625165351666,198.59870180979328,0.9728099390989261,0.8962883514735069,10.156537246577013,204.464891352978,0.9819855014482438,0.9341213627505581
96,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,10.666607128319539,254.94949415062638,0.9728253014049087,0.8989699329568994,9.546046685782597,198.30193346171978,0.9733090887322452,0.8982520015760496,9.925139860761028,196.90362983099521,0.9826578271672166,0.9365576030344459
