,n_estimators,max_depth,min_samples_split,min_samples_leaf,Cloud,Pressure,Rel-hum,Dew-point,Wind_cos,Wind_sin,Wind_sp,P_lag_1,P_lag_2,P_lag_3,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
72,288.0,8.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.770865637156529,81.71330269021271,0.9915648195820714,0.9675410846483588,8.098895204904242,151.54538600652793,0.9794854307300571,0.9213575651070387,8.669934250294158,147.7563031512856,0.9878381834205503,0.9523928835302201
73,291.0,8.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.767689870941532,81.68364225595985,0.9915684268900731,0.9675551796364337,8.101327402545335,151.49810647777616,0.9794856975495166,0.9213653988805399,8.664773604921875,147.63027302486512,0.9878478380836919,0.9524334904673134
74,290.0,8.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.767983006423214,81.67122262613906,0.9915693382156276,0.9675590069388547,8.099853081653254,151.49712194415645,0.9794865948182525,0.9213674513501415,8.667568354491983,147.70669273400765,0.9878426566444956,0.9524088680186182
75,287.0,8.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77074793402777,81.70497415922749,0.9915653082565723,0.9675438678855435,8.097872229275135,151.5223099032802,0.9794874763913775,0.9213711768574067,8.66689398548001,147.64753436025353,0.9878467013761932,0.952427928860893
76,289.0,8.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7694727479621974,81.68400272626255,0.9915678351328778,0.9675526745134688,8.097691621531292,151.51099488135776,0.9794885280895551,0.9213722975053333,8.668310180666172,147.74259455711461,0.9878404718014949,0.9523973004425644
77,289.0,8.0,6.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7694727479621974,81.68400272626256,0.9915678351328778,0.9675526745134688,8.097691621531292,151.5109948813578,0.9794885280895551,0.9213722975053333,8.668310180666172,147.74259455711464,0.9878404718014949,0.9523973004425644
78,289.0,8.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7694727479621974,81.68400272626255,0.9915678351328778,0.9675526745134688,8.097691621531292,151.51099488135776,0.9794885280895551,0.9213722975053333,8.668310180666172,147.74259455711464,0.9878404718014949,0.9523973004425644
79,289.0,8.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7694727479621974,81.68400272626258,0.9915678351328778,0.9675526745134688,8.097691621531292,151.51099488135776,0.9794885280895551,0.9213722975053333,8.668310180666174,147.7425945571147,0.9878404718014949,0.9523973004425644
80,293.0,8.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.766394358083678,81.68743684309521,0.9915683129414854,0.9675544025804789,8.099636469056794,151.47865769066894,0.9794892253281429,0.9213778788836544,8.66328585539887,147.6392550558586,0.9878490517784037,0.9524305964547636
81,293.0,8.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.766394358083678,81.6874368430952,0.9915683129414854,0.9675544025804789,8.099636469056795,151.47865769066897,0.9794892253281429,0.9213778788836544,8.66328585539887,147.6392550558586,0.9878490517784037,0.9524305964547636
82,287.0,8.0,6.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77074793402777,81.70497415922749,0.9915653082565723,0.9675438678855435,8.097872229275133,151.5223099032802,0.9794874763913775,0.9213711768574067,8.66689398548001,147.64753436025356,0.9878467013761932,0.952427928860893
83,261.0,8.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9734003180575295,56.56901569919113,0.9941715772833392,0.9774599954383862,7.9350732929193235,146.58295443383628,0.979646101109399,0.9223560215711657,8.675324085398747,151.89435783771756,0.9876025886759467,0.9510596013133961
84,268.0,7.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.462217144270416,65.86535187735373,0.9931941962691755,0.9737507635504974,7.946488413843045,146.56769252352166,0.9796487556299867,0.922461120984152,8.717110432739329,151.96671200472082,0.9875627665996272,0.9510362887833574
85,294.0,8.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9708921112990865,56.68391218157281,0.9941603157034843,0.9774166959043598,7.928111541047508,146.19847912206112,0.9797167759461096,0.9226429133948744,8.665356192655317,151.64765673930214,0.9876258692938888,0.9511390884667357
86,273.0,7.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.463304387313793,65.85164043899235,0.9931947642375927,0.9737560802248499,7.9483576478944435,146.6037845487531,0.9796436387902842,0.9224578107548327,8.7281309736896,152.2616166946565,0.9875386805170092,0.9509412704212178
87,275.0,8.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9743219906921885,56.59977770865276,0.9941681124972664,0.977446550061714,7.9255977791724215,146.39803640442736,0.9796822490132857,0.9225026807296767,8.682179008863777,152.14963328036126,0.9875845783077016,0.9509773515042804
88,274.0,8.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.974280507026613,56.54474155750472,0.994173661383637,0.9774684063430794,7.9258715303315475,146.38409217403975,0.979684803033259,0.9225127378363189,8.684094483972565,152.1773259580012,0.9875816360929921,0.9509684289168737
89,280.0,7.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.46196598161242,65.90229104041607,0.9931896038031613,0.9737358666743927,7.949699308477783,146.51627266182535,0.9796541123747787,0.9225041958105715,8.724508218045438,152.30082775163194,0.9875362035155822,0.9509286366092143
90,275.0,8.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9743219906921885,56.599777708652766,0.9941681124972664,0.977446550061714,7.92559777917242,146.39803640442736,0.9796822490132857,0.9225026807296767,8.682179008863777,152.1496332803613,0.9875845783077016,0.9509773515042804
91,270.0,8.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97452793869327,56.55208254743695,0.9941731579451172,0.9774654374697296,7.9330061537331025,146.48983911757807,0.9796732067315216,0.9224536691314773,8.681888517271242,152.1032672341191,0.9875877358486168,0.9509922906555492
92,274.0,8.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.974280507026614,56.54474155750472,0.994173661383637,0.9774684063430794,7.9258715303315475,146.38409217403978,0.979684803033259,0.9225127378363189,8.684094483972563,152.17732595800118,0.9875816360929921,0.9509684289168737
93,278.0,8.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.974182073387287,56.59413519278771,0.9941687455947653,0.9774484629031017,7.9280918562122125,146.35260335676824,0.9796883065079367,0.9225246962649534,8.676672468031875,152.0159270019814,0.9875937908375055,0.9510204316993842
94,274.0,8.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.974280507026613,56.54474155750472,0.994173661383637,0.9774684063430794,7.925871530331548,146.38409217403978,0.9796848030332589,0.9225127378363189,8.684094483972563,152.1773259580012,0.9875816360929921,0.9509684289168737
95,272.0,8.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.974612291653797,56.56802744788966,0.9941714478822987,0.9774589912614042,7.930692632209578,146.44881330622488,0.9796795941389695,0.9224833156339882,8.684964374959936,152.15857880365698,0.9875815736524205,0.9509744692545196
96,293.0,8.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.970568855112742,56.66633495317151,0.9941619310505356,0.9774229282518028,7.926669542028329,146.1986436648113,0.9797174596188547,0.9226449775083867,8.667767374119178,151.72648786156046,0.9876200553205219,0.9511136890601537
97,274.0,8.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.974280507026613,56.54474155750473,0.994173661383637,0.9774684063430794,7.9258715303315475,146.38409217403975,0.979684803033259,0.9225127378363189,8.684094483972563,152.1773259580012,0.9875816360929921,0.9509684289168737
98,294.0,8.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9708921112990865,56.68391218157281,0.9941603157034843,0.9774166959043598,7.928111541047507,146.1984791220611,0.9797167759461096,0.9226429133948744,8.665356192655317,151.64765673930214,0.9876258692938888,0.9511390884667357
99,292.0,8.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.971541247917996,56.708697367690604,0.9941575767415304,0.9774056074025905,7.929516584906709,146.26317625537536,0.9797089720207186,0.9226129058254796,8.666701702205927,151.6792569613281,0.9876230106221063,0.9511289068675864
100,286.0,13.0,4.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.89554846813793,1778.4069004707126,0.5893131149394059,0.294591029169108,39.42910876932627,2267.8602507320675,0.3467422065050586,-0.2827474177989613,49.54021883154899,3298.6803230736405,0.2791004624536093,-0.06283559474512623
101,295.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.177740162847392,233.30282457695546,0.975096989210557,0.9073113826501148,9.90512464548497,219.6666392834564,0.9688944649382667,0.8852684061968443,11.62016009388397,244.02407328956394,0.9780524659471734,0.9213753848007987
102,291.0,4.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.206075202934485,236.34602384295738,0.9747677072317097,0.9061273725649636,9.89409849672515,218.82067100815402,0.9690517728694028,0.8861655636290213,11.5860547474808,242.06528762499698,0.9782453622513507,0.9220065060137929
103,286.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2076102505163,236.286423139525,0.9747754973102607,0.9061494013010851,9.896878310577874,218.98946716842946,0.9690292919966483,0.8860640313148618,11.59061175973578,242.22174096614793,0.9782302184762323,0.9219560967095844
104,72.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.194993217523958,236.87111166224184,0.974765218590983,0.905920554075668,9.893653865431824,218.44345535137057,0.9690568446218892,0.885951738235452,11.536816979974468,240.85943967953932,0.9783515355382264,0.9223950305123076
105,165.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.206356483848028,236.32799765504868,0.9747790570432805,0.9061278361311091,9.90627616472005,219.14729739606906,0.9689688086407366,0.8858617585754819,11.579276714857413,242.54231966869597,0.9781716023290742,0.9218528061743962
106,65.0,4.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.190477324655987,236.7189112770845,0.9747958565959585,0.9059844042705503,9.90059898872657,218.50378545158534,0.9690404449572123,0.8858232849970773,11.54711640906109,240.9323893864742,0.9783403616769685,0.9223715260991596
107,197.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.210452128635586,236.1969243904707,0.9747753850440685,0.9061809160477838,9.898667290238516,219.1510828644041,0.9689709275959901,0.8859597202908577,11.592519764896078,242.46000431583278,0.9781843379619518,0.9218793282009184
108,295.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.206538903290332,236.3561010316223,0.9747682648687345,0.9061239923432607,9.893082010102853,218.82114181535766,0.9690522752835191,0.8861583668317421,11.583788320282595,241.96716927300233,0.9782578841357391,0.9220381197704423
109,292.0,4.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.205968402092335,236.35146602189076,0.9747682540879068,0.9061249157090087,9.893172079534779,218.78619618557627,0.9690561399100555,0.88618053186599,11.588341694014703,242.14557734980326,0.9782367254469317,0.9219806366451185
110,293.0,4.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.206439135615812,236.3483268559409,0.9747673439773497,0.9061262856083582,9.893045287330715,218.79341981653312,0.9690568497825383,0.8861808798229114,11.586688302392464,242.08680058092781,0.9782428249282791,0.9219995745342096
111,293.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.206439135615812,236.3483268559409,0.9747673439773497,0.9061262856083582,9.893045287330713,218.7934198165331,0.9690568497825383,0.8861808798229114,11.586688302392464,242.08680058092781,0.9782428249282791,0.9219995745342096
112,295.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.206538903290332,236.3561010316223,0.9747682648687345,0.9061239923432607,9.893082010102853,218.82114181535766,0.9690522752835189,0.8861583668317421,11.583788320282595,241.9671692730024,0.9782578841357391,0.9220381197704421
113,293.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.206439135615812,236.3483268559409,0.9747673439773497,0.9061262856083582,9.893045287330713,218.79341981653306,0.9690568497825383,0.8861808798229114,11.586688302392464,242.08680058092787,0.9782428249282791,0.9219995745342094
114,292.0,4.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.205968402092335,236.35146602189076,0.9747682540879068,0.9061249157090087,9.893172079534779,218.78619618557627,0.9690561399100555,0.88618053186599,11.588341694014703,242.14557734980326,0.9782367254469317,0.9219806366451185
115,291.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.206075202934485,236.34602384295738,0.9747677072317097,0.9061273725649636,9.89409849672515,218.82067100815408,0.9690517728694028,0.8861655636290213,11.5860547474808,242.06528762499698,0.9782453622513507,0.9220065060137929
116,294.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.206290528011841,236.34648443787376,0.9747683505084819,0.9061275522520662,9.892963314119168,218.8010549680858,0.9690543046353968,0.8861711399744998,11.584883646724029,242.01665196905054,0.9782512074093419,0.9220221764338551
117,294.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.206290528011841,236.34648443787376,0.9747683505084819,0.9061275522520662,9.89296331411917,218.8010549680858,0.9690543046353968,0.8861711399744998,11.584883646724032,242.0166519690506,0.9782512074093419,0.9220221764338551
118,292.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.177258258289523,233.28986780882036,0.9750978834301376,0.9073153083042014,9.905112805754225,219.62182139864083,0.9688989450134382,0.8852875809015561,11.624983813910342,244.23137349937372,0.9780284302497433,0.9213085926232595
119,294.0,4.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.206290528011841,236.3464844378738,0.9747683505084819,0.9061275522520662,9.892963314119168,218.8010549680858,0.9690543046353968,0.8861711399744998,11.584883646724032,242.0166519690506,0.9782512074093419,0.9220221764338551
120,296.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.206317521413276,236.35682212933136,0.9747663769242902,0.9061238136812462,9.893510216906122,218.83716978320462,0.9690499894995068,0.8861542108656758,11.580971333561806,241.8173640145383,0.9782744275648715,0.9220863870608074
121,294.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.206290528011841,236.3464844378738,0.9747683505084819,0.9061275522520662,9.892963314119168,218.8010549680858,0.9690543046353968,0.8861711399744998,11.584883646724029,242.0166519690506,0.9782512074093419,0.9220221764338551
122,272.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.209771922414426,236.30662980625368,0.974777750107881,0.9061428980699602,9.89676596907454,218.91816543444185,0.9690293788780333,0.8860754701670515,11.599741427179834,242.38066105480198,0.9782051759908511,0.9219048926187363
123,295.0,4.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.206538903290332,236.3561010316223,0.9747682648687345,0.9061239923432607,9.893082010102853,218.82114181535766,0.9690522752835191,0.8861583668317421,11.583788320282597,241.9671692730024,0.9782578841357391,0.9220381197704421
124,274.0,4.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.209666340657417,236.33582601853215,0.9747738946119693,0.9061306239304867,9.896214690916333,218.85664236335396,0.9690396021885765,0.8861107570733519,11.597841076198096,242.321610157302,0.9782121653987622,0.9219239188321362
125,295.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.206538903290332,236.3561010316223,0.9747682648687345,0.9061239923432607,9.893082010102853,218.82114181535763,0.9690522752835191,0.8861583668317421,11.583788320282594,241.96716927300238,0.9782578841357391,0.9220381197704423
126,293.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.206439135615813,236.3483268559409,0.9747673439773497,0.9061262856083582,9.893045287330711,218.7934198165331,0.9690568497825383,0.8861808798229114,11.586688302392464,242.08680058092787,0.9782428249282791,0.9219995745342094
127,293.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.206439135615812,236.3483268559409,0.9747673439773497,0.9061262856083582,9.893045287330715,218.79341981653312,0.9690568497825383,0.8861808798229114,11.58668830239246,242.08680058092787,0.9782428249282791,0.9219995745342094
128,289.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.177782634567112,233.26849702265577,0.9750987994478311,0.9073238865204469,9.905444730008767,219.72160368174505,0.9688874240913383,0.885235310164113,11.623905721805222,244.18011823197872,0.9780350429505545,0.9213251070827615
129,293.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.206439135615813,236.3483268559409,0.9747673439773497,0.9061262856083582,9.893045287330713,218.79341981653312,0.9690568497825383,0.8861808798229116,11.586688302392464,242.08680058092787,0.9782428249282791,0.9219995745342094
130,292.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.205968402092335,236.3514660218908,0.9747682540879068,0.9061249157090087,9.893172079534779,218.78619618557633,0.9690561399100555,0.88618053186599,11.588341694014701,242.14557734980326,0.9782367254469317,0.9219806366451185
131,294.0,4.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.206290528011841,236.34648443787376,0.9747683505084819,0.9061275522520662,9.892963314119168,218.8010549680858,0.9690543046353968,0.8861711399744998,11.584883646724032,242.01665196905063,0.9782512074093419,0.9220221764338551
132,266.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.180363679152798,233.25861356921808,0.9751031142799843,0.9073265671187659,9.90760396704107,219.76084289679997,0.9688760242562194,0.8851982670871776,11.631222915158423,244.34951091681197,0.9780049647759518,0.9212705287189016
133,284.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.207856647010255,236.28284616136688,0.974774690357803,0.9061503533482265,9.897034240272783,219.04568150831318,0.9690234956047437,0.8860350553054674,11.596127888750669,242.36262260016014,0.978213418423919,0.9219107046131674
134,266.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.180363679152796,233.25861356921808,0.9751031142799843,0.9073265671187659,9.907603967041071,219.7608428968,0.9688760242562194,0.8851982670871776,11.631222915158423,244.349510916812,0.9780049647759518,0.9212705287189016
135,157.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.178716407648981,233.23215256937198,0.9751160752300743,0.9073346539437749,9.911491779872323,219.951476707021,0.9688234876393189,0.8849932952778865,11.60102241631611,244.18378807049956,0.9780311640300537,0.921323924659906
136,268.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.365313894763567,121.56154758044454,0.9873163771082923,0.9517344439920425,8.491019737035783,160.25075772507543,0.9776300102425124,0.915066351319351,9.604429006149081,172.97794935700227,0.9854236342570972,0.9442664630468536
137,271.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.366112560637351,121.59902765872454,0.9873117768409088,0.9517190575714003,8.494011103490468,160.3143866023408,0.9776203779589818,0.9150375310250772,9.608566560077879,173.28875889799318,0.9853984060011491,0.9441663201378724
138,266.0,5.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.366280102050973,121.58325285407153,0.9873135374722781,0.9517251471977464,8.496106295980407,160.33771142451204,0.9776148658808685,0.9150150267265378,9.604206333565159,173.08681564066802,0.9854180077439196,0.9442313863040306
139,262.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.367144036481334,121.5444383426857,0.9873174903053785,0.9517417155042357,8.494752077383879,160.34654362763484,0.9776118368603695,0.9150153434928896,9.59789172895951,173.1137016471603,0.9854123385197147,0.9442227236262619
140,272.0,5.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.367187334662486,121.63237772349582,0.9873081812309529,0.9517057095345957,8.493147808731178,160.29113512378487,0.9776254941584026,0.9150524947864467,9.609060346960568,173.34566012427544,0.9853921768488397,0.9441479865490567
141,268.0,5.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.365313894763567,121.56154758044454,0.9873163771082923,0.9517344439920425,8.491019737035783,160.2507577250754,0.9776300102425124,0.915066351319351,9.604429006149083,172.97794935700225,0.9854236342570973,0.9442664630468536
142,232.0,5.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.369606090068238,121.55819841419887,0.9873156197225724,0.951734554617234,8.493298402278384,160.45268395220108,0.9775979640740717,0.9149537892997373,9.604719471570125,173.70449191069522,0.985370909475347,0.9440323708610299
143,263.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.366569220850203,121.57925491181825,0.9873143682149739,0.9517286893940373,8.493097382309847,160.28345331214018,0.977622097551669,0.9150458288624818,9.603261673630618,173.2255132233315,0.9854028250432078,0.9441866979094842
144,272.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.367187334662485,121.63237772349584,0.9873081812309529,0.9517057095345957,8.49314780873118,160.2911351237849,0.9776254941584026,0.9150524947864467,9.609060346960568,173.3456601242754,0.9853921768488397,0.9441479865490567
145,275.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.365997192571143,121.67972652242,0.9873032676534781,0.9516873635183905,8.49219459464026,160.2550750819416,0.9776306370996888,0.9150648797335443,9.609594140393778,173.42831986125762,0.9853866054868955,0.9441213535618884
146,293.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.362724169322442,121.80865512194742,0.9872921377775925,0.951638093545612,8.491230847146149,160.14348264200947,0.977644629986293,0.9151279262312624,9.600426928125001,173.00536116843267,0.9854236671786634,0.9442576309546071
