,n_estimators,max_depth,min_samples_split,min_samples_leaf,Cloud,Pressure,Rel-hum,Dew-point,Wind_cos,Wind_sin,Wind_sp,P_lag_1,P_lag_2,P_lag_3,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
36,292.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.363879010283947,121.82487843275621,0.987290234444782,0.9516314197004578,8.492751574292932,160.12964565783057,0.9776448945473112,0.9151289635617645,9.60101853017976,173.06987039576757,0.9854165722884372,0.9442368460660197
37,293.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3627241693224414,121.8086551219474,0.9872921377775925,0.951638093545612,8.491230847146149,160.14348264200947,0.977644629986293,0.9151279262312624,9.600426928125,173.00536116843264,0.9854236671786634,0.9442576309546071
38,294.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.362940622669219,121.8056415667069,0.9872924956878288,0.9516396876509404,8.491957048538296,160.16370632674398,0.9776425086261044,0.9151181997792189,9.59740197134788,172.89683686775865,0.9854320319385392,0.9442925975104278
39,268.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.365313894763567,121.56154758044454,0.9873163771082923,0.9517344439920425,8.491019737035783,160.25075772507543,0.9776300102425124,0.915066351319351,9.604429006149083,172.97794935700227,0.9854236342570973,0.9442664630468536
40,293.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3627241693224414,121.80865512194742,0.9872921377775925,0.951638093545612,8.491230847146149,160.14348264200947,0.977644629986293,0.9151279262312624,9.600426928125003,173.00536116843267,0.9854236671786634,0.9442576309546071
41,289.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.364884708446768,121.77530319939159,0.987295131386384,0.951650189470082,8.491765698022995,160.18104410278633,0.9776424712306424,0.9151163674402185,9.606300197453264,173.22275988045772,0.9854056325891078,0.9441875850372214
42,289.0,5.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.364884708446768,121.77530319939159,0.987295131386384,0.951650189470082,8.491765698022995,160.1810441027863,0.9776424712306424,0.9151163674402186,9.606300197453265,173.2227598804577,0.9854056325891078,0.9441875850372214
43,268.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.365313894763567,121.56154758044454,0.9873163771082923,0.9517344439920425,8.491019737035781,160.25075772507537,0.9776300102425124,0.915066351319351,9.604429006149083,172.97794935700233,0.9854236342570972,0.9442664630468536
44,293.0,5.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3627241693224414,121.80865512194742,0.9872921377775925,0.951638093545612,8.491230847146149,160.14348264200947,0.977644629986293,0.9151279262312624,9.600426928124998,173.00536116843261,0.9854236671786634,0.9442576309546071
45,268.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.365313894763567,121.56154758044454,0.9873163771082923,0.9517344439920425,8.491019737035781,160.25075772507537,0.9776300102425124,0.915066351319351,9.604429006149081,172.97794935700233,0.9854236342570972,0.9442664630468536
46,293.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.362724169322441,121.80865512194742,0.9872921377775925,0.951638093545612,8.491230847146149,160.1434826420095,0.977644629986293,0.9151279262312624,9.600426928125001,173.00536116843264,0.9854236671786634,0.9442576309546071
47,268.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.365313894763566,121.56154758044454,0.9873163771082923,0.9517344439920425,8.491019737035783,160.2507577250754,0.9776300102425124,0.915066351319351,9.604429006149083,172.97794935700227,0.9854236342570972,0.9442664630468536
48,268.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.365313894763567,121.56154758044454,0.9873163771082923,0.9517344439920425,8.491019737035781,160.25075772507537,0.9776300102425124,0.915066351319351,9.604429006149081,172.97794935700227,0.9854236342570973,0.9442664630468536
49,293.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.362724169322441,121.80865512194745,0.9872921377775925,0.951638093545612,8.491230847146149,160.1434826420095,0.977644629986293,0.9151279262312624,9.600426928125,173.00536116843261,0.9854236671786634,0.9442576309546071
50,293.0,5.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3627241693224414,121.80865512194742,0.9872921377775925,0.951638093545612,8.491230847146149,160.14348264200947,0.977644629986293,0.9151279262312624,9.600426928125003,173.0053611684327,0.9854236671786634,0.9442576309546071
51,293.0,5.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3627241693224414,121.80865512194742,0.9872921377775925,0.951638093545612,8.491230847146149,160.14348264200947,0.977644629986293,0.9151279262312624,9.600426928125,173.00536116843261,0.9854236671786634,0.9442576309546071
52,289.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.364884708446768,121.77530319939162,0.987295131386384,0.951650189470082,8.491765698022995,160.1810441027863,0.9776424712306424,0.9151163674402186,9.606300197453265,173.22275988045772,0.9854056325891078,0.9441875850372214
53,293.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3627241693224414,121.80865512194742,0.9872921377775925,0.951638093545612,8.491230847146149,160.14348264200947,0.977644629986293,0.9151279262312624,9.600426928125001,173.0053611684326,0.9854236671786634,0.9442576309546072
54,293.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.362724169322441,121.80865512194742,0.9872921377775925,0.951638093545612,8.491230847146149,160.14348264200947,0.977644629986293,0.9151279262312624,9.600426928125003,173.00536116843264,0.9854236671786634,0.9442576309546071
55,274.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.366602391498093,121.64601790972381,0.9873062224950558,0.9517001203857518,8.491702194567292,160.25753964674624,0.9776290788796796,0.9150636348494257,9.60845109291191,173.35776467157407,0.9853922823021398,0.9441440864610011
56,289.0,5.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.364884708446766,121.7753031993916,0.987295131386384,0.951650189470082,8.491765698022995,160.1810441027863,0.9776424712306424,0.9151163674402186,9.606300197453265,173.22275988045772,0.9854056325891078,0.9441875850372214
57,268.0,5.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.365313894763567,121.56154758044454,0.9873163771082923,0.9517344439920425,8.491019737035781,160.25075772507535,0.9776300102425124,0.915066351319351,9.604429006149083,172.97794935700227,0.9854236342570972,0.9442664630468536
58,297.0,5.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.363983236778832,121.81148996331663,0.9872916849052289,0.9516372400585422,8.493693992817944,160.22476669028643,0.977632335810251,0.9150876493763502,9.604695931627903,173.223121474171,0.9854075374931435,0.9441874685316399
59,288.0,5.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.365824316183346,121.81050764866292,0.9872915523451486,0.9516364251403157,8.493314959074517,160.20648319434164,0.9776401398388741,0.9151043703188554,9.607075931029016,173.20354277401665,0.985406593465171,0.9441937767935461
60,286.0,7.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.780556666601404,76.09036391710455,0.9921431655984154,0.9697464492117921,8.106466886309708,152.39422342788538,0.9793620835484335,0.9207641760004175,8.63732824864198,147.39497893362346,0.9878390676170183,0.9525093022801938
61,271.0,5.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.36611256063735,121.59902765872454,0.9873117768409088,0.9517190575714003,8.494011103490468,160.31438660234082,0.9776203779589818,0.9150375310250772,9.60856656007788,173.28875889799318,0.9853984060011491,0.9441663201378724
62,258.0,5.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.369170820859965,121.58417454186988,0.9873120166208389,0.9517242885815951,8.49772428551937,160.43048317587454,0.9775959197150982,0.9149634809593871,9.590775483636444,172.8689468357861,0.9854333545281043,0.944301583685448
63,273.0,5.0,4.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.366189703009489,121.62929475705224,0.9873082382875912,0.9517068376312271,8.49393053971838,160.30826503914517,0.9776222738736693,0.9150388079551882,9.609596431065848,173.3470463920723,0.9853919474085816,0.9441475398932386
64,292.0,7.0,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.777718416306158,76.12351533419704,0.9921403652619758,0.9697352658049176,8.106870129884856,152.23471921810432,0.9793790215978995,0.9208354265585805,8.632557131807944,147.26039016139185,0.9878479064996617,0.9525526668150291
65,289.0,7.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7793913242294295,76.0780987716942,0.9921447968635738,0.9697521894105753,8.10504811966359,152.2676090141153,0.9793784345612713,0.9208301275776434,8.63692006005201,147.4019578239088,0.9878390028484766,0.9525070536800626
66,288.0,8.0,5.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.430795134083837,69.83031546556838,0.9928066614365634,0.9722525871261174,8.106865214841298,152.79193540656505,0.9793497252293923,0.920580410240386,8.657686061465125,147.5894832644828,0.9878475764198006,0.9524466329379349
67,285.0,8.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.77058014502832,81.64256775718204,0.9915719224515763,0.9675687904528696,8.100230645176302,151.59401783600111,0.9794781314189819,0.921331304698471,8.66843976776338,147.6862331587285,0.9878429973878243,0.9524154600987019
68,295.0,8.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.767131057890364,81.69608135857008,0.9915674276755824,0.9675521200340931,8.105310708758141,151.58407857817863,0.9794692969217449,0.9213106143435905,8.66583575894465,147.65214165721474,0.9878486162142837,0.9524264443887023
69,278.0,8.0,2.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.772122000938106,81.56923113785237,0.9915791232427096,0.967596936877199,8.110048798054729,151.76764208528198,0.9794449810489259,0.9211954063451876,8.666476208999452,147.52109729199213,0.9878546511220715,0.9524686669147455
70,288.0,7.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.780449899143628,76.11484535081473,0.9921408611266793,0.9697373263842812,8.103305590810411,152.24072097001905,0.979383204842275,0.9208446846743037,8.638251694259369,147.4339759419495,0.9878360830910521,0.9524967374347167
71,290.0,8.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.31632423053676,66.35253173067579,0.9931714559210347,0.9736357044610406,8.114592683892912,152.6639602394527,0.9793550346714388,0.9205356513559755,8.686512706919883,148.1463958496692,0.9878079044124721,0.9522671955688278
