,layers,neurons,batch_size,P_lag_1,P_lag_2,P_lag_3,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
17,1.0,49.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05615237540083,275.46459341681305,0.9701084058102367,0.8906110399080087,9.756707013368416,204.46420284034917,0.9700465875349487,0.8911475831193697,10.813421407766779,215.25736252109243,0.980944777139009,0.9306440259402896
18,4.0,48.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.96887527245299,275.0799943336744,0.9702978450701427,0.8907451278381949,9.714225500208443,206.93651793153273,0.9699197055145301,0.8901422603039599,10.740387436870128,215.5161771380009,0.981009068520303,0.9305606358083733
19,4.0,34.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.980900447758575,274.05921190313995,0.9704632258541424,0.8912153134825751,9.718472996477594,206.7949560040125,0.970011411407989,0.8906908661586599,10.829288771772289,214.9424958508626,0.981198887131778,0.9307454760572889
20,4.0,34.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.974598621909061,273.6386335161202,0.9704280134830021,0.8913541465307624,9.683548501060189,205.4812389743208,0.9702631976720699,0.8914304994135416,10.96467397539834,217.05599321519,0.980835456233691,0.930064506697362
21,4.0,42.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.974802497647993,274.84202255336794,0.9706675141203285,0.8909344107243635,9.78971109791231,206.7995680846713,0.9698901798153876,0.8903614692954169,11.395471187141728,225.28528043935353,0.9799680091407708,0.9274130283713043
22,4.0,32.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.089579932271382,275.5832267331631,0.970681797813196,0.8905815999993574,9.807176721378607,208.651595332973,0.9696427749819747,0.8891606116201289,11.014756263146664,218.11184835972256,0.980668428243878,0.9297243099154384
23,4.0,23.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.154970256769214,275.3162418860546,0.9702507451308418,0.8907053954037127,9.84580177551314,206.53019717787245,0.9699570626761005,0.8904773669901577,11.03517561012338,219.96318077389196,0.9802904894512884,0.9291278101656079
24,4.0,24.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.043253486086604,274.7921844755491,0.970594327672555,0.8908164886316955,9.75197974844332,204.34375177155044,0.9703553989181937,0.8911181123442404,11.647980691196691,231.92477154577617,0.9790493975800976,0.9252737827373642
25,3.0,14.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.029359350912706,272.13902310434014,0.9709173181291255,0.8919484953630714,9.75687410601932,205.96078942143734,0.9703530564316261,0.8908108944904058,10.87570177093936,214.5442465260293,0.9813267618115754,0.9308737920856883
26,3.0,18.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.99742743942118,273.2303629525948,0.9706852811674735,0.891499805558833,9.754499933474072,205.63243817123657,0.9700453893483252,0.8908106733634996,11.025090403589417,217.54827888802453,0.9808139915136778,0.9299058921349832
27,4.0,18.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.053123809384173,276.37913221331365,0.9703808472348554,0.8903726470851676,9.738438565066936,207.41815901695173,0.9700367281981286,0.890399128253406,11.2524977349121,224.25456186731552,0.9797993305349362,0.9277451261435147
28,3.0,39.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.9949072987517,274.19514686527606,0.9705993141822502,0.8911172131079487,9.62969644725227,204.41586641956445,0.9706713508081357,0.8918443262367977,11.08296946929798,218.58882019570987,0.9804701194335945,0.929570629474981
29,4.0,42.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.977110618768313,273.50528945675,0.9707565737710172,0.8914191725439806,9.781553080660093,206.2638724205589,0.9699999798842518,0.8907610409227575,11.347673787774115,224.46332194979573,0.9802582582923252,0.9276778635946494
30,4.0,47.0,33.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.978533093827812,273.15927824092927,0.9708072172050428,0.8915634871517233,9.767338822152752,206.71022300318322,0.9702384155674477,0.8905263307916726,11.008261566965981,217.67447246080462,0.9807510139016209,0.9298652325354335
31,3.0,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.957646287926675,276.61101167247836,0.9708783270510295,0.8901689566014056,9.538363512386521,205.083254473523,0.9714158414960972,0.8915996566004853,10.784068178779018,213.21836564149575,0.9813196833660973,0.9313009912260892
32,4.0,42.0,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.949585596294458,273.0016920835248,0.9708128029836509,0.8916111938417515,9.749427062548195,205.82149478380495,0.9701414499103658,0.8909504042437126,11.328272838769488,224.7029597383314,0.9798675501834538,0.9276006522414545
33,2.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.027356374335955,273.52926155830517,0.97073884925113,0.8913713378718164,9.746565494010305,205.30581314859683,0.970475676619699,0.8908954878164563,10.899102645796862,216.74897570299783,0.9806293906527792,0.9301634278137506
34,4.0,46.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.015207757456452,274.36132021865296,0.9706776317030595,0.8910675571650097,9.863478618791774,208.362651155097,0.9697865365173723,0.8897300704092834,10.907778517984736,217.91142165157353,0.9806007953793034,0.9297888874490867
35,4.0,45.0,43.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.01017911909469,274.01421469633874,0.970862549422685,0.8910813248974584,9.832647625101643,204.66779412871097,0.9704453108193355,0.8915028011080193,11.042785373721719,222.96894728508536,0.9799992514158065,0.9281593514716133
36,3.0,19.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.004236976149482,271.7085747924393,0.9709537320464737,0.8920993872332392,9.806702779114111,206.13147596773337,0.9702337302394666,0.8907443655568843,11.015396343587037,217.18302115130152,0.980774846869145,0.9300235782657458
37,1.0,20.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.98898467207109,274.7652336018037,0.9705230373998959,0.8908590359106097,9.765345885816355,204.97440426657502,0.9703049827974521,0.8910976138940097,10.786486947141459,212.9525344312828,0.9813880904211874,0.9313866421060585
38,4.0,45.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.980725773675704,273.3294807828397,0.9707804660781474,0.8914254322075259,9.794532508673663,204.65574722648438,0.9703726823113666,0.8916362158602817,11.180397180467903,222.07184818382777,0.9802582270400533,0.9284483970181493
39,4.0,34.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.946628497418315,273.83656687235754,0.9706529523123786,0.8912821388789591,9.670540101871891,205.09722958000555,0.9704716395446307,0.8915465328391806,10.940670699721126,216.437549717624,0.9809104095781623,0.9302637693412605
40,3.0,15.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.017565407470752,273.76048443074956,0.9706506069856717,0.8912727403448159,9.748122972993972,205.503805199081,0.9704521871913451,0.8913675798256186,10.966133824129674,218.91682472901866,0.9804925320171349,0.9294649463353327
41,4.0,34.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.962768545934118,273.0537831211643,0.9707531388801698,0.891584427086783,9.69085432389581,205.18767349564973,0.970430263802422,0.8913472867683698,10.883947650891335,216.80275995983922,0.9808710268491807,0.9301460985132397
