,l1_ratio,Cloud,Pressure,Rel-hum,Dew-point,Wind_cos,Wind_sin,Wind_sp,P_lag_1,P_lag_2,P_lag_3,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
0,0.4270140078897274,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.01703448115873,2519.8269521691755,1.7763568394002506e-16,0.0,37.76410662310709,1953.6998280686194,4.588995849985622e-16,-0.09176144354462334,49.60060055434086,3103.661616524207,2.220446049250313e-16,-5.205149686826616e-07
1,0.9961162641826942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.09628285745443,279.30582980399174,0.9699300933735916,0.8891485265256633,9.789251248401577,206.98076209991518,0.9700880246952862,0.8900416532778064,10.577781142893135,214.77435643372166,0.9812544687914357,0.9307996506179964
2,0.99969186142949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.09552331764576,279.304989820407,0.9699351295987768,0.8891488580416007,9.78850894905462,206.97935867187337,0.9700933740086521,0.8900431282381032,10.576405108951752,214.74916729237387,0.9812595608359664,0.9308077665654068
3,0.9921237858942596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.097137111033136,279.30693037329377,0.9699244110280205,0.8891480924376876,9.790095659710405,206.9824595554802,0.9700819885868565,0.890039927353353,10.579328804983538,214.80285353157973,0.9812487255176169,0.9307904688462016
4,0.9994090578052404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095583203212035,279.30505131208463,0.9699347330701146,0.8891488337643987,9.788567475015078,206.97946570712415,0.9700929528443096,0.8900430139830124,10.576513600551504,214.75114824634161,0.9812591598499837,0.9308071283015611
5,0.9955369052904428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.096406415765664,279.30597878317417,0.9699292726714484,0.8891484677497492,9.789372002870856,206.98099982333062,0.970087152932227,0.890041408032293,10.578004992554817,214.7784672926068,0.9812536391554182,0.9307983260982733
6,0.9962221213227612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.096260296372005,279.3058029738561,0.9699302431860812,0.8891485371114041,9.789229199308382,206.98071897751507,0.9700881838273194,0.8900416978980086,10.577740269241522,214.77360621212472,0.9812546202396306,0.9307998923395757
7,0.9974264899743744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.096003933187202,279.30550618440645,0.9699319445768598,0.8891486542218756,9.788978654387789,206.98023514813033,0.9700899910320435,0.8900422014433422,10.57727582101383,214.76509004748596,0.981256340313088,0.9308026362498738
8,0.9985568778364344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095763853357058,279.30524171927726,0.9699335363355536,0.8891487586000318,9.788744024088338,206.97979234000627,0.9700916817425775,0.8900426672093323,10.576840876331614,214.75712923071333,0.9812579497278721,0.9308052012269558
9,0.9974722587976532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.09599420241361,279.3054952118777,0.969932009122517,0.889148658552028,9.78896914447586,206.98021700697458,0.9700900595910126,0.8900422204304922,10.577258192031199,214.76476711301805,0.981256405571361,0.9308027402994372
10,0.9992295730698288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095621227054536,279.305090776564,0.969934481248657,0.8891488181844329,9.788604635612895,206.97953398968392,0.970092685376224,0.8900429412566557,10.5765824864942,214.75240648727717,0.9812589052033871,0.9308067228960286
11,0.9990462168267598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.09566008451026,279.30513144394854,0.969934223867184,0.8891488021302105,9.788642610919293,206.97960402715123,0.9700924120015579,0.8900428667906157,10.576652882736234,214.75369267482307,0.98125864493885,0.9308063084860915
12,0.9992474581146312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095617437524153,279.3050868287915,0.9699345063473785,0.8891488197429249,9.788600932114267,206.9795271733102,0.9700927120344724,0.8900429485110151,10.576575621183059,214.752281072824,0.9812589305834932,0.9308067633045957
13,0.9998641107528148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095486858503577,279.3049527805252,0.9699353709646683,0.8891488726658701,9.788473317683108,206.9792938106313,0.9700936303689198,0.890043197627334,10.576339057896861,214.74796168605027,0.9812598049202517,0.9308081550120546
14,0.9999657141222678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095465358241551,279.3049310786648,0.969935513283799,0.8891488812345749,9.788452305573003,206.97925566899875,0.9700937815288849,0.8900432384861483,10.57630010707021,214.7472508807392,0.9812599488441156,0.9308083840336971
15,0.9995425502498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.09555493126939,279.30502218086156,0.969934920282811,0.8891488452653508,9.788539844935409,206.97941509867698,0.970093151688555,0.8900430679662401,10.576462381702601,214.7502129308739,0.9812593491657783,0.9308074296604302
16,0.9994624578945396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095571892912965,279.30503963634067,0.9699348079677905,0.8891488383739197,9.788556421494423,206.97944544445807,0.9700930323954584,0.8900430355885385,10.576493110249261,214.75077404657833,0.9812592355887545,0.930807248868815
17,0.9993785335481258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095589668858256,279.30505799963356,0.9699346902525958,0.8891488311242146,9.788573793872128,206.97947730040374,0.9700929073664502,0.8900430016264071,10.576525314042058,214.7513621753133,0.981259116551799,0.9308070593735949
18,0.9998836692052576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095482719421245,279.30494859450926,0.9699353983639103,0.8891488743186498,9.788469272575924,206.97928646166298,0.9700936594702236,0.8900432054966858,10.576331559350043,214.74782483800942,0.9812598326283294,0.9308081991045264
19,0.9998511756360188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095489595998814,279.3049555511892,0.9699353528431833,0.8891488715719227,9.788475993025443,206.97929867269764,0.9700936111217078,0.8900431924218077,10.576344017266278,214.74805219652148,0.9812597865945353,0.9308081258495591
20,0.9991627464327816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.09563538760153,279.3051055571566,0.9699343874575441,0.88914881234944,9.788618474682048,206.979559482748,0.9700925857572393,0.8900429141365311,10.576608140487693,214.7528751611458,0.9812588103611499,0.9308065718891952
