,n_estimators,max_depth,min_samples_split,min_samples_leaf,Temp,Cloud,Pressure,Rel-hum,Dew-point,Wind_cos,Wind_sin,Wind_sp,Temp_lag_1,Temp_lag_2,Temp_lag_3,P_lag_1,P_lag_2,P_lag_3,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
20,256.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.182035911603434,233.27482046465784,0.9750999460399565,0.9073195225949198,9.908434144541637,219.64541470173867,0.9688889814377872,0.885255811259231,11.632837150830875,244.58679130395112,0.9779729390704454,0.9211940769210046
21,77.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.159828121942727,233.7743692939872,0.9750920495475122,0.9071237912368577,9.894187527138483,218.90772821234862,0.9689488837361244,0.8854007998815379,11.568723721398321,242.76526033752825,0.9781482047530449,0.9217809746371921
22,285.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.178848205034202,233.20809882366376,0.975106202780601,0.9073468012787347,9.908793531439398,219.919951222949,0.9688610843969192,0.8851221192469773,11.629575187850303,244.42070340927853,0.9780098347355574,0.9212475904806786
23,293.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.177650992197822,233.28439929298384,0.9750973128512559,0.9073178987607187,9.905225227617038,219.62996256576724,0.9688999248146747,0.8852897006694114,11.62356015027127,244.1657483643595,0.978035211909793,0.9213297370575702
24,146.0,4.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.175173761650274,233.34068520202155,0.9751108122677922,0.9072925082727015,9.912919680710484,220.0390996980916,0.9688035778984092,0.8849193368364316,11.59774486279007,244.19111699226383,0.9780260486702933,0.9213215632795481
25,294.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.862084483820357,107.24010435703747,0.9888784881297978,0.9574714142094074,7.653837570096801,139.53848506438743,0.9813804717823265,0.927562545563051,8.061367307097504,135.79105953385528,0.988582628253033,0.9562480879061788
26,299.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.861996618256759,107.17107404452771,0.9888855079469108,0.9574983103601846,7.656219822310354,139.5286501687878,0.9813792474027498,0.9275695182170716,8.06376560655063,135.9166414575652,0.988574325206947,0.9562076253801067
27,272.0,5.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.880092573306637,107.57100788667424,0.988839568149518,0.9573353383494709,7.675921568846092,140.42008913110715,0.9812882459971773,0.9272787813479688,8.067785308852478,135.9163535086364,0.9885682462094042,0.956207718157321
28,153.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.875965884225442,107.00515542275294,0.9889075000885665,0.9575639555981874,7.649153491596152,140.19484959686514,0.9813009856086357,0.9272057358931904,8.115091339922751,137.86669591432647,0.988408704311838,0.955579317364371
29,137.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.874320557868062,107.13470968274798,0.9888985695926491,0.9575119624864755,7.664663648053967,140.7590029775686,0.9812281452814337,0.9268930583701158,8.121632882124349,137.82858897849798,0.9884136106874357,0.9555915954282748
30,193.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.873051009123596,107.03531945002243,0.9888970709840765,0.9575464846515547,7.660474919914037,140.49787900941462,0.9812520403524652,0.9270780221358652,8.09017523398331,136.99669755531744,0.9884836495792015,0.9558596310452259
31,219.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.866803847479632,107.09190470461603,0.9888886614268595,0.9575204062633291,7.654170028297261,139.9723556599965,0.9813257593616448,0.9273569120225728,8.078177911636907,136.61336318893285,0.9885174657925867,0.9559831414704201
32,147.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.871327735804364,106.95507503387518,0.9889128384190589,0.9575814821857965,7.650481551588367,140.24945089982634,0.9812809938828286,0.9271379314758602,8.109753807651163,137.65862611523514,0.9884241933087128,0.955646357503762
33,156.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8736243189965,107.00709842894338,0.9889088730697824,0.9575638549664168,7.649975419390323,140.14168351037114,0.9813176257715632,0.9272555791246089,8.114921468104859,137.83643387566653,0.9884101980720935,0.9555890678005172
34,182.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.873776997119204,106.98517990906572,0.9889025899397759,0.9575694911739779,7.650770547779782,140.2043783520105,0.9812817334722754,0.9271913638512117,8.083118349593153,137.11782144993924,0.9884655263467538,0.9558206048972
35,181.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87291645533614,106.95677177002054,0.9889057652501099,0.9575804944709443,7.652433868322479,140.2447938004623,0.9812792354081377,0.9271828076541944,8.083084383062081,137.18577241749355,0.9884611776349607,0.9557987110790847
36,205.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.868940094776468,107.00742998359303,0.9888981589297948,0.9575542300983475,7.656154043825335,140.2044554135037,0.9812914581854941,0.9272427762099091,8.08773219215034,137.04383689989606,0.9884812672593767,0.9558444427370468
37,220.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.866258052227619,107.08925332054551,0.9888889567799237,0.9575213980091588,7.654997967642612,139.97442856302195,0.981325131477993,0.927350185599259,8.075056175433957,136.52728934276212,0.9885236378886041,0.9560108744843915
38,214.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8683919904014115,107.06423019309423,0.9888921434180407,0.9575301769577951,7.653985948980982,140.01187538314957,0.9813233074857204,0.9273492200135796,8.07894702228076,136.6117417176158,0.9885214742460554,0.955983663908869
39,210.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.86631795765369,107.05930790997834,0.9888929132899182,0.9575325151162672,7.653762674250685,140.00947990967228,0.9813214873047706,0.9273551687171889,8.079495740624873,136.61136283153536,0.9885201871989899,0.9559837859860555
40,219.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.866803847479632,107.09190470461603,0.9888886614268595,0.9575204062633291,7.65417002829726,139.97235565999648,0.9813257593616448,0.9273569120225728,8.078177911636908,136.61336318893288,0.9885174657925867,0.9559831414704201
41,155.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.875460582700761,107.010602078539,0.9889074894517498,0.9575616055425795,7.648139815546166,140.1745908435197,0.9813095986829973,0.9272366335403697,8.112593602752206,137.77076401425163,0.9884147885076012,0.955610226645685
42,218.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.867294301605796,107.11945152463696,0.9888852684441505,0.9575088595708224,7.6528976527747385,139.95584219270575,0.9813280785738712,0.9273687798718375,8.077261375397454,136.54017535006398,0.988524661811018,0.9560067226097345
43,155.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.875460582700761,107.010602078539,0.9889074894517498,0.9575616055425793,7.648139815546167,140.1745908435197,0.9813095986829973,0.9272366335403697,8.112593602752206,137.77076401425165,0.9884147885076012,0.955610226645685
44,148.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.869764699354496,106.96579218907317,0.9889122413998895,0.957577566148252,7.64866936775255,140.20929618397696,0.9812912522372379,0.927169357262706,8.107721393125322,137.51810068019148,0.9884345768746412,0.9556916348327856
45,214.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.868391990401413,107.06423019309426,0.9888921434180407,0.9575301769577951,7.6539859489809805,140.01187538314957,0.9813233074857204,0.9273492200135796,8.07894702228076,136.61174171761587,0.9885214742460554,0.955983663908869
46,145.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.873535347314551,106.96041395721576,0.9889121048694351,0.9575798307805363,7.651740599109317,140.2977110212558,0.9812787578763092,0.9271340232611158,8.113022197695994,137.91034850057204,0.9884054340693388,0.9555652524905667
47,154.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.876669838516794,107.02597938581329,0.988905320039823,0.9575549728457083,7.65009152024448,140.22905847951444,0.9812970093165163,0.9271927284697481,8.113999672447214,137.88089549370972,0.9884072509076696,0.955574742256473
48,219.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8668038474796305,107.09190470461603,0.9888886614268595,0.9575204062633291,7.65417002829726,139.9723556599965,0.9813257593616448,0.9273569120225728,8.078177911636905,136.61336318893288,0.9885174657925867,0.9559831414704201
49,150.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.871132849219826,107.00230538420223,0.9889077609562515,0.9575650896018749,7.647566513409292,140.21340156553222,0.9812942639857531,0.9271809108850803,8.108510239787158,137.56461982059253,0.9884316640747308,0.955676646354542
50,147.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.871327735804363,106.95507503387518,0.9889128384190589,0.9575814821857965,7.650481551588369,140.24945089982637,0.9812809938828286,0.9271379314758602,8.109753807651161,137.6586261152352,0.9884241933087128,0.955646357503762
51,147.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.871327735804364,106.95507503387518,0.9889128384190589,0.9575814821857965,7.650481551588367,140.2494508998263,0.9812809938828286,0.9271379314758602,8.109753807651161,137.65862611523514,0.9884241933087128,0.955646357503762
52,181.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8729164553361395,106.95677177002054,0.9889057652501099,0.9575804944709443,7.652433868322478,140.2447938004623,0.9812792354081377,0.9271828076541944,8.083084383062081,137.18577241749355,0.9884611776349607,0.9557987110790847
53,155.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.875460582700761,107.01060207853898,0.9889074894517498,0.9575616055425795,7.648139815546164,140.17459084351964,0.9813095986829973,0.9272366335403697,8.112593602752208,137.77076401425165,0.9884147885076012,0.955610226645685
54,209.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.866404526511083,107.04390743997008,0.9888939197520157,0.9575393096232442,7.654187404165415,139.98543246697616,0.9813201092486844,0.9273641927697494,8.082154138186237,136.76205215364857,0.9885071493098174,0.9559352338501695
55,150.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.871132849219825,107.00230538420223,0.9889077609562515,0.9575650896018749,7.647566513409293,140.21340156553225,0.9812942639857531,0.9271809108850803,8.108510239787156,137.56461982059253,0.9884316640747308,0.955676646354542
56,146.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.872188074313112,106.99114200738597,0.9889094298378859,0.9575674768420843,7.64944967524902,140.24616102519553,0.9812826600466331,0.9271473883224908,8.109167065995036,137.74597729911562,0.9884180800669357,0.9556182129312729
57,146.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.872188074313112,106.99114200738597,0.9889094298378859,0.9575674768420843,7.64944967524902,140.2461610251955,0.9812826600466331,0.9271473883224908,8.109167065995038,137.74597729911562,0.9884180800669357,0.9556182129312729
58,220.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.866258052227618,107.08925332054548,0.9888889567799237,0.9575213980091588,7.654997967642611,139.974428563022,0.981325131477993,0.927350185599259,8.07505617543396,136.52728934276212,0.9885236378886041,0.9560108744843915
59,155.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.875460582700762,107.010602078539,0.9889074894517498,0.9575616055425793,7.648139815546166,140.17459084351967,0.9813095986829973,0.9272366335403697,8.112593602752206,137.7707640142516,0.9884147885076012,0.955610226645685
60,146.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.872188074313112,106.99114200738597,0.9889094298378859,0.9575674768420843,7.64944967524902,140.24616102519553,0.9812826600466331,0.9271473883224909,8.109167065995036,137.7459772991156,0.9884180800669357,0.9556182129312729
61,154.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.876669838516794,107.02597938581329,0.988905320039823,0.9575549728457082,7.65009152024448,140.22905847951444,0.9812970093165163,0.9271927284697481,8.113999672447218,137.88089549370972,0.9884072509076696,0.955574742256473
62,218.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8672943016057975,107.11945152463696,0.9888852684441505,0.9575088595708224,7.652897652774738,139.95584219270572,0.9813280785738712,0.9273687798718375,8.077261375397454,136.54017535006395,0.988524661811018,0.9560067226097346
63,150.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.871132849219825,107.00230538420222,0.9889077609562515,0.9575650896018749,7.647566513409294,140.21340156553222,0.9812942639857531,0.9271809108850803,8.108510239787156,137.56461982059247,0.9884316640747308,0.955676646354542
64,181.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87291645533614,106.95677177002054,0.9889057652501099,0.9575804944709443,7.65243386832248,140.24479380046233,0.9812792354081377,0.9271828076541944,8.083084383062081,137.18577241749358,0.9884611776349607,0.9557987110790847
65,154.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8766698385167935,107.02597938581326,0.988905320039823,0.9575549728457083,7.650091520244479,140.2290584795145,0.9812970093165163,0.9271927284697481,8.113999672447218,137.88089549370974,0.9884072509076696,0.955574742256473
