,n_estimators,max_depth,min_samples_split,min_samples_leaf,Temp,Cloud,Pressure,Rel-hum,Dew-point,Wind_cos,Wind_sin,Wind_sp,Temp_lag_1,Temp_lag_2,Temp_lag_3,P_lag_1,P_lag_2,P_lag_3,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
66,153.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.875965884225442,107.00515542275294,0.9889075000885665,0.9575639555981874,7.649153491596152,140.1948495968651,0.9813009856086357,0.9272057358931904,8.115091339922751,137.8666959143264,0.988408704311838,0.955579317364371
67,202.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.871753482929353,107.00893883083874,0.9888985072650787,0.9575547295826059,7.66231569772329,140.39925370406112,0.9812639866155097,0.9271318904238464,8.085470714418939,136.96485395092475,0.9884871845245838,0.9558698910622323
68,183.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.874132111892227,106.98696363120406,0.9889020733829186,0.9575677361067289,7.652817655383832,140.23422467053183,0.9812787354873531,0.9271754828199492,8.083129176606958,137.11596835077037,0.9884654457875667,0.9558212019661987
69,152.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.873343114840056,107.04463893018186,0.9889031322436279,0.95754804164463,7.646585156762832,140.14494227464027,0.981303917225,0.9272196254071632,8.112570594332324,137.70310430790283,0.9884243404683991,0.9556320266193697
70,209.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.866404526511081,107.04390743997008,0.9888939197520157,0.9575393096232442,7.654187404165417,139.98543246697616,0.9813201092486844,0.9273641927697494,8.082154138186237,136.76205215364857,0.9885071493098174,0.9559352338501695
71,153.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.875965884225442,107.00515542275294,0.9889075000885665,0.9575639555981874,7.649153491596152,140.19484959686517,0.9813009856086357,0.9272057358931904,8.115091339922751,137.86669591432647,0.988408704311838,0.955579317364371
72,149.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.871378036289064,107.01301941394999,0.9889076531408978,0.9575607904306738,7.650642506109238,140.20200917686424,0.9812964728899147,0.9271853169952295,8.10648294143736,137.45048102059872,0.988440761418514,0.955713421903396
73,214.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8683919904014115,107.06423019309423,0.9888921434180407,0.9575301769577951,7.653985948980981,140.01187538314957,0.9813233074857204,0.9273492200135796,8.07894702228076,136.61174171761584,0.9885214742460554,0.955983663908869
74,231.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.866638585273941,107.16784888497773,0.9888824550278197,0.957493211583156,7.658792606581176,139.93893045652925,0.9813302220579585,0.9273755991318972,8.070319109869565,136.3267366735743,0.9885392420492777,0.9560754926027168
75,176.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87292567711912,106.91478522331252,0.9889117765657398,0.9575969029993225,7.6587995745768485,140.38083186002703,0.9812631753546845,0.9271018369331627,8.092111481108372,137.34892811311647,0.9884462005922517,0.9557461422746508
76,146.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.872188074313112,106.99114200738597,0.9889094298378859,0.9575674768420843,7.649449675249018,140.2461610251955,0.9812826600466331,0.9271473883224909,8.109167065995036,137.7459772991156,0.9884180800669357,0.9556182129312729
77,151.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87360593270674,106.99021435576304,0.9889087355338022,0.9575691172561916,7.645900905184149,140.14087869177771,0.981302845823957,0.927212131438961,8.109976261186246,137.6509696419803,0.9884256290634368,0.9556488244212892
78,151.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.87360593270674,106.99021435576304,0.9889087355338022,0.9575691172561916,7.645900905184149,140.1408786917777,0.981302845823957,0.927212131438961,8.109976261186244,137.6509696419803,0.9884256290634368,0.9556488244212892
79,178.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.874644472542808,106.9391259579638,0.9889079232111284,0.9575868199309671,7.656069159670461,140.3723513331666,0.9812645568672159,0.9271167168016983,8.089089105133962,137.20439440087242,0.9884571972978855,0.955792711071554
80,147.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.871327735804364,106.95507503387518,0.9889128384190589,0.9575814821857965,7.650481551588366,140.24945089982634,0.9812809938828286,0.9271379314758602,8.109753807651161,137.6586261152352,0.9884241933087128,0.955646357503762
81,251.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.415322026488559,91.58183137804062,0.9904808389181374,0.9635481898035212,7.485611658826826,133.26510142996827,0.9819299061807298,0.9299377683558709,8.197597420806412,137.60158899317716,0.9884926269319191,0.9556647348782293
82,279.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4150823408173085,91.81133820805759,0.9904594603020171,0.9634593978315322,7.479454360600994,133.05287170747974,0.9819660913919778,0.930038182443415,8.195954459154768,137.362530137202,0.9885105519271075,0.9557417596992137
83,191.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41596643539216,91.50349447909022,0.9904899311886157,0.9635791365327562,7.50639439097606,133.89155947855963,0.9818380478077096,0.9295492636518707,8.226087841412017,138.33019066831088,0.9884397891770487,0.9554299792429815
84,246.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.415680441930679,91.6190671967797,0.9904762329451828,0.9635333750575412,7.487074337502666,133.32281180198885,0.9819220734933627,0.9299036222431682,8.199440775430519,137.55767799441142,0.9884958452533082,0.9556788830126098
85,278.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4143856010704665,91.77410092752501,0.9904633281639968,0.96347420396994,7.480616088974925,133.09467330129974,0.9819588790289357,0.9300113639957304,8.195642540070738,137.36437205568896,0.9885109980023176,0.9557411662326335
86,268.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.41049493173798,91.58731312741747,0.9904828266093011,0.9635472769834497,7.486117829717955,133.19559471098728,0.9819494881516222,0.9299805862936258,8.19425400742438,137.4597733683301,0.9885048537491633,0.9557104279067185
87,218.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.411783189375285,91.69988292971696,0.9904671554928011,0.9634962872270775,7.490730599768326,133.53267454836902,0.9818934316761873,0.9297765764211692,8.210191927368815,137.8430389181479,0.9884830984004793,0.9555869396542386
88,277.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.413835296649487,91.73162453403393,0.9904677701178011,0.9634905942833047,7.4821956974848804,133.11664173020338,0.9819561529047838,0.9299995572637264,8.195081690940734,137.38359919799788,0.988509531496382,0.9557349712427498
89,274.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4138483738651875,91.69675994606231,0.9904708582457169,0.9635039476729947,7.480765608092215,133.13086231041416,0.9819573142716975,0.9300026760107515,8.198699229843214,137.5747019834967,0.9884950233492515,0.9556733978792255
90,199.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.414993769729559,91.38629975119801,0.9905014476063018,0.9636212681164988,7.505277824966008,133.91392687916883,0.9818350369362541,0.9295607285598814,8.230463972088563,138.63671340134567,0.9884156599824413,0.9553312175445564
91,274.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.413848373865186,91.69675994606231,0.9904708582457169,0.9635039476729947,7.480765608092213,133.1308623104141,0.9819573142716975,0.9300026760107515,8.198699229843214,137.5747019834967,0.9884950233492515,0.9556733978792255
92,228.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.411391709823674,91.68316132958677,0.9904705453285751,0.9635057347728064,7.49277093871618,133.442437573288,0.9819088207080371,0.9298251502995716,8.197065156118617,137.61151798796536,0.988500045081018,0.9556615357537167
93,210.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.411508912536615,91.59183958061031,0.9904800414459971,0.9635402476656938,7.491169485918182,133.47774605584408,0.9819024079696046,0.929818733781637,8.221112181758842,138.12402751056962,0.9884614510363631,0.9554964050620702
94,245.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.415163369847431,91.61928674122538,0.9904768372159518,0.9635335045463235,7.485148397622559,133.2851243148692,0.9819275207206182,0.9299237263084768,8.198887017919162,137.60143963129295,0.9884933559562592,0.9556647830026644
95,197.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.330013579020736,89.83756193371902,0.9906638490053038,0.9642381997398064,7.495687853956847,133.69816898756773,0.981796862296753,0.9295351508286507,8.395858175166117,144.23802171108048,0.9881162450113822,0.9535264746578068
96,273.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.327198242113347,90.01940323048545,0.9906462009615449,0.9641712163888287,7.47031205406597,132.98152218422572,0.9819123025972352,0.9299593660168067,8.365981464122077,143.13328001876155,0.9881830258671072,0.9538824226972039
97,278.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.327118534915776,90.08615566825642,0.9906397143419908,0.9641448493832442,7.471812143736718,132.96413801936518,0.9819118777352586,0.9299606447458661,8.357369581382798,142.65153850060904,0.988218525620347,0.9540376399304039
98,292.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3278236498762634,90.24072744548667,0.9906240243891149,0.9640846798648882,7.47316793505399,132.89788962307185,0.9819268208687237,0.9300137784002503,8.349896853375409,142.36091191066726,0.9882406655198233,0.9541312798876951
99,243.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.330374532481118,90.06778614828701,0.990638228699606,0.9641495249776919,7.470785059573167,133.1056836101526,0.9818897373920741,0.9298975821169642,8.368562193443346,143.41854673733874,0.9881666176445201,0.9537905096917576
100,128.0,15.0,14.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,21.01217156966789,851.0650519700641,0.8897762448538632,0.6648452494877939,23.417289292085382,897.0717461468803,0.8718995593053189,0.5117055119970164,26.84679619810946,1187.3890363581454,0.8533693428923723,0.6174229664438512
101,140.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.205144348942621,236.43505953659434,0.9747802595389987,0.9060870256105558,9.900918691207975,219.21408392640865,0.9689600554572841,0.8857668244582984,11.54722261743504,241.79012763138513,0.9782548215677492,0.9220951626300206
102,51.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.517151598654134,247.51344021511875,0.9733497157926995,0.9017158966058071,10.095970655825289,219.1887791910519,0.9685718101662938,0.8851857173694057,12.300553762721174,268.07041510412074,0.9756228153767896,0.9136276476753942
103,239.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.253386588152143,238.9799339530232,0.9744517366799231,0.9050610540214344,9.926995778011282,219.6462452458106,0.9689489393096542,0.8862090577965919,11.51061812322632,239.44722473461786,0.9785026688762318,0.9228500465077634
104,137.0,5.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.084026847823917,230.1753363027521,0.9754760962198831,0.9085393556423758,10.042343408922752,223.41270109548546,0.9684422338990644,0.8836189953459143,11.367636919685783,239.68570137274352,0.9785764527214724,0.9227732092775104
105,86.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.501957121866637,246.9456467045722,0.9734170664949684,0.9019576913067257,10.090102787553885,219.4127422143328,0.9685994763631995,0.8852056937615564,12.18594733692001,264.9113512124567,0.9758274640116212,0.9146454988223056
106,90.0,4.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.19586494046497,236.66268038791816,0.9747762754019467,0.9060009931953257,9.905455379439207,219.11413878567976,0.9690029285197144,0.8857596186203739,11.529350348005233,240.8772152847805,0.9783378894669064,0.9223893032080168
107,281.0,4.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.293533642838495,241.0990076594276,0.9742128843940726,0.9042062959504111,9.934737877110301,219.9459365109279,0.9689214933053282,0.8862602982306287,11.471724591568881,238.07006336618718,0.9787020091991181,0.9232937682324294
108,204.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.249949646232887,238.8639881463788,0.9744564189792072,0.9051053185038511,9.923051883309062,219.72843167013735,0.9689142493882992,0.8861419854497368,11.523057574977818,239.857834939842,0.9784633318384448,0.9227177478007244
109,83.0,4.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.193606176485357,236.79688714909616,0.9747633381273464,0.9059456517219143,9.90203451211087,218.87971796779573,0.9690212275114924,0.8858265108806359,11.538845860777025,241.1627950993875,0.9783039263149729,0.9222972893229544
110,287.0,4.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.206449507800823,236.2936046331654,0.9747743476967414,0.9061469898054597,9.894734194403894,218.88402938073432,0.9690438118597657,0.886119925900321,11.588615325572077,242.17932929716667,0.9782334179991488,0.9219697617595473
111,296.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.51833076871171,247.07289815805206,0.973345931936519,0.9018914872199655,10.08848770169579,220.19001219480097,0.968528982819624,0.8850591671917347,12.152419394041123,263.8771467643689,0.9759753637240054,0.9149787197446189
112,181.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.244153741462368,238.9404509565913,0.9744511986298157,0.9050681834107457,9.921391782662008,219.64444800711192,0.9689226190890798,0.8861473320197851,11.489037721896375,239.1468911482897,0.9785245827273872,0.9229468140616286
113,207.0,4.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.214678423232293,236.25670747175465,0.9747609192102328,0.9061586708639305,9.905063093328149,219.24867448127358,0.9689472398564668,0.8859302133527623,11.621426471379708,243.37761727307478,0.9780883313787683,0.9215836730850425
114,268.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.209604739412136,236.3142354973213,0.9747760406717301,0.9061386913856377,9.895999372651529,218.87273271042977,0.9690384956448814,0.8861078857127024,11.593961468297168,242.17455846492396,0.9782219174632929,0.9219712989228451
115,278.0,4.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.208429513455055,236.31395148237885,0.9747760087484665,0.9061394667028854,9.896718603680876,218.91614089471938,0.9690366668899251,0.8860804793946919,11.595591087415531,242.34588014280786,0.9782119203687248,0.9219160990369596
116,126.0,4.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.208807336796148,236.87477950863416,0.9747519054027787,0.905902940767237,9.918300599225741,219.65754958331428,0.9689434721171908,0.8856826283313579,11.512281884735701,240.84153364972656,0.9783779669167235,0.9224007998394269
117,287.0,4.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.206449507800821,236.2936046331654,0.9747743476967414,0.9061469898054597,9.894734194403894,218.88402938073432,0.9690438118597657,0.8861199259003208,11.588615325572077,242.17932929716662,0.9782334179991488,0.9219697617595473
118,267.0,4.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.215621484990768,236.59245829452652,0.9747419287163696,0.9060264891469781,9.905773643855996,219.23907745743696,0.9689992255396989,0.8860303087999666,11.594881945517315,242.24258576836604,0.9782165026623577,0.9219493805092883
119,294.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.177526601097309,233.28887163903522,0.9750975624519087,0.907316623061007,9.905276849265707,219.64967732376488,0.968896184935067,0.8852779513122093,11.621536798046339,244.08439987295415,0.978044723934483,0.9213559475610977
120,76.0,4.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.189802779386396,236.7711053918461,0.9747782350045742,0.905957691884612,9.885010331883969,218.4623863751977,0.9690593755056509,0.8860057652052611,11.524471680784927,240.34409661431994,0.9783865881022975,0.9225610741720672
121,168.0,4.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.20466434863264,236.2495207642654,0.9747779543972523,0.9061573767767985,9.906853770467626,219.18926820162508,0.968955878725229,0.885855251423469,11.577998759917113,242.45642553290318,0.9781747523693753,0.9218804812856405
122,281.0,4.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.208045567746819,236.3067382889767,0.9747741807047499,0.906141759343046,9.896576548398132,219.00594514372332,0.9690231722636135,0.8860369249059872,11.602208475331917,242.5250906818467,0.9781928263792617,0.9218583573581095
123,184.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.873944093432257,106.9949123785911,0.9889015264432952,0.957564373522545,7.655220473878293,140.28247811464547,0.9812719372390978,0.9271486012079158,8.083364795382018,137.08343969750524,0.9884701246232817,0.9558316827061168
124,147.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.871327735804362,106.95507503387518,0.9889128384190589,0.9575814821857965,7.650481551588367,140.24945089982631,0.9812809938828286,0.9271379314758602,8.109753807651163,137.6586261152352,0.9884241933087128,0.955646357503762
125,298.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.861269949653151,107.20029064789478,0.9888829050477768,0.9574866237126733,7.656066985734521,139.55229352676722,0.9813761446233451,0.9275572416802242,8.062737004945301,135.8284103099732,0.9885811542903286,0.9562360534771157
126,211.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8667907389295815,107.05043922025843,0.9888936659499903,0.9575363115808357,7.657012000999078,140.0454997675715,0.9813155670134062,0.9273300613909782,8.082442277980153,136.66821264690435,0.9885156919905472,0.9559654689618484
127,294.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.862084483820357,107.2401043570375,0.9888784881297978,0.9574714142094074,7.653837570096801,139.53848506438743,0.9813804717823265,0.927562545563051,8.061367307097502,135.7910595338552,0.988582628253033,0.9562480879061788
128,148.0,5.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.869764699354496,106.96579218907316,0.9889122413998895,0.957577566148252,7.648669367752549,140.20929618397696,0.9812912522372379,0.927169357262706,8.10772139312532,137.51810068019148,0.9884345768746412,0.9556916348327856
129,293.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.861842954921415,107.26182933114492,0.9888763683575326,0.9574625281151803,7.655015603782401,139.54644475969073,0.9813810094051755,0.9275638067102745,8.061996837621477,135.79315237457922,0.988583430023553,0.9562474135923933
130,183.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.874132111892228,106.98696363120405,0.9889020733829186,0.9575677361067289,7.652817655383832,140.23422467053186,0.9812787354873531,0.9271754828199492,8.08312917660696,137.11596835077037,0.9884654457875667,0.9558212019661987
131,189.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.872286155403027,107.04309445396794,0.9888957355684099,0.9575457693797667,7.65703021929267,140.42178774182318,0.981258718953498,0.9271102936850157,8.086648691488147,137.14594081137133,0.9884703889994971,0.9558115448321727
132,208.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.865307858680122,107.03716236743952,0.9888953043144603,0.9575415317843953,7.654138354843544,140.00857079188705,0.9813207793301003,0.9273535545165958,8.080649097843605,136.72117529674128,0.9885097611049106,0.9559484043833123
133,288.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8660042284711125,107.25971357284556,0.9888764939946426,0.9574629073062013,7.659062806955068,139.6281685480087,0.981367337865586,0.9275055770413678,8.064819924094648,135.76399647376056,0.9885834128401312,0.9562568076306607
134,177.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.873923926061355,106.94923270494662,0.9889069621804025,0.9575818435903641,7.657008203151838,140.37177161109594,0.9812628282529177,0.9271126689868349,8.088171336739846,137.2341669662793,0.9884554951621674,0.9557831183438077
