,colsample_bytree,learning_rate,max_depth,alpha,n_estimators,P_lag_1,P_lag_2,P_lag_3,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
191,0.4814625221250714,0.0534884396652389,1.0,9.0,298.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.245759404438257,233.580085228952,0.9748599901489363,0.907273341911314,9.876769359604944,217.86803186011022,0.9689703732783146,0.8867005059200131,11.592326878387368,248.30421067189806,0.9776284334455507,0.9199963235051273
192,0.9894074790873484,0.058685272949694,1.0,5.0,279.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.232366046007273,232.92337162021954,0.9749440113148139,0.9075382787969362,9.883023515461012,218.9728833717973,0.9688673313391368,0.8864366138964977,11.607528294837715,249.3691172987695,0.9775310574962338,0.9196532103334136
193,0.5610183018548612,0.1059497493668397,1.0,4.0,198.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.21040046436177,231.57735479851786,0.9751888021381585,0.9080683505999771,9.883653285873592,220.59655406597477,0.9687304941725356,0.8855518804072606,11.564265589265744,250.20727922354118,0.9775630001141963,0.9193831543593394
194,0.6486207662744932,0.0904029566812678,1.0,4.0,208.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.20687184921897,232.0454856956542,0.9751127712402274,0.9078846307749033,9.903005018353573,220.44021906064305,0.9687096703123963,0.8856417211748993,11.570018728750727,249.9399141250009,0.9775482520869554,0.9194692994584972
195,0.5650416441997823,0.0869409885898922,1.0,2.0,195.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.221697217379305,232.41383513239762,0.9750327001364608,0.9077428082332604,9.903128253068303,220.89763770578395,0.9686281524686988,0.8854967083056159,11.597660764601837,250.09085397192527,0.9774808742663531,0.9194206666034568
196,0.647661156919058,0.1128781364694873,1.0,1.0,129.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.257653104228364,233.71369043729752,0.9748378278965568,0.9072362887997174,9.934094502222505,221.33971525362085,0.9685607208516827,0.8853046523426721,11.637944517869219,249.58689165060875,0.9774686820968741,0.9195830433847894
197,0.9320761313049906,0.0692802527396692,1.0,4.0,267.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.206983786742883,232.05027088261852,0.9750989793070888,0.9078820097785021,9.885897954808122,220.0764696215337,0.9687582494253129,0.885875787704224,11.588370905819104,250.00383729130087,0.9775315888130448,0.9194487033989163
198,0.5078209465718002,0.0735267670910925,1.0,3.0,224.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.226772529506139,232.68399722635206,0.9749838631596832,0.9076353089029509,9.88500840875111,219.80808436634354,0.9687887467795491,0.8861591483506919,11.618975929629771,250.14058508927087,0.9774684780487616,0.9194046432254679
199,0.9293270498657548,0.0762041889224205,1.0,3.0,293.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.18906326755387,230.94664964578146,0.9752610909599385,0.9083126710350016,9.877683160986745,220.83143046125275,0.9687097920800214,0.8855695218373401,11.57719386456699,250.69007479387577,0.9775014932797157,0.9192275975102723
200,0.4884650219274736,0.6060604308329828,6.0,4.0,166.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,18.823850374372114,690.6162912041923,0.9156257902819942,0.728875238889011,21.110855381095266,770.781100142488,0.8917301724713765,0.5947150615226932,25.62157002462621,1136.721206368106,0.8659687039856159,0.6337481534725024
201,0.8683179175745284,0.0609163848761612,1.0,7.0,264.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.24152652525116,233.2813416981877,0.9749015845410893,0.9073946754444921,9.873133785077117,218.13108421730053,0.9689774200897789,0.8867640334148494,11.604017778923712,248.82570281644595,0.9775842250158575,0.9198282986105266
202,0.3130787592513968,0.0805046320702242,1.0,8.0,202.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.238622853523847,233.3344455213723,0.9749057355946888,0.9073726495162359,9.893466775551374,219.06495099544165,0.9687949533686218,0.8860400170487592,11.592042949709121,249.0257301444348,0.9775720482635772,0.9197638497572621
203,0.4938709923939109,0.0582083711409132,1.0,8.0,284.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.236623231579514,233.20155357418503,0.9749177559547149,0.9074242021193795,9.880581348955241,218.17491065806462,0.9689565307173831,0.886648814728489,11.611198370517831,249.35811161998794,0.9775436770753064,0.9196567563657684
204,0.2077459025807295,0.0755258114311554,1.0,8.0,256.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.215491163315495,232.27513038162135,0.9750837894517328,0.9077868373719118,9.869341553846537,218.8482771815323,0.9689162781704974,0.8863010362102437,11.595027802513538,250.41408176630696,0.977511038488555,0.9193165225302415
205,0.3100440392915344,0.0791293689333631,1.0,7.0,232.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.21987096336964,232.46973048448416,0.9750471441235875,0.9077130436284575,9.886803102864066,219.45877347496182,0.9688000708059293,0.8859358167883875,11.557037993211015,249.11138243330376,0.9776236955298931,0.9197362525691549
206,0.5204333772886214,0.0732032489149934,1.0,8.0,246.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.22424494735635,232.68490965910468,0.9750178487696384,0.9076267841318422,9.874975998702913,218.59728978246417,0.9689296878948401,0.8864376991696802,11.599378475613067,250.12808998308185,0.977510432143439,0.9194086691516921
207,0.5713129587895653,0.07581673269735,1.0,8.0,270.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.208701823014808,231.98563766696304,0.9751288703638195,0.907899002733053,9.873819933648974,219.16117104248374,0.9688732203857815,0.8860915849340281,11.578553760669852,250.38816743715873,0.9775362282756521,0.9193248721333359
208,0.6242453122253071,0.0585472427679212,1.0,6.0,288.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.228520481687596,232.83828670549195,0.9749672312120179,0.9075701910178386,9.87743346348514,218.7232618953096,0.9689038758767774,0.886510168246085,11.596179124881063,249.39245891729814,0.9775442448379453,0.9196456896583007
