,layers,neurons,batch_size,Cloud,Pressure,Rel-hum,Dew-point,Wind_cos,Wind_sin,Wind_sp,P_lag_1,P_lag_2,P_lag_3,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
11,3.0,15.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.023114171407832,273.7282576510961,0.9705999034228674,0.8912721553954135,9.76632625125805,205.36340986635187,0.9703742662486047,0.8914208315451205,10.969417953897198,218.9913813790156,0.9804882412613389,0.9294409241647431
12,1.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08096594217232,275.6025197736668,0.970111080661702,0.8905903708459824,9.72117970587518,204.08634916135063,0.9703281750053478,0.8916882637584786,10.570993691515225,211.5032818669243,0.9818628818470888,0.9318535916314191
13,1.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.032318583993542,274.1113203864226,0.9702705958180766,0.8911138500497864,9.818317669191929,204.94293881826468,0.9699706979425791,0.8909737893023697,10.966998696581081,216.49703370103245,0.9807979460592041,0.9302446035874766
14,4.0,40.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.023839979645484,272.44623641307464,0.970788743042998,0.8917611384521329,9.818135443007586,205.43458603335264,0.9703091895073261,0.8911870241610511,10.973503469848591,217.38084069446418,0.9808810354271257,0.9299598407612841
15,1.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.02530459737057,276.2663661075372,0.9701810056311194,0.8903160446717955,9.73014260247923,205.07302896525667,0.970082681041073,0.8909337655569057,10.731448373160685,214.32059636926695,0.9811928395125691,0.9309458522200744
16,4.0,45.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.01567147983032,273.55473753467675,0.9708199250695891,0.8913521210726455,9.818376702655069,205.03051304874347,0.9703846843043522,0.8915334500172061,11.212882955810857,223.03055780626514,0.9800721750970132,0.9281395005468472
17,3.0,47.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.05223710155759,275.89174683635326,0.97099007132269,0.89046936397316,9.750379567770906,206.0583180997624,0.970681201014565,0.8906632780874024,10.77024492579323,213.39907507145548,0.9814305377931861,0.9312427666042233
18,4.0,36.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.073765544976006,275.12349532279575,0.9704469548693346,0.890609481406752,9.9415468115723,207.83331521136125,0.9698988581844121,0.890082283132217,10.849983394796311,215.98378779568154,0.9812574438883892,0.9304099715418215
19,5.0,39.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.014337609300206,273.37443407848014,0.9708048254072885,0.8913319540196409,9.868150454666113,206.40850563948663,0.970402101272104,0.8909691539765019,11.083315811690182,218.4366122805432,0.9807051501654582,0.9296196709019146
20,1.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.076055960827084,275.33385702538806,0.9701089080251796,0.8907222168971968,9.790170982384247,205.09087524461575,0.9700173502690039,0.8910797538772102,10.690387544697368,212.7779395209896,0.9814142009671845,0.9314428966282148
21,3.0,42.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.032459951291493,273.7646966179202,0.9708843556651617,0.8913201291814588,9.798696132881187,206.68804358832648,0.9704857698926036,0.8905893722410725,10.91792414689306,220.64708206675462,0.9803203958540718,0.9289074570042959
22,3.0,47.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.04755056846236,273.5580037108537,0.9709426016671581,0.8914205525348132,9.783202207612838,206.0911482297915,0.9705908156940852,0.8909519464309208,11.568161413314488,226.95885855115603,0.980366717254396,0.9268738011005173
23,3.0,43.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.040628945407562,273.35682776140993,0.9708378984507559,0.891463332151771,9.790807853978366,205.97279626977746,0.9703661058577586,0.8908377199600295,10.754014186351213,213.82757742671532,0.9813711199463707,0.9311047030421326
24,4.0,34.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.010615774923762,273.78812520581096,0.9706318019596141,0.8912430890559228,9.744368320493473,205.5431405445119,0.97021305168288,0.890968444384642,10.91640010344903,217.08952594186664,0.9808547583604361,0.9300537024447487
25,4.0,34.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.010445694884673,274.21955626309153,0.9705955839525604,0.891063370830119,9.752352088895883,206.45153756772066,0.969988473420536,0.8904846054546027,10.8229212841972,215.23496222923453,0.9810597263326276,0.9306512433197225
26,3.0,40.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.063584907823875,272.48202095121076,0.9708527054538421,0.8917998673274402,9.812355701278536,206.14471969590122,0.9703333687344167,0.8908211227667985,11.018410216447274,216.33105604354762,0.9810028993866825,0.9302980816287022
27,3.0,22.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.08460350923584,275.86114435255104,0.9703021445962228,0.8903678919067586,9.85440563334435,206.52035979019533,0.9700287925575073,0.8901754133826301,10.692421473847672,212.96143227076126,0.981423657078464,0.931383775220035
28,3.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.957080214859298,273.0149313569741,0.970812799656319,0.8915913436902925,9.70162926007365,205.680876789609,0.9702135125161159,0.8908576139596491,10.916249354358083,216.77625330925062,0.9809177130307773,0.9301546389624449
29,3.0,40.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.079432853670324,273.33761625344357,0.9707905962220604,0.8914641190450892,9.841915541000734,207.43503498332586,0.970109888636076,0.8900830134744394,11.153681308271345,218.57657012565625,0.9807753015693083,0.9295745764505033
30,3.0,34.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.058795167462751,275.5825451094294,0.9704292385158867,0.8906070959089949,9.810025496794829,208.8261298999128,0.9697360732562228,0.8892755585001,10.968590026223298,218.58574466489696,0.9805241699760517,0.9295716204117498
31,2.0,20.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.172807277587196,275.1988012918485,0.9705196462730017,0.8907494998020851,9.95354821522064,209.43398921912893,0.9695100165143326,0.8887662342302648,10.94820389923089,214.9691378250794,0.9809526354562835,0.9307368920067782
32,2.0,40.0,18.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.885509125980528,149.69663124242075,0.9845263252303535,0.9407310899531118,6.981906913155871,122.38288517223671,0.9836361038049456,0.9364247044615215,8.17313567009099,129.70996848143466,0.9889838714617539,0.9582074169082011
33,2.0,23.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.027889504598402,154.4981934099852,0.9839220145617129,0.9387861790294814,7.002517378653387,121.37335436005074,0.9833893588461919,0.936179091135122,7.629757086566057,118.1861789479249,0.9899290817170179,0.9619203846719744
34,3.0,43.0,22.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.761313202392322,147.18884048427165,0.984893311770222,0.9416929002376884,6.898115773695945,119.54967881076313,0.9837310261813075,0.9370805184599009,7.813393473946265,123.4810547656939,0.9897742267549484,0.9602143744079557
35,5.0,46.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.942877866265624,271.80404490239425,0.9707292514945636,0.8921293701195201,9.769832076053067,206.48480404380103,0.9699770997440993,0.8908649393084405,10.86602152236896,222.99350317504465,0.9799394743572594,0.9281514395579529
36,3.0,24.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.867629607299382,150.2355994589961,0.984688393623876,0.9405145589187074,6.885168658097971,118.76673801522873,0.9842609113134635,0.9381599205689717,8.499220164460404,135.43890349819637,0.9884160640703039,0.9563615526657022
37,4.0,33.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.924864939431373,151.4606451928914,0.9846988268893345,0.9401621190147589,6.998391866288678,120.25156508994942,0.9839041178260269,0.9368931156891449,7.518746961278464,115.78402319065343,0.9903200409683436,0.9626943598356456
38,2.0,13.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.902626716355281,149.6274564549503,0.984462394409652,0.9407667899778267,6.947063593801566,120.03423682749629,0.9838703289914708,0.9375632610447381,7.579862551356576,117.70009904379056,0.9902147221769279,0.9620769997341829
39,4.0,33.0,19.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.896603826326697,150.07880177225647,0.984691364612872,0.9406932549228688,7.0166568753480965,122.43744071519781,0.9835312155596829,0.93604448461679,7.698548476017261,120.43693954827879,0.9899138443371182,0.961195189064333
40,3.0,43.0,21.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.785424166455069,147.7516302454879,0.9848307157309422,0.9415341521036455,6.881323051591187,118.71858074931204,0.9837791614903274,0.9374007907231553,7.7738787041265915,122.98014390842727,0.9898496239239571,0.9603757680068362
41,3.0,49.0,26.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.84288831540794,148.8056476161282,0.9846305191035398,0.9410242695420015,6.929877299126315,120.60336015534388,0.9837381117807469,0.9366834906944805,7.8827079358324665,122.99650923432299,0.9893472676293827,0.9603704950948901
42,2.0,44.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.845794396486481,149.53778880516398,0.9845836870524984,0.9407431646662354,7.0188536878348895,121.78360805342335,0.9837006787211515,0.9365319899987861,7.574749350637717,116.89091249060006,0.9900508177212456,0.9623377198365536
43,3.0,49.0,31.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.842654266730634,148.78163870617942,0.9846691612359147,0.941052172431224,6.930795357822672,121.5587982476745,0.9836366720315697,0.9361920164222334,7.787852527158602,121.17339317009765,0.9895628737152393,0.9609579035299716
44,3.0,43.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.789021317696334,147.65917746671636,0.9848051615429322,0.9415538555311478,6.8700778713501505,119.09919720636748,0.9837202317328648,0.9370833777887169,7.972639066030384,126.80143005054028,0.9893989129815662,0.9591445486913011
45,3.0,43.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.805426599580927,147.35302389972128,0.9847665657582764,0.9416264346543377,6.896475160287405,118.72290434870204,0.9836806359097088,0.9375009459975703,7.767478307964135,125.34624359630939,0.9898479370520854,0.9596134101174081
46,3.0,28.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7396629888782815,147.33268144084596,0.9849290142528226,0.9416324555402042,6.913145476938854,118.94208814413642,0.9841179369636914,0.9377914160572625,7.531641779757075,118.03387094956948,0.9901873222884991,0.9619694583457353
47,2.0,40.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.857588884925789,149.0966260655011,0.9846389988432067,0.9409770319073452,6.936692274333883,120.12193311564687,0.9839325077805546,0.9374856467237125,7.946865756354893,125.32063106895805,0.9894653304514291,0.9596216624798907
48,3.0,43.0,32.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.761203182411073,146.8802607566682,0.9849088810661062,0.941746538727124,6.870695939274706,118.647645718292,0.983869254838174,0.937414795815179,8.049363906518908,127.49991485952944,0.9892725423148432,0.95891949671758
49,4.0,33.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.904008377614906,150.1562655998613,0.9847400729419802,0.9406332895630224,6.95117757669847,121.3739091903299,0.9837325958809526,0.9363844915888972,7.868957538679734,122.30495726997023,0.9895618792822334,0.9605933133043992
50,3.0,45.0,42.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.860665057000498,150.9030615745193,0.9845020930334463,0.9401289004303612,6.976360902638098,123.64302106808594,0.9836188360716052,0.9358679671692179,7.7145874165776185,119.62930618683927,0.9898689912751508,0.9614554087279473
51,3.0,45.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7692399558684215,147.1992445790096,0.9847420042326223,0.941666642696319,6.930839721601329,120.0357912469803,0.9838865251597908,0.9371698087093343,7.374200791460375,112.85766332678566,0.9905378903562116,0.9636372336887428
52,3.0,42.0,14.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.783145413034767,147.04580380203504,0.9847663154659954,0.9417850995247913,6.943601141852228,119.5417902600551,0.983819332378137,0.9371239284656548,7.666626816708325,118.59158344300887,0.9899754136924473,0.9617897632459965
53,4.0,45.0,51.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.014273848649614,154.55546849982682,0.9840975748708463,0.938743853137993,6.969383835603875,121.75562150662745,0.9835298792839198,0.9359214965867841,7.55867549759108,117.03957983154065,0.990172644459187,0.9622898191834887
54,4.0,43.0,12.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.892700005835438,149.43069154536255,0.9847335823800211,0.9408501307473889,6.986197554363958,118.76874883167956,0.984004618932453,0.9374847358490865,7.946732090285456,125.7850015481575,0.9890234578936975,0.959472042199626
55,3.0,43.0,32.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.761203182411073,146.8802607566682,0.9849088810661062,0.941746538727124,6.870695939274706,118.647645718292,0.983869254838174,0.937414795815179,8.049363906518908,127.49991485952944,0.9892725423148432,0.95891949671758
56,3.0,43.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.804810448149613,147.704092909298,0.9847820503050022,0.9415258557642521,6.935246169483511,121.81990949687986,0.98343142607927,0.9358852791699217,7.860163948921733,126.73586552005327,0.9897285625370608,0.9591656735988184
57,2.0,24.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.939388473947012,152.7451123105926,0.9842978162559178,0.9395336361326139,6.999026985194233,122.05441174625862,0.9836193004403814,0.9364864310152301,7.7000768155535715,119.65497506476632,0.9897463233451456,0.9614471382092956
58,3.0,41.0,52.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.847861048024845,149.28818661719606,0.9846366828164576,0.940926990371133,6.947027591933914,120.93428875763816,0.9837802394065578,0.9365733214437069,7.717772806042156,119.29398085088887,0.9899389921998317,0.9615634506319702
59,3.0,40.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.878074940194063,151.32576585838282,0.9844714160715984,0.9401039427827413,6.907977504551005,122.24929094534929,0.9837147231647405,0.9360552531926407,7.805914914614413,122.74826391610004,0.9896184923457532,0.9604504797962238
60,4.0,24.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.89185350399019,149.666579541256,0.9844628721573576,0.9404904643285961,6.982790741137896,121.28858837189236,0.9837303225679852,0.9370115397464395,7.919142847639767,125.85893352384034,0.9895441975888762,0.9594482212992508
61,3.0,40.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.878074940194063,151.32576585838282,0.9844714160715984,0.9401039427827413,6.907977504551005,122.24929094534929,0.9837147231647405,0.9360552531926407,7.805914914614413,122.74826391610004,0.9896184923457532,0.9604504797962238
62,2.0,26.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.829323061601977,147.92068457625487,0.9846643035656075,0.94134493753091,7.027709489919475,121.93183944107707,0.983573179230917,0.9365099620509831,7.554316819528792,119.59037115408498,0.9901745411968238,0.9614679536048802
63,3.0,42.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.797216394129508,147.4679647737315,0.9847307923680357,0.9415782850826838,6.955625319243003,120.23601198881259,0.9837578388680318,0.9367064358357637,7.673153846453088,118.30316357209755,0.9899705364115192,0.9618826921978844
64,1.0,31.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.873278569911079,151.5063406263126,0.9843597192258322,0.940054784417821,6.96459022640127,121.96549156123723,0.9835832084193041,0.9363772291450576,7.778189199637387,121.53968655483335,0.9896448377613154,0.9608398837131698
65,1.0,15.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.98151980806404,155.078263198913,0.9840227938408006,0.9386620656730196,6.881029811375554,117.551823165596,0.9842199967791663,0.9382452527201719,7.8074237925390415,123.42171170051348,0.9894437573685047,0.9602334947578525
66,3.0,49.0,20.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.820123185686331,148.02086696197745,0.9847583000750126,0.9413560429591628,6.904793675063775,120.0012684346043,0.9838636742310795,0.9371434928838291,7.657757963535901,118.70357524098608,0.989825881143363,0.9617536794617094
67,4.0,34.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7643916310135,146.00993800226303,0.9848955592723967,0.9421586689148724,6.987733842281481,124.87886995910168,0.9833348471522783,0.9350276251769886,7.892984498336711,125.17963589832146,0.9894419548501342,0.9596670911578356
68,3.0,47.0,37.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.851536685461539,149.4582913214808,0.984692183448476,0.9408789871653487,7.011207522136478,124.28059229432084,0.9833921400707537,0.9349249048308435,7.698912539088851,119.69905331690386,0.989739984575791,0.9614329361858385
69,4.0,45.0,30.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.937383909353801,153.1280460123307,0.984313782428822,0.9393155302096856,6.9601231320079595,122.52743252388254,0.983706247784971,0.935864851809858,7.783398460000223,122.1363720321271,0.9898468334754645,0.9606476315086444
70,3.0,43.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.768889092689832,145.98002923775786,0.9849247023894447,0.9421899951542567,6.881374884073666,118.18531070741483,0.9837463427562891,0.9375264863778886,8.313147683795153,135.26151620551846,0.9888818906116797,0.9564187068941357
71,3.0,49.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.789248141235684,146.47835371710192,0.9847792930458326,0.9419262313715574,6.893053850886932,118.6207798519877,0.9838768066872964,0.93762672929059,7.816288948412238,122.18183986908745,0.9896703535038791,0.9606329817606226
72,3.0,33.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.827988801058353,148.1065146759107,0.9847291472789721,0.9413473511001951,6.929307015988854,121.28819393793992,0.9837630766508073,0.9370872179240751,7.731703562269429,120.57196339196466,0.9895375343781412,0.9611516843493702
73,2.0,39.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.780274600837304,147.92773926884595,0.9848177160873547,0.9414757402392402,6.956890131727551,120.74828116834068,0.9838451437305745,0.9368691950382115,7.9362464808492845,126.25198006742268,0.9895876969638218,0.9593215816082238
74,3.0,28.0,11.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.712908338850449,146.47063543785265,0.9849560301125657,0.9419963314370197,6.8744021429155415,117.92856643732225,0.9842025375788508,0.9382396091130989,7.630173109215805,119.99609662312444,0.9899936489807902,0.9613372287610166
75,2.0,42.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.785339354240641,148.07401632600786,0.9847913563004553,0.9413715615321829,6.931452125697766,120.65025095140547,0.9839329743827596,0.9373690170113053,8.011626385855513,128.05455646238465,0.9895124817414379,0.9587407910595271
76,2.0,33.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.931770113740093,151.56790952377617,0.9842885034532511,0.9399884327257906,6.9252483295429155,121.25958968473087,0.9838265014022938,0.9374113552818946,7.465653444475395,115.57611903669894,0.9902816263783706,0.9627613466041337
77,3.0,39.0,13.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.779932680409733,147.07334257759553,0.9847394519643256,0.9416788406311687,7.019342966429315,122.325973491983,0.9833900845982672,0.935798721436194,8.18625892754335,128.77911211383682,0.9890591620238337,0.958507339054084
78,2.0,33.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9188108363127245,151.05872256829105,0.9843725577207524,0.9402037764052793,6.975921811079489,121.90441518416462,0.9837249793924882,0.9368834054557383,7.662521898609764,118.99728118488429,0.9898392132562529,0.9616590473358319
79,3.0,43.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.786061295993363,146.96496368323741,0.984846890717245,0.9418253715330382,6.880732054912637,118.35956980437832,0.9837713309159508,0.9376741436775415,7.810611210501486,123.60308278783405,0.9898209961132807,0.9601750569498255
80,3.0,42.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.818594077405049,148.45787806354053,0.9846850643969108,0.9412226678215091,6.952588661385251,120.39630220122729,0.983757697152758,0.9368528847328046,7.6672220210539725,118.59886209065915,0.9899718305250284,0.9617874180639702
81,1.0,15.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.98151980806404,155.078263198913,0.9840227938408006,0.9386620656730196,6.881029811375554,117.551823165596,0.9842199967791663,0.9382452527201719,7.8074237925390415,123.42171170051348,0.9894437573685047,0.9602334947578525
82,2.0,40.0,15.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8874874640736845,149.45806968193054,0.9845497469950122,0.9407949724468568,6.981406862738825,121.61725450473537,0.9837909556655033,0.9369399746789262,8.00078930053214,126.36375824558503,0.9893512809452806,0.9592855666522926
83,1.0,16.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8409308302299685,151.3556945629389,0.9843843552395457,0.9401201778977083,6.937319740888562,122.04915512381228,0.9837617714022369,0.9363733836190913,7.8413139935680976,122.08808801856306,0.9894874454838285,0.9606631886294463
84,1.0,15.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.98151980806404,155.078263198913,0.9840227938408006,0.9386620656730196,6.881029811375554,117.551823165596,0.9842199967791663,0.9382452527201719,7.8074237925390415,123.42171170051348,0.9894437573685047,0.9602334947578525
85,3.0,28.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.781462523525898,146.5039940565326,0.9847948381508255,0.9419337272165424,6.894279068118665,118.29998634181811,0.9839394982804154,0.9380316638276576,7.615629536284442,120.70426312939053,0.9901631432818301,0.9611090573421006
86,1.0,26.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.905708557798652,152.54426183142817,0.9842825601339351,0.9395981884367872,6.933233291884273,120.09671003656283,0.9839741797437651,0.9373469222595088,7.491535273407572,117.37227011822644,0.9900898344544508,0.9621826262929735
87,1.0,15.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.98151980806404,155.078263198913,0.9840227938408006,0.9386620656730196,6.881029811375554,117.551823165596,0.9842199967791663,0.9382452527201719,7.8074237925390415,123.42171170051348,0.9894437573685047,0.9602334947578525
