,l1_ratio,Temp,Cloud,Pressure,Rel-hum,Dew-point,Wind_cos,Wind_sin,Wind_sp,Temp_lag_1,Temp_lag_2,Temp_lag_3,P_lag_1,P_lag_2,P_lag_3,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
0,0.3220396702381786,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.18518550103347,2480.7938336493357,0.13848990927875043,0.0156259756332649,36.742108527578985,1912.2879368357683,0.19546638825119256,-0.0620815651707678,46.58084182333004,2899.03401786867,0.2467171892290676,0.06593054106655372
1,0.9999899052541338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095460239775813,279.3049259276074,0.9699355471632529,0.8891488832684344,9.788447303320226,206.9792466005635,0.9700938175128733,0.8900432482065876,10.576290834234827,214.7470816791725,0.9812599831057837,0.9308084385504827
2,0.9997801398823573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095504630698066,279.30497079826137,0.9699352533139958,0.8891488655519466,9.788490686374272,206.97932539890138,0.9700935054095556,0.8900431638193499,10.57637125481065,214.74854932478743,0.9812596859440383,0.9308079656747119
3,0.9997076365921248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095519978099256,279.30498641516334,0.9699351517086103,0.8891488593860519,9.788505685328625,206.9793527212319,0.9700933974920558,0.890043134599324,10.576399058873001,214.74905684911315,0.9812595831946479,0.9308078021502519
4,0.9999168017008768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.09547570806665,279.30494151248973,0.9699354447755393,0.889148877114886,9.788462420410074,206.9792740197057,0.970093708764949,0.8900432188230891,10.576318857268413,214.747593035187,0.9812598795632123,0.9308082737914516
5,0.999713896672222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095518652890112,279.30498506458287,0.9699351604822215,0.8891488599192867,9.788504390206851,206.97935036041366,0.9700934068107241,0.8900431371233029,10.576396658062261,214.7490130234261,0.9812595920670161,0.9308078162708989
6,0.999973591720418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095463691438903,279.3049294005985,0.9699355243165484,0.8891488818971466,9.788450676614481,206.97925271541166,0.9700937932469722,0.8900432416518402,10.576297087417803,214.74719578040273,0.9812599600013234,0.9308084017870388
7,0.999815073791492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095497236690811,279.3049632934235,0.969935302262809,0.889148868515057,9.788483460241451,206.97931225017965,0.970093557399194,0.8900431778886759,10.576357859489542,214.74830483217954,0.9812597354442314,0.9308080444502891
8,0.9998050083946888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095499367052284,279.30496545444987,0.9699352881598235,0.8891488676618238,9.788485542234863,206.9793160376214,0.9700935424200992,0.8900431738355667,10.576361718949334,214.74837527403568,0.9812597211823673,0.9308080217539061
9,0.9998024930979512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095499899426276,279.30496599464726,0.969935284635491,0.8891488674485389,9.78848606252176,206.97931698421957,0.9700935386768265,0.8900431728226321,10.576362683422325,214.74839287751664,0.981259717618333,0.9308080160820603
10,0.9995398302155214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095555507265074,279.3050227725604,0.9699349164688608,0.889148845031746,9.78854040785405,206.97941612836593,0.9700931476376494,0.8900430668671937,10.576463425204414,214.75023198450174,0.9812593453089594,0.9308074235213467
11,0.9998875514118656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095481897862681,279.30494776409563,0.96993540380228,0.8891488746465258,9.788468469670336,206.9792850033321,0.9700936652464276,0.8900432070584603,10.576330070977898,214.74779767579608,0.9812598381280049,0.9308082078561981
12,0.9995069433506872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095562471638651,279.30502993273683,0.9699348703536337,0.8891488422048917,9.788547214113233,206.979428582887,0.9700930986573293,0.8900430535760526,10.576476042203968,214.75046236859632,0.9812592986754769,0.9308073492915359
13,0.9989203385831136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095686768904049,279.3051595689733,0.969934047093878,0.8891487910276892,9.788668689531,206.97965227464024,0.970092224243253,0.8900428155678626,10.576701225657656,214.75457614393676,0.9812584661880203,0.9308060238321302
14,0.9999931984651804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095459543002018,279.30492522685495,0.9699355517751902,0.8891488835451224,9.788446622366463,206.9792453664325,0.9700938224112949,0.8900432495296284,10.576289571929198,214.7470586463512,0.9812599877697571,0.9308084459716632
15,0.9989589091111888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095678591821262,279.3051509333204,0.9699341012657283,0.8891487944366332,9.788660698081149,206.97963747676386,0.9700922817814912,0.8900428312717631,10.576686411598704,214.75430539808406,0.9812585209656534,0.9308061110665091
16,0.9893316393730684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.097743027561206,279.3078040262216,0.9699203996275665,0.8891477479990765,9.790711428331813,206.98372999053933,0.9700777271295938,0.8900386698832863,10.58041825439914,214.82301908542485,0.9812446724046733,0.9307839714998949
17,0.9998965217467994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.09547999956978,279.30494584592594,0.9699354163681075,0.8891488754038868,9.78846661447703,206.97928163415912,0.9700936785928482,0.8900432106668448,10.576326631945916,214.7477349154211,0.9812598508354922,0.930808228077606
18,0.998649622413136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095744178576481,279.30522062382016,0.9699336667146489,0.8891487669269293,9.788724795937533,206.97975649266814,0.9700918202248229,0.8900427051307989,10.576805232324608,214.75647745255904,0.981258081560765,0.9308054112300341
19,0.9993428076854548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.095597236785975,279.3050658393004,0.9699346401340321,0.8891488280292075,9.78858118998638,206.9794908793074,0.9700928541338776,0.8900429871580486,10.576539024484266,214.75161258835277,0.9812590658707665,0.9308069786904533
20,0.9895781278499406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.097688272389803,279.3077234148226,0.9699207550013333,0.8891477797758172,9.79065693545169,206.98361504472484,0.9700781046668034,0.8900387825819169,10.580321842368365,214.82123099589842,0.9812450314306105,0.930784547622771
21,0.992922346086446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.096965723279235,279.30669633751097,0.9699255526072237,0.8891481847264919,9.78992015575744,206.98210889290036,0.9700832012796984,0.8900402793144765,10.579018296359683,214.79712202749522,0.98124987916355,0.9307923155381984
22,0.990884947337378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.097403512141792,279.3073073370031,0.9699226350512393,0.8891479438059047,9.790368459791736,206.98301468637183,0.9700801019344826,0.8900393746018211,10.579811455548155,214.81177656780926,0.9812469309412863,0.9307875938417789
23,0.4254292089998819,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.641326732769986,169.15591061267253,0.9818940963855125,0.9331041028033438,7.2920751583596255,124.40741935762041,0.982862702676029,0.9341377014893663,8.800129171031214,149.1515603855336,0.9874305328832514,0.9519433313132285
24,0.4269114027861139,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.640106086782069,169.12524804928358,0.9819008176552069,0.9331161746147798,7.292059735532678,124.4091056401515,0.982866036631229,0.9341374068612542,8.79928770163585,149.13755459131752,0.9874339856052581,0.951947843983499
25,0.4263649134401615,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.640554287464251,169.1365100095269,0.9818983470151402,0.933111740796136,7.292059692281785,124.40846849264817,0.98286481247106,0.9341375246124302,8.799597368179302,149.14268634236072,0.9874327171563554,0.9519461905320766
26,0.4310781052873125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.63674655074595,169.0411807946508,0.9819193438760463,0.9331492807704955,7.292162338195055,124.4137784178821,0.9828752477470153,0.9341365351767076,8.796948888771077,149.0996396198847,0.9874434841436392,0.9519600601964283
27,0.4274142806410947,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.639694587701264,169.1149293495094,0.9819030834234233,0.9331202370725413,7.292075852111792,124.4097077013923,0.9828671578929478,0.9341372891767483,8.799003349443291,149.13286538229738,0.9874351481316976,0.9519493548477749
28,0.4259905048417573,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.640862958918106,169.14425498263336,0.9818966492830276,0.9331086916102775,7.292065870705573,124.4080423367827,0.9828639703610038,0.9341375991509353,8.79980992019992,149.14622387197699,0.9874318450390142,0.951945050739182
29,0.4266365910095606,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.640331340030905,169.13090500914706,0.9818995763433584,0.93311394747734,7.292056524476533,124.40878300169764,0.9828654217793521,0.9341374673991008,8.79944333758913,149.14013049830436,0.9874333484095494,0.9519470140256472
30,0.4270109996079647,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.640024516886724,169.12320101087272,0.9819012669845124,0.9331169805309953,7.292062469491044,124.40922368457298,0.982866259096715,0.9341373842615321,8.799231338869149,149.13662336941655,0.9874342162046439,0.9519481440234198
31,0.4230886261693231,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.643272878299697,169.2050987726689,0.9818833498637343,0.9330847374794486,7.292114215728285,124.40503018562188,0.9828573480502634,0.9341380048141136,8.801468283791007,149.17424829003295,0.987424999573012,0.9519360212649334
32,0.424678452651393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.641948816322904,169.17158484696927,0.9818906671962704,0.9330979318759627,7.292087628460434,124.40661613538617,0.9828609972246325,0.9341378205976478,8.800557316693261,149.1587608809885,0.9874287689231824,0.9519410113118584
33,0.4297260826024005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.637822292372146,169.06819624048495,0.9819133783095566,0.9331386447490819,7.292118547385796,124.4119180385164,0.9828723167147273,0.934136996215098,8.797703513723327,149.11171043125813,0.9874404351452989,0.9519561709780959
34,0.425989791935257,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.640863547246315,169.14426975246903,0.9818966460464651,0.9331086857954121,7.2920658824826745,124.40804153341712,0.9828639687548936,0.9341375992880856,8.79981032522401,149.14623062461771,0.9874318433760289,0.9519450485634795
35,0.428609161669863,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.638724314340912,169.09058115373023,0.9819084376498772,0.9331298229215103,7.292115383882356,124.41119822220362,0.9828698022410635,0.9341369740345954,8.798330007846705,149.12184927191507,0.9874378924702998,0.9519529042411938
36,0.4295377567754945,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.637973659406503,169.07198300099378,0.9819125432359233,0.9331371538956357,7.292112429463167,124.41166718317407,0.9828719056754316,0.9341370555249161,8.797808951319034,149.11340930563267,0.9874400079416237,0.9519556236003632
