,colsample_bytree,learning_rate,max_depth,alpha,n_estimators,Temp,Cloud,Pressure,Rel-hum,Dew-point,Wind_cos,Wind_sin,Wind_sp,Temp_lag_1,Temp_lag_2,Temp_lag_3,P_lag_1,P_lag_2,P_lag_3,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
0,0.9014966250223364,0.5331751146489132,7.0,4.0,48.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.499350799523874,1603.557327818808,0.7063737579277883,0.36529012616453393,39.852850655629844,2717.602844232541,0.4872041572772313,-0.5020380909354382,48.22452136069621,3562.469828675504,0.39911926652927165,-0.14782863699683535
1,0.1878839096589059,0.0293861692363691,3.0,8.0,195.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.280107157849404,322.120920269869,0.9638121488038469,0.8709401380072403,14.137721944365744,366.0196216074711,0.9436542635041305,0.7982136886439317,16.3419067085027,459.07144309162584,0.958056382423382,0.852087070445747
2,0.6480905513048635,0.0667391291483044,1.0,8.0,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.288610961626159,235.04398774737592,0.9745930544165873,0.9066929523914176,9.921515184185647,218.51163641563235,0.968747706930745,0.8862427276481721,11.664615055964545,248.5083380043354,0.9775210500188913,0.9199305536294418
3,0.6867643275113459,0.0714192130961177,1.0,8.0,259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.221414991550592,232.51195067586661,0.9750434005370758,0.9076945625558951,9.881576680536003,218.77843419359172,0.9688998197245968,0.8863044628885878,11.60230083802487,250.01649346862365,0.9775342475748813,0.919444625575534
4,0.0381124429416483,0.0516441312643248,1.0,7.0,297.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.248991610466481,233.6265148895701,0.9748374184884354,0.9072577689060718,9.880576749459777,218.28658203421145,0.968911755053943,0.88661779667159,11.616923356884907,248.855852709822,0.9775513318290616,0.9198185843076178
5,0.6454389554630378,0.0738185571224873,1.0,7.0,275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.206753073188573,231.9125430669153,0.9751311360673516,0.9079297733360725,9.881778590894875,219.4338604417887,0.9688355335788543,0.8860347063802236,11.572910041048319,250.44156903133162,0.9775347003401391,0.9193076661268289
6,0.1733359915835798,0.0773386414006401,2.0,9.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.020899126705045,218.86671935362867,0.9765569098636004,0.912959692654057,9.944828082993574,224.80891499359927,0.9681407144371845,0.8828202362453774,11.608299228200888,252.70567251780528,0.977262281991229,0.9185781714380655
7,0.7197151620653229,0.0582919823058943,1.0,6.0,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.245013835818584,233.50320279584525,0.9748536978032136,0.9073079351401501,9.883734126281738,218.45644292733607,0.968901121764987,0.8866157065836009,11.629267711802427,249.11668108497312,0.9775321929341478,0.9197345453423107
8,0.310312802486918,0.2237819718671864,1.0,8.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.262240135330417,232.32036039070863,0.97521003574971,0.907743031695063,10.01102823063083,226.2222117725986,0.9680086152432934,0.8819534459491722,11.60463053428889,251.75270645504764,0.9774345743281574,0.9188852173330552
9,0.4297103716143859,0.097101806287157,1.0,7.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.215080193820752,232.35499758461373,0.9750804094025554,0.9077594933389824,9.911922995087778,220.10836601894002,0.9687350359823682,0.8856209967375273,11.551337121599422,249.08927035415672,0.977639231692638,0.919743377086383
10,0.486617085732914,0.0723595512187024,1.0,6.0,271.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.210026384280106,231.96789492578975,0.9751246642852462,0.9079103876093044,9.885438548900426,219.6672979238802,0.968817786616657,0.8860013416427119,11.590260550344095,250.4352449254936,0.9775173428904019,0.9193097037552534
11,0.4351789052427133,0.2232359372531413,1.0,7.0,266.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.206317178255201,229.2253276661213,0.975566515498729,0.9089570709128514,10.007649697968283,227.70457682289023,0.9678289841212673,0.8811044024293803,11.60000223426058,253.17673710141352,0.9773149824567903,0.9184263943157477
12,0.4061679440476193,0.0883818839958534,1.0,6.0,283.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.185222070402059,230.75855676875318,0.9752964994392246,0.9083782922756274,9.891315086039077,220.99807649442113,0.9686517465009385,0.8851744765553669,11.571035328617805,250.96079446904326,0.9774841944641348,0.919140371565717
13,0.6228923980226538,0.1955698639657753,1.0,5.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.20609175046073,229.66780923444657,0.9755018568159614,0.9088054870238984,9.942228333995198,225.64355093127156,0.9682740248043428,0.88300274547174,11.634677968256156,251.30875476642467,0.9775000717567555,0.9190282586740772
14,0.0020342242769438,0.0783293951044089,1.0,9.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.285270358191548,235.03381022341495,0.9746086156638094,0.906696438184124,9.907533321060004,218.13527498429806,0.9688081629617923,0.8864137690077079,11.625996147655695,248.0369286796662,0.977587656216322,0.9200824418274125
15,0.3601880098619008,0.0876684485613316,1.0,3.0,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.20069834984268,231.66776003267074,0.9751607734547275,0.9080329001899896,9.909372168660852,221.27340283589413,0.9686000743090797,0.8852363328876359,11.567263854371859,250.67976732869383,0.9774958976412498,0.919230918578037
16,0.1952162506852117,0.0888987263915135,1.0,6.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.246447512485894,233.50315285597642,0.9748660755734848,0.907309430743562,9.910084189429703,219.77413210702497,0.9686847770726232,0.8857576362211479,11.63021623399523,249.9427988280833,0.9774636935183063,0.9194683700064691
17,0.1020325512435586,0.0971171790535624,1.0,9.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.245850229333074,233.64377799443844,0.9748713776745949,0.9072508336267224,9.911272904435846,219.0703680899945,0.968795962827554,0.8859620696875634,11.568447516460365,247.90940674548577,0.9776882610635376,0.9201235294253254
18,0.9957468554316364,0.0690035749310301,1.0,2.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.238718097995331,233.23492711675405,0.9748750728174427,0.9074190789624903,9.901486130533529,220.18022364501388,0.9686772131353614,0.8859306501980622,11.62259363201609,249.17081046031853,0.977515485976133,0.9197171048445346
19,0.408394408844854,0.0706877549679296,1.0,5.0,233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.23064862692415,232.87493943075017,0.9749609166043189,0.9075575230582466,9.888461165421553,219.54140534555964,0.9687992442227951,0.8861399833152206,11.610384139145205,249.65909888167906,0.977518154514656,0.9195597781975438
20,0.83148406635671,0.0701109424423601,1.0,2.0,227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.229784409045115,232.79065027012567,0.974956761106367,0.9075945344378118,9.88489165443589,220.05973706636766,0.9687447545575176,0.8860770030156081,11.624726384698159,249.5731416236477,0.9775105168677167,0.9195874736467885
21,0.5765399208484452,0.13108583843549,1.0,6.0,296.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.160438602546147,229.0097519919599,0.9755359473039764,0.9090604167619725,9.941629879574752,223.93701390335858,0.9683096964906301,0.8835559213281985,11.562305065057219,251.03967679121456,0.9775009517853892,0.9191149556625108
22,0.3801525314162056,0.0875772121227641,1.0,7.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.243956834521937,233.51355204802542,0.9748758688485778,0.907303737255343,9.911397315982995,219.64727381884308,0.968725222590581,0.8857941136267831,11.611263589886182,249.43922238113453,0.9775131397207195,0.9196306224589874
23,0.9179394306740324,0.1041434923779579,1.0,4.0,239.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.189875144756801,230.6834005776472,0.9753070823933346,0.9084132682343554,9.876656196218978,221.23530599231646,0.9686527589489615,0.8851432098238827,11.579976943143755,251.01863713503158,0.9774821146657326,0.9191217346448013
24,0.0456208225079578,0.111934924776421,1.0,3.0,116.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.337785216729133,128.46611954686495,0.9867434117915219,0.949168765954222,7.633618365541946,135.91064918634626,0.9818495898295014,0.9293079545401275,8.197946279150809,132.61414359474844,0.9889444207105301,0.9572716909870768
