,layers,neurons,batch_size,Temp,Cloud,Pressure,Rel-hum,Dew-point,Wind_cos,Wind_sin,Wind_sp,Temp_lag_1,Temp_lag_2,Temp_lag_3,P_lag_1,P_lag_2,P_lag_3,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
22,2.0,20.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.281004690016237,265.9099754221493,0.9709624520618643,0.8938824666809886,9.527800325399944,202.68133818468544,0.9722801190461287,0.8938676921191526,10.528897836763656,212.12100979816813,0.9814040764944251,0.931654559543162
23,3.0,28.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.900537867711259,151.2180273059218,0.9844494652051017,0.9401400664781054,6.817928250589827,117.84708423076069,0.9842111776225855,0.9383236231714998,7.818508201767137,122.62482519230781,0.9898824320606356,0.960490251782766
24,3.0,46.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.911792711249889,151.12193675818526,0.9844238921540486,0.9401390404001417,6.895380632734203,118.6770623053545,0.9839620125137519,0.9376221334734912,7.847878493838783,121.75053888510928,0.9897685905596195,0.9607719470415605
25,2.0,33.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.94755295627058,151.74721328550518,0.984312129754588,0.9399913429276463,6.9077626667783765,116.69427203897989,0.9842626040468232,0.9393231254404737,7.994286955668127,126.95001740396614,0.9894187185675921,0.9590966738102326
26,2.0,32.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.933372331591727,152.19417013040479,0.9843112438797426,0.9397406208370549,6.882280125022751,117.50191466453983,0.9839848979231837,0.9382517997230382,7.740381743914918,121.02520731098748,0.9900070013376067,0.9610056490494747
27,3.0,41.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.919065668560263,150.4708336126544,0.9845253705283308,0.9403653803775485,6.951941913684315,119.90485816705902,0.9839509076022683,0.9374743125550142,7.55621173919803,116.98744819231756,0.9900318342906698,0.9623066160102047
28,3.0,32.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.906654115042521,151.1553541036589,0.9844744175673025,0.9402048439864992,6.895160416544794,120.55951915367582,0.9837951723034779,0.9369399281434998,7.532898988031075,117.48551288861259,0.990376959417764,0.962146139445075
29,4.0,38.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.932215667437045,152.00492242930468,0.9844217801192168,0.9398144355274677,6.919266280235828,118.5945874562257,0.9841671165438441,0.9381183995661491,7.980770364390198,127.72139403352762,0.9893534816573583,0.9588481360743636
30,2.0,32.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.901327143074681,151.7507819896578,0.9845120538305079,0.9399225631785887,6.840234926893052,116.98365751064031,0.9842988654405733,0.9386167345024079,7.722812659249515,120.05443030027492,0.9899807204615919,0.9613184336361862
31,3.0,45.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.93492748635662,151.53762993145367,0.9843880598813706,0.9399874875616595,6.886452753764604,119.4835795029814,0.9837950116441891,0.9373146397917091,7.748907723146951,119.13381502568437,0.9899383020935743,0.9616150560994351
32,3.0,48.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.879838728983902,151.40739488620574,0.9845186513356439,0.9400634327458468,6.907887564516629,120.61378186081872,0.9839489634824476,0.9369166429926101,7.557196625798471,116.44342069498408,0.9901979078693589,0.9624819018009017
33,3.0,32.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.917732411371448,151.09894456772275,0.9844368278873239,0.9402227262443823,6.882033264089076,121.21310605553451,0.9837687942267241,0.936549562289479,7.508683822129855,116.07503364817967,0.9903496148707458,0.9626005961961264
34,4.0,45.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.850050852388396,149.5408121619304,0.9846173359293284,0.9407278957343588,6.862036085190166,118.49558419835115,0.9840948604210822,0.9380818420138204,7.623176423103972,116.9449919671805,0.9902654766554309,0.9623202954161716
35,3.0,28.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.900537867711259,151.2180273059218,0.9844494652051017,0.9401400664781054,6.817928250589827,117.84708423076069,0.9842111776225855,0.9383236231714998,7.818508201767137,122.62482519230781,0.9898824320606356,0.960490251782766
36,2.0,46.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.942172052435865,152.1135642583867,0.9842769757052183,0.9398217469447603,6.907586445822687,116.59548879335232,0.9843022942049581,0.9392428439044582,7.611552233705945,117.6442741821665,0.9901188962519379,0.9620949865180464
37,4.0,47.0,26.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.883947453565173,149.47156933481372,0.9845429939910234,0.9407570421231659,6.944551225460284,121.64641384870806,0.9835642824602342,0.9360061816416404,7.744371097522722,119.14433416679579,0.9899625207453524,0.961611666829635
38,4.0,44.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.85634689765413,149.981783308015,0.9846811360980319,0.9405517913136163,6.916261741271086,120.22610019050494,0.9840161195451343,0.9371856329987257,7.563433044629408,116.24091419740927,0.9900847930619537,0.962547149443204
39,5.0,40.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.846154634292695,149.8825000629463,0.9844371275227402,0.9406183586355155,6.8797185530399805,117.07218060452095,0.9839734450242676,0.9384759195824357,7.96358434558434,126.26292853908116,0.989433557447484,0.959318054008018
40,4.0,28.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.878067306590912,150.18494670162076,0.9846022773438282,0.9404748302875243,6.967386807034041,119.82332509899305,0.9838665852748576,0.9369071485817728,7.6724574064397695,118.15079526441579,0.9900809335328439,0.9619317853033249
41,2.0,31.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.998354143714053,153.31246004133183,0.9842841730953811,0.9393091770299852,6.846940533419767,116.95272280936229,0.9842706512723309,0.9387359791085054,8.025910015915004,124.18860199668597,0.9893275519603455,0.9599864025196821
42,3.0,46.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.941564307764995,151.3582223131489,0.9844324419876402,0.9400818596470244,6.953754856979952,119.78825601337714,0.9839240841805573,0.9375596365360187,7.855777904020489,121.53265584570393,0.9897314202981286,0.960842149009345
43,2.0,46.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.00032052841443,152.64095558716107,0.9842901676244986,0.9396071567610835,6.990570371164755,120.61044317865384,0.9838923038435224,0.9373700879823937,7.666066078942022,118.8163563830719,0.9900505246223268,0.9617173413505604
44,4.0,38.0,74.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.94388370249564,152.52323302161918,0.9843298617312105,0.9396410018506477,6.944635460683672,121.28948065301945,0.9837257802633188,0.9366168696136403,7.476468651335892,116.25647637744142,0.9902762359829805,0.9625421353050487
45,2.0,48.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.925266727646562,151.6458845795263,0.9842263923654754,0.9399648278900222,6.892989159576273,118.94135339574878,0.9836757399511193,0.9371374814384565,7.540586776688257,116.50423397786395,0.9902636115217766,0.9624623077465079
46,3.0,45.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.934331346108536,151.5416725171445,0.9843844244992561,0.939969311893347,6.902019188543272,119.78997817119873,0.9837313407466497,0.9371114956462757,7.723693430960613,118.84408471796975,0.989946131358268,0.9617084072743767
47,2.0,43.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.948166428746655,151.6348542162507,0.9845223196925694,0.9399858817180392,6.905756520873003,120.33410520873232,0.9840161038656803,0.9371293719466771,7.584443514190459,117.32764021059056,0.9902204124551023,0.962197006059965
48,2.0,40.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.920061532533122,152.91749727031274,0.984292125419783,0.9395060503447081,6.847239756355479,116.51965324409625,0.984254918800602,0.9391263901995068,7.566883946094268,116.41093431191884,0.9900738386665526,0.9624923689213513
49,3.0,33.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.924701581848176,151.44337782259996,0.9843814923690191,0.9400857939113336,6.930777900999145,118.4565566575536,0.9840631151545731,0.9380822307703112,7.608431290017566,117.69370277877205,0.9902312085640794,0.9620790606123127
50,2.0,48.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.928387840569748,151.71637063353774,0.984272523519879,0.9399409144597693,6.870332425776422,117.49331869635222,0.9840806157185762,0.9382969253384967,7.715951268913716,120.04425060499088,0.9897925213154902,0.9613217135364589
51,2.0,43.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.903775532968549,151.03480108106152,0.9845095929341774,0.9402251517560103,6.888583491439348,118.51602389672652,0.9842070461687012,0.9381792071481905,7.72405442126338,120.59018454392294,0.9899846157372845,0.9611458134898198
52,3.0,28.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.948782247927602,152.5482330493562,0.9843578725508912,0.939654009916953,6.842323653919612,119.0148266036908,0.9840261007023358,0.9375766384541875,7.677448896068863,120.28593361795791,0.9900463153849518,0.9612438432114596
53,4.0,44.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.80795011176193,148.4644029459848,0.9847503626187785,0.9412045360020618,6.887619828510546,119.39195582842802,0.983911069259354,0.9371146351620441,7.687366177986275,119.06634697502422,0.989882777865018,0.9616367943216108
54,2.0,45.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.900346970931631,151.4588119477852,0.9845424459032746,0.9400335158574791,6.90688026920593,119.72391364358128,0.9841157357937529,0.9375198226925561,7.705981949146072,118.67307697609664,0.9897969517245119,0.9617635060100038
55,1.0,47.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.965888959206897,152.94770113767083,0.9841642573451926,0.9394813611067955,6.887295509492533,116.90753862860008,0.9842079465794059,0.9388477412508784,7.717304893930276,120.77694348000367,0.9897742517389211,0.9610856397156244
56,4.0,47.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8787877736728955,149.52079777712987,0.9845745523882887,0.9407328301850405,6.914221311314337,121.11972557212621,0.9837056425789092,0.9363343162821054,7.752241173336955,120.15347690516325,0.9897725177444622,0.9612865207962308
57,3.0,28.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.922171295818333,152.08705039225813,0.984411101015876,0.9398257076261798,6.868889021523727,119.72472432983567,0.9839619880236374,0.9373227945466693,7.526540279317941,118.30760745711409,0.9902365566786941,0.9618812603770615
58,3.0,48.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.916462002970702,152.05269212867074,0.984380274787434,0.939775817852611,6.892104766436255,119.74771060983282,0.9839954074676094,0.9375193051647197,7.513123144358313,115.79170742446618,0.9902479831934562,0.96269188397366
59,2.0,40.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.903191898509827,152.05374906876057,0.984300663488719,0.9398475389175189,6.858819184275217,118.21182429976757,0.9839661358874879,0.9381066724277491,7.452964719459239,114.92950169591342,0.9903551404557049,0.9629696868671047
60,2.0,29.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.96466922891313,152.57910052834058,0.984253281517805,0.9396306176827639,6.931564107866262,119.96635714631662,0.9838764104330522,0.937359293247936,7.577149497969936,117.64477642050512,0.9900973469905364,0.9620948246967327
61,1.0,13.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.001626597494678,154.1829084937558,0.9839918609660998,0.939022530039807,6.859692295581568,116.75654436965948,0.9841331555195088,0.9390916634979077,7.63511600023371,119.6519207712524,0.989900194376715,0.9614481223034016
62,1.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.133694559205704,156.83661355906324,0.9835649660811672,0.9381141504427595,6.869096165199462,117.52080036771093,0.9840550666802288,0.9386589094953708,7.655689831067676,119.36884322868988,0.9899523718154603,0.9615393299558085
63,1.0,17.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.098245239666218,157.29798148736896,0.9836154522986988,0.9378137802537305,6.969322566672354,118.19105374161937,0.9839156607852823,0.9388823981568881,8.395334194203928,134.44363601639918,0.9883891125467728,0.9566822280880969
64,4.0,45.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8637166854328715,149.95935636246193,0.9845798129154267,0.9405666683205973,6.895912295515592,118.88127591336256,0.9840086469980287,0.9377536112259768,7.796533693822423,121.63742467627493,0.9897811735853915,0.9608083924668962
65,2.0,24.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.953384506454768,151.58963863396158,0.9844110637135346,0.9399951570202005,6.959818492346162,120.00365984487127,0.9837993290719609,0.9372237163661941,7.862355518577575,122.21880279415443,0.9896734657546647,0.9606210722972617
66,3.0,42.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.943237144905536,150.99899174929573,0.9843502945744826,0.9401543921708169,7.1101907595839275,128.0372926951992,0.9826300927130289,0.9327539304774008,7.543230942263624,117.50002869494631,0.990132437422066,0.9621414624487774
67,3.0,48.0,25.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.939065446476619,152.52040895155722,0.9843419183653607,0.9395799308815629,6.940200861636343,120.81347818264034,0.9838997985484571,0.9370944085011015,7.569514646276958,116.95799501110758,0.9900048138629239,0.9623161058322859
