,layers,neurons,batch_size,Temp,Cloud,Pressure,Rel-hum,Dew-point,Wind_cos,Wind_sin,Wind_sp,Temp_lag_1,Temp_lag_2,Temp_lag_3,P_lag_1,P_lag_2,P_lag_3,d_cos,d_sin,w_cos,w_sin,m_cos,m_sin,MAE_train,MSE_train,IA_train,R2_train,MAE_val,MSE_val,IA_val,R2_val,MAE_test,MSE_test,IA_test,R2_test
68,2.0,32.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.933372331591727,152.19417013040479,0.9843112438797426,0.9397406208370549,6.882280125022751,117.50191466453983,0.9839848979231837,0.9382517997230382,7.740381743914918,121.02520731098748,0.9900070013376067,0.9610056490494747
69,3.0,48.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.846015844827454,150.17417581362272,0.9845791687707306,0.9404481673424211,6.913814571525727,119.41233397705491,0.9840746655069377,0.9377663492972952,7.60438534181445,117.61078218395953,0.990061549220489,0.9621057776479368
70,3.0,32.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.906654115042521,151.1553541036589,0.9844744175673025,0.9402048439864992,6.895160416544794,120.55951915367582,0.9837951723034779,0.9369399281434998,7.532898988031075,117.48551288861259,0.990376959417764,0.962146139445075
71,3.0,28.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.950531022031324,152.42047688902312,0.9843035528436826,0.9396873416936398,6.88458882438961,119.93821739776817,0.9838227029821899,0.9370195714095555,7.786710379311648,122.64478421457531,0.9898742103364994,0.9604838209809833
72,3.0,32.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.879644036141466,150.673005806325,0.9845321904914974,0.9403813099122121,6.89718348747055,121.15891760835508,0.9837326863533091,0.9364916038592027,7.476459161860281,115.9904516179682,0.9904516469512645,0.9626278485466362
73,3.0,28.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.885371651736786,151.0432050678294,0.984460648547022,0.940214132518574,6.82314598497404,117.84331873655864,0.984145536433086,0.9381427715169883,7.720990576566472,120.61912301256217,0.9900483198424349,0.9611364895082529
74,3.0,45.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.8938560687606225,150.76313856733495,0.9844679392029314,0.9402759405591917,6.904663426451448,119.44454753303427,0.9838589686616397,0.9374201374928208,7.691157467216878,118.00179850641693,0.9900969776553804,0.9619797920946453
75,3.0,45.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.955127723033603,152.11387432047295,0.984311159096479,0.9397608280579596,6.954510573317135,121.09166420353246,0.9836000754384726,0.936336958146598,7.568107970513028,116.20345399399886,0.9903036037737997,0.9625592191297669
76,2.0,32.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.933372331591727,152.19417013040479,0.9843112438797426,0.9397406208370549,6.882280125022751,117.50191466453983,0.9839848979231837,0.9382517997230382,7.740381743914918,121.02520731098748,0.9900070013376067,0.9610056490494747
77,3.0,33.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.033856877080051,153.36836194470737,0.9841619806529152,0.9393577869256813,6.96737747151998,120.54649936337734,0.9838279932225101,0.9373845146043023,7.717272914529991,119.69608429944617,0.990046602631311,0.9614338928039785
78,3.0,49.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.907449606225615,152.80954420528317,0.9842235170847213,0.9395256692247421,6.768547482071545,116.83518203939283,0.9843412128357054,0.9389190771982738,7.42780382697351,115.4658007055371,0.9902546382997631,0.9627968911970097
79,4.0,45.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.885493779441623,150.40652638159975,0.9844976566126713,0.940383876162899,6.924646705837077,119.64017563393446,0.9839243619435004,0.9376314145749447,7.813759435308653,121.65278471021053,0.989698085669275,0.9608034434602619
80,2.0,49.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.002877664552006,153.85496246724335,0.9842220534910697,0.9390679810100537,7.028727084033662,123.2291274768126,0.9837084756114216,0.9364732081960792,7.705635981820025,119.34585663101937,0.9900175091322525,0.9615467362431154
81,3.0,46.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.913001189903594,151.59543089723292,0.9844232904235513,0.9399809286028897,6.90437420788338,118.06363486233607,0.9841262833499267,0.9382651137235655,7.937184642076258,122.97967425422878,0.9894928672469792,0.960375919329532
82,3.0,45.0,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.909958785643418,151.14703478782565,0.9844570712489077,0.9401539131620217,6.914704818240756,119.11221355507251,0.9839381087153402,0.9376574250085832,7.647668807862923,117.39504304979147,0.99007885193445,0.9621752888489372
83,3.0,43.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.778115539251356,148.40048784516375,0.9847507374353068,0.941287139004489,6.858104858444586,119.2069074637207,0.984002140664943,0.9375809441768581,7.666921858775354,123.14913702166119,0.9898815442779748,0.9603213183850419
84,1.0,11.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.978002650243885,153.32926679702982,0.9841499316124311,0.9393146496189461,6.963312381616766,119.3429098901223,0.9839626132088707,0.937778960588675,7.61500702862169,119.57146967758042,0.9899215711711072,0.9614740436651633
85,4.0,45.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.869557395348785,150.03972783817557,0.9845563648482365,0.940463573501313,7.011394850461067,121.67395123601761,0.9838213653256067,0.937057893399593,7.749039077275126,119.94637768770271,0.9898743720325888,0.9613532482139867
86,4.0,43.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.55084854000091,139.14968094499247,0.9857488054225845,0.9449929980951977,6.770358123693377,117.97923251004522,0.9838281131702342,0.9371983419390642,7.242467418206667,113.1258934934351,0.9905334570806223,0.9635508098644318
87,4.0,45.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.990928894118899,152.3137785806565,0.9843467048102366,0.9396660088382691,7.108847527872856,125.96235322098075,0.9830078232168885,0.9336467085930298,7.627016653918002,119.27356757658384,0.9899062129151195,0.9615700277938689
88,3.0,41.0,56.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.533606314772031,137.8557534260549,0.9858074908719378,0.945344374496392,6.814412913922045,119.21452730760231,0.9837518213279217,0.9369642909749286,7.337593751149757,113.9807927040381,0.9903733950755941,0.9632753611328305
89,1.0,37.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.851847338934311,144.60034383424755,0.9850633454650559,0.9425779991548315,7.131037117857191,124.86679893204499,0.9831306357949712,0.9342137985006717,7.584459150767173,118.98308745915655,0.9898773639154504,0.9616636205576805
90,4.0,47.0,77.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.686756742885089,140.53256538895116,0.9855294249704571,0.9443358368206161,6.9773541790656735,120.65320725054106,0.9835808689380998,0.9360408812230121,7.387260118245784,113.60457749688238,0.9903981246645828,0.9633965777632062
91,1.0,21.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.724012985470779,143.71292498768432,0.9851799083033729,0.943107825771137,6.914150276918589,120.02051132854533,0.9837541854968148,0.9366745770847269,7.341058962715242,113.61485493711146,0.9904769658700168,0.9633932663694886
92,4.0,42.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.392755562291224,132.78082325519654,0.9863376605198836,0.9473938704671939,6.684882341727585,115.37406001900689,0.9842153104926694,0.9385361996597967,7.527353731967787,115.95906395364518,0.9900959321494834,0.9626379616596423
93,2.0,47.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.642564307975814,142.19399024845302,0.9854383888715383,0.9437351762850714,6.86049993511093,119.27690542721916,0.9837736336812393,0.9366933324150307,7.248249484168454,113.43804723916287,0.9905364398083005,0.9634502338523605
94,2.0,47.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.670994260583051,142.531100222536,0.9853731089847182,0.94361560417822,6.961815576396045,122.57703057909721,0.9834607867302598,0.9352092357340333,7.287527349104281,114.90141055070728,0.9904575346019586,0.9629787378408573
95,2.0,30.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.57367222600082,140.71385709809448,0.9856430489136387,0.9443472015265855,6.758985563662158,117.64383352623724,0.9841618914043104,0.938166986203643,7.398241317521726,117.09227647518183,0.990178517991235,0.9622728403122128
96,1.0,41.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.779708485527259,143.35962666176934,0.9851373664919341,0.9431381692106292,7.058373902793275,120.23922646184992,0.9836213689296368,0.9363223046912114,7.695461613019299,121.86065143905394,0.9896709969532994,0.9607364687501536
97,2.0,27.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.722897167570133,142.99802613262855,0.9851564866058184,0.9432731885161614,6.9937181621776645,121.409420791612,0.9835724827946838,0.9360195785870893,7.331448423700147,115.52080277241741,0.9902909949061658,0.962779169517811
98,1.0,29.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.726023818512811,142.7297920562042,0.9852494806600349,0.9434010453771122,6.9533903621120965,121.4914995579977,0.9835365910993492,0.9361100769589291,7.704150366267562,120.92206107920109,0.9896266350604931,0.9610388827902042
99,3.0,48.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.497770812570934,136.5234459178266,0.9859555692778857,0.9458404455958827,6.753627873673716,115.97052302969367,0.9841255773794217,0.9382646352765651,7.292241172188181,115.12345611125174,0.9903555376605253,0.9629071947077592
100,1.0,35.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,44.403030904699136,3735.4044964429568,0.45006480102169205,-0.5025356868300307,40.22685894225664,3070.045638211882,0.49387398110155817,-0.48672267975589734,25.32425589538981,1245.8848582430403,0.8323024348766355,0.5985755985409176
101,3.0,34.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.281589124064311,281.47593828525504,0.9701130084062504,0.8878380418408083,10.24292413557338,216.78456866614536,0.9688103507896979,0.8858725413778169,10.812653737796447,215.0578889052324,0.981098287437968,0.9307082963873728
102,3.0,47.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.207988435760809,263.27023024441775,0.9717727253431196,0.8949473394042813,9.717900620267036,210.3285802684681,0.9716645517352884,0.8898655873811179,10.557545483759917,214.02889484533293,0.9813225571298272,0.9310398385213567
103,4.0,37.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.227931649993785,277.93209962865023,0.9702414989957018,0.8898256730246672,10.039178574240534,213.0446693045207,0.9690284458998888,0.8873147009618028,10.854522111068274,215.19347983749552,0.9811616001031513,0.9306646089563338
104,3.0,50.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.166360408562737,261.63116462490746,0.9717207779955492,0.8955803121132353,9.729057377343002,211.79010409726024,0.9717017317632952,0.8888956198330891,10.398920680855056,210.0707016986151,0.9813122219551519,0.9323151693067564
105,2.0,21.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.21541630519722,263.4841446093879,0.9715926841469739,0.8946965875345072,9.931854720099384,216.30214588948232,0.9712479843714776,0.8881694226492669,10.516558351285209,212.4254465589752,0.9817702416781311,0.9315564699454912
106,1.0,18.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.62240426332354,276.0348148147799,0.9698763374881854,0.8900650205982198,9.649359669202079,201.58117576453253,0.9725903542699246,0.8939966385473852,10.558343328600282,214.2600285349295,0.98131438992705,0.9309653671908886
107,1.0,17.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.443341582316416,271.7445289540735,0.9702593173896636,0.8918169069514776,9.509132390044694,198.87246003148482,0.9728237333479459,0.8957898987224453,10.46419359255515,211.93064186703808,0.9815946121793083,0.9317158961364316
108,1.0,21.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.576765935586714,274.1499885812631,0.9700809663851009,0.8909288386714964,9.648466289398712,202.93187501501706,0.9724398460171011,0.8934291496043256,10.513206954352585,212.76165211408227,0.9814381360662259,0.931448144434644
109,1.0,24.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.749282755614926,283.7852592825431,0.9694207607696683,0.8861789372769788,9.516592460154504,197.17412935787635,0.9732100603130512,0.8949594376088905,10.444431232968498,212.2872286932841,0.9817626943608048,0.9316010037751136
110,1.0,17.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.466814592093433,272.2159648713437,0.9701001521708364,0.8916704910765554,9.469582566734676,198.56094360878004,0.9727665682886476,0.8960538138590689,10.44141573383541,211.13263330687477,0.9816496984783221,0.9319730146867562
111,4.0,49.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.24308737531041,263.54202560894555,0.9716797812199633,0.8948386627336467,9.821708179948875,211.46942295949822,0.9714927382428007,0.8897728431935146,10.435425612681826,209.86125678948025,0.9817383527315888,0.9323826525069348
112,4.0,19.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.201863021412466,262.45072831904713,0.971753571483797,0.8951412920980574,9.631024574883263,206.37010942387138,0.9724314619592804,0.8926243292650116,10.584347711186295,213.6796425200443,0.9814314915969822,0.9311523677046994
113,1.0,25.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.692450380670856,278.95470469010536,0.9699709687342593,0.8888279582436922,9.742495178548658,201.5344234067504,0.9727192642745743,0.8931573454064888,10.597552523925655,216.18412282424802,0.9813996684053783,0.9303454235473567
114,4.0,44.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.205499410961004,262.73232671051574,0.9717325154399945,0.8951723821198456,9.615156847478787,206.72353269155158,0.9721379058405344,0.8919725114934307,10.418561852708441,209.88303512403462,0.9818159094588376,0.932375635522295
115,1.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.044762927284072,274.5685813684555,0.9702051636346836,0.8909677788510918,9.80669342575393,204.36716326411937,0.9700337022398984,0.8912949193608721,10.874476733968757,215.1480114793367,0.9810006950095868,0.9306792588722859
116,2.0,32.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.082866901210211,274.5604393455824,0.9706384841978632,0.8909829960500806,9.919090950375084,208.24341918265185,0.9696875566968717,0.8894854609318446,11.416656076369367,223.98216050297395,0.9801703910430511,0.9278328939287269
117,4.0,11.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.008449334757476,273.00057199198875,0.9708624340172456,0.8915749345896065,9.82003025821853,205.05277302269792,0.9703211818057245,0.8913933326727068,11.035774680311011,219.9202111892699,0.9807204838020304,0.9291416549761244
118,3.0,47.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.072913185914175,272.92884284162375,0.9706819070849021,0.8916471342584158,9.88526219659907,206.42151345187133,0.9699968680894682,0.8905680559110243,11.17782412192368,219.03926262636784,0.9807624373472846,0.9294254968153116
119,3.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.974409504589769,273.32415305182934,0.9711170982907738,0.8914914441784436,9.687844339141744,205.51708822546053,0.9712063237207285,0.891399289978853,10.920881051336966,217.7528533938898,0.9804979425740282,0.9298399781799115
120,4.0,42.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.975678853202652,273.44415554748605,0.9708599862493007,0.8914492216918409,9.763823730877451,205.85018291749674,0.9701984240081708,0.8910087036928608,11.328097274562536,223.65504263908934,0.9801354808600145,0.9279382913832731
121,4.0,11.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.000143975446274,272.14981384587503,0.9708437051357927,0.891899152332403,9.775861473000306,204.75140318832257,0.9702899167663362,0.8915532573059746,11.151188077415094,221.21573046843227,0.980302613401943,0.9287242383522882
122,5.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.984393163642032,152.3559156808862,0.984108677418211,0.9397781617395835,6.905858820985145,119.64173980813067,0.9836851191625852,0.937121818069649,7.479735396567174,112.98758624604915,0.9904817507620479,0.9635953724928576
123,3.0,28.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.952954653873745,152.33747032065926,0.9843308061345579,0.9397310014020899,6.878278923934998,119.88851805258699,0.983855190535909,0.9370812096465382,7.841591139281706,123.21295402419523,0.98981354615628,0.9603007565314519
124,4.0,14.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.978735892605899,152.39224503421258,0.9841015102084921,0.939652759944592,6.935867429562129,117.57389416020331,0.983946430779129,0.9386145554364415,7.487024011303987,114.46769092333318,0.9903955252641055,0.9631184824092801
125,5.0,15.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.87701930761955,149.86961117517706,0.9845070907134821,0.9406245146545686,6.9465698836092535,121.11188771018979,0.9838055614237944,0.9364928910821199,7.733672088864773,119.7424021977166,0.989946204467726,0.9614189691659979
126,5.0,33.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.859757980350654,149.56596826166128,0.9845469068764015,0.9407614315310571,6.889218000776312,118.04720288210918,0.9840892087793036,0.938081317978484,7.705337597536569,118.77100159328224,0.9899208907386597,0.9617319546747567
127,2.0,22.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.902578644349088,151.23858938494806,0.9844762030759819,0.9401560961099114,6.897006014745711,118.02514850633501,0.9841751423641746,0.9384679760393528,7.6893844640883815,119.29647049883958,0.98992216693879,0.9615626484668008
128,2.0,32.0,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.935087559802644,152.2152461336038,0.9843205620852268,0.9397439611518457,6.92491339171861,119.40125742851976,0.9839110554385451,0.9376085896215423,7.867553480502538,122.2130790031408,0.9897283743950053,0.9606229165041051
129,2.0,22.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.927734333550266,151.62291197349376,0.9843108565290961,0.9400412407051103,6.898568572519476,118.07928099123384,0.9839550612671493,0.9381434835548619,7.813382594823831,121.63509657214173,0.989673874028913,0.9608091425826087
130,3.0,34.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.907590240810034,150.8195460241872,0.9845321195394277,0.940273704942661,7.013692356248882,122.16545526687833,0.9836986167188523,0.9361741687662163,7.54694332070596,115.35089300424592,0.9901657226507097,0.9628339144860469
131,5.0,44.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.847987059868032,148.77422877294723,0.9846282797416402,0.9409943568810393,6.8920435712608805,119.71490444328984,0.9838994856402284,0.9372780317903193,7.653875927160649,118.31780549387342,0.9901740046665277,0.961877974567161
132,2.0,27.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.030409470581631,154.19981405163492,0.9841244171013865,0.9389313189995981,6.934418710272898,120.00541187239111,0.9836948024868934,0.9372224551689767,7.597262959652145,117.61717243726665,0.9901245653236425,0.9621037187067819
133,3.0,23.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.874827700967424,150.92175425044115,0.9843827513986165,0.9402190018885735,6.938580244685578,120.10329006088183,0.9839037937070613,0.937305178796379,7.959434053885502,126.4223414533208,0.9893717841001154,0.9592666911286475
134,2.0,37.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.019806951197902,152.46907231447415,0.9843096324993013,0.9396934892690533,6.988835589051588,120.31076405774064,0.9838105644147701,0.9372820775932418,7.622984146283145,118.11986179175749,0.990069163529495,0.9619417520756672
135,2.0,32.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9087452548043,151.8488407400979,0.9844097431339724,0.939902827821463,6.843312259974246,117.17409269621206,0.9841323029550588,0.9384724067088253,7.803802033795985,122.04675415756405,0.9898734472511153,0.9606765064094175
136,3.0,28.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.974987679802753,152.48736089178547,0.9842931423103864,0.9396437681222247,6.939866735137052,121.92923874035836,0.9836243828780336,0.9361730573836513,7.776061680863379,121.04305577912696,0.9899531072756825,0.9609998982687405
137,2.0,41.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.934579918298693,151.93614370012025,0.984283930811931,0.9398766760702271,6.901470874645164,116.43596661307957,0.9843109438189921,0.9393577254047356,7.5444834749479295,118.11068999514225,0.9903158500950752,0.9619447072307461
